COD_PROVINCIA,PROVINCIA,year,rental_homes,municipalities,municipal_rent_q25,municipal_rent_q75,rent_eur_month,municipal_spread_eur
06,Badajoz,2019,14200,55,242.9607843137255,295.3181818181818,355.5667605633803,52.357397504456316
06,Badajoz,2020,14950,54,250.0,300.0,364.51163879598664,50.0
06,Badajoz,2021,15736,56,250.0,300.0,374.9445221148958,50.0
06,Badajoz,2022,16596,58,250.0,300.0,389.39901181007474,50.0
06,Badajoz,2023,17707,62,250.0,305.13079896907215,398.63788332297963,55.130798969072146
06,Badajoz,2024,18668,63,259.0,322.4673913043478,426.1349367902293,63.467391304347814
07,"Balears, Illes",2011,40909,63,383.86102405375345,498.375,488.55266567259036,114.51397594624655
07,"Balears, Illes",2012,44017,65,373.0693069306931,490.296875,481.05500147670216,117.22756806930693
07,"Balears, Illes",2013,47835,64,366.3582130965594,500.0,482.96717884394275,133.64178690344062
07,"Balears, Illes",2014,52913,64,362.0258620689655,500.0,487.87107138132404,137.97413793103448
07,"Balears, Illes",2015,58761,64,370.1445401985382,501.77754295905106,493.33597113731895,131.63300276051285
07,"Balears, Illes",2016,64168,65,385.7142857142857,525.0,506.96345530482483,139.28571428571428
07,"Balears, Illes",2017,68750,64,400.451171875,551.444012914181,535.6968145454546,150.99284103918103
07,"Balears, Illes",2018,72066,65,416.74418604651163,585.7058823529412,569.7236144645186,168.9616963064296
07,"Balears, Illes",2019,74920,65,458.98107255520506,609.0105263157894,618.6442205018686,150.02945376058437
07,"Balears, Illes",2020,76388,65,473.2142857142857,640.7058823529412,624.2913022987904,167.4915966386555
07,"Balears, Illes",2021,78772,65,500.0,661.2553191489362,649.7535037830701,161.25531914893622
07,"Balears, Illes",2022,81666,66,522.1335227272727,688.2588339222615,682.1293561580095,166.12531119498874
07,"Balears, Illes",2023,85230,66,550.0,737.1592158630014,722.0281942977824,187.15921586300135
07,"Balears, Illes",2024,87703,66,594.7413793103449,774.0345528455284,762.7790383453246,179.29317353518354
08,Barcelona,2011,209250,236,383.33201043669317,589.8987118145013,605.4873357228196,206.56670137780816
08,Barcelona,2012,224005,241,372.50625,562.7674418604652,586.045248989978,190.26119186046515
08,Barcelona,2013,240778,245,369.140625,534.8677614520311,561.2647459485502,165.72713645203112
08,Barcelona,2014,261026,247,366.55142264374626,540.6163265865832,549.1075295181323,174.06490394283696
08,Barcelona,2015,285232,250,372.8119275172326,543.7085481682496,552.1336175464183,170.89662065101703
08,Barcelona,2016,306997,254,375.98458149779736,553.3232155771046,565.5447903399707,177.33863407930727
08,Barcelona,2017,325561,258,387.010345218525,575.2380416610542,585.0263575796855,188.22769644252924
08,Barcelona,2018,341936,257,397.4065934065934,590.4864864864865,613.1490395863553,193.07989307989305
08,Barcelona,2019,350561,261,421.4022988505747,627.0547263681592,665.6778306771147,205.6524275175845
08,Barcelona,2020,358912,268,431.14889705882354,649.2689808481532,685.3945340361983,218.12008378932967
08,Barcelona,2021,368486,267,443.4415479087012,657.8912133891213,695.9109219888951,214.4496654804201
08,Barcelona,2022,373881,268,458.0257898957498,683.5591617983237,720.352499859581,225.53337190257383
08,Barcelona,2023,387730,267,467.5379746835443,702.9631186346928,750.8674567353571,235.42514395114853
08,Barcelona,2024,394862,264,503.9010067114094,732.2148801211329,779.0037962629982,228.31387340972344
09,Burgos,2011,7671,18,300.0,421.0,430.5820623126059,121.0
09,Burgos,2012,8125,19,300.0,419.9006622516556,423.8976,119.9006622516556
09,Burgos,2013,8627,22,300.0,413.2815046391545,404.3771878984583,113.28150463915449
09,Burgos,2014,9391,23,293.55474452554745,400.0,390.84517090831645,106.44525547445255
09,Burgos,2015,10194,25,300.0,410.0,389.58661958014517,110.0
09,Burgos,2016,11124,29,280.0,409.5652173913044,393.91594750089894,129.56521739130437
09,Burgos,2017,11763,27,293.9379562043796,415.61186208429007,404.63852758650006,121.67390587991048
09,Burgos,2018,12553,31,300.0,425.3781801512721,412.28096869274276,125.37818015127209
09,Burgos,2019,13460,31,309.662666397741,450.3682795698925,433.52050520059436,140.70561317215146
09,Burgos,2020,13991,32,315.71683673469386,462.8575,440.66785790865555,147.14066326530616
09,Burgos,2021,14552,35,320.60283018867926,466.88881083793274,456.23708081363384,146.28598064925347
09,Burgos,2022,15069,33,325.33513513513515,470.575,471.73448802176654,145.23986486486484
09,Burgos,2023,15973,35,335.9772611139499,476.65822784810126,479.7059412759031,140.68096673415135
09,Burgos,2024,16584,35,347.8653441011236,500.0,503.12445730824885,152.13465589887642
10,Cáceres,2011,5590,23,206.47143334447043,298.74085836531253,343.05760286225404,92.2694250208421
10,Cáceres,2012,5610,20,217.72782258064515,286.491935483871,344.57700534759357,68.76411290322582
10,Cáceres,2013,5793,22,208.5,282.7765072765073,330.9673744174003,74.27650727650729
10,Cáceres,2014,6273,24,228.03832116788323,272.5186567164179,323.7317073170732,44.4803355485347
10,Cáceres,2015,7151,27,211.5,264.030303030303,320.20220948119146,52.530303030303
10,Cáceres,2016,7827,34,210.82065217391306,268.125,322.75635620288745,57.30434782608694
10,Cáceres,2017,8470,34,208.5,261.97058823529414,326.6524203069658,53.470588235294144
10,Cáceres,2018,8982,34,227.22560975609755,270.85227272727275,338.62870184814074,43.62666297117519
10,Cáceres,2019,9851,37,212.22222222222223,282.36486486486484,360.7106892701249,70.14264264264261
10,Cáceres,2020,10273,39,234.62058823529412,290.69806949806946,362.02696388591454,56.077481262775336
10,Cáceres,2021,10750,40,241.1875,300.9166666666667,366.77218604651165,59.729166666666686
10,Cáceres,2022,11237,46,250.0,305.4988643339472,381.91892853964583,55.49886433394721
10,Cáceres,2023,11999,46,251.9525684931507,314.80054945054945,398.8874072839403,62.84798095739876
10,Cáceres,2024,12543,46,263.0,314.86764705882354,418.73507135454037,51.867647058823536
11,Cádiz,2011,14857,28,288.02608695652174,420.60555555555555,444.9748266810258,132.57946859903382
11,Cádiz,2012,15974,30,300.0,419.42697985004685,449.6422311255791,119.42697985004685
11,Cádiz,2013,17213,29,284.0,400.0,438.71817812118746,116.0
11,Cádiz,2014,19209,31,271.9077669902913,401.3966480446927,442.74876360039565,129.48888105440142
11,Cádiz,2015,22081,31,274.83333333333337,405.7266506518442,446.080431139894,130.8933173185108
11,Cádiz,2016,24297,34,265.4700896929158,414.4871590909091,460.2361608429024,149.01706939799328
11,Cádiz,2017,26454,34,268.2863636363636,409.7877809591983,463.9960686474635,141.5014173228347
11,Cádiz,2018,27923,36,268.69897959183675,420.1089588377724,472.2568850051928,151.40997924593563
11,Cádiz,2019,29486,36,284.4942307692308,442.050366397621,496.804992199688,157.55613562839022
11,Cádiz,2020,30787,36,290.7258064516129,458.6726179191155,507.4496053529087,167.94681146750258
11,Cádiz,2021,32034,35,299.5,462.4520223786923,520.8695760754199,162.95202237869228
11,Cádiz,2022,32791,37,299.17333333333335,475.2093023255814,533.3992253972126,176.03596899224806
11,Cádiz,2023,34209,36,300.6678082191781,502.01149425287355,554.3713934929405,201.34368603369546
11,Cádiz,2024,35437,37,321.6,520.1421052631579,580.4180658633632,198.54210526315785
12,Castellón/Castelló,2011,13252,43,249.0,320.4537050623625,337.2993510413522,71.45370506236247
12,Castellón/Castelló,2012,14060,42,250.0,304.7855615550756,327.85682788051207,54.78556155507562
12,Castellón/Castelló,2013,15126,45,223.8095238095238,298.4749034749035,308.1736083564723,74.6653796653797
12,Castellón/Castelló,2014,16711,47,223.58823529411765,278.87427055702915,298.24612530668423,55.2860352629115
12,Castellón/Castelló,2015,18312,47,203.875,291.8153153153153,297.0694626474443,87.94031531531527
12,Castellón/Castelló,2016,20057,47,221.5,296.7058823529412,304.5986937228898,75.20588235294122
12,Castellón/Castelló,2017,21966,48,226.47222222222223,300.0,312.9030774833834,73.52777777777777
12,Castellón/Castelló,2018,23739,50,228.5,302.20238095238096,324.4033025822486,73.70238095238096
12,Castellón/Castelló,2019,25929,54,250.0,318.0557917109458,346.9396814377724,68.05579171094581
12,Castellón/Castelló,2020,27583,56,251.2945205479452,333.0545039164491,361.1633614907733,81.7599833685039
12,Castellón/Castelló,2021,29164,57,261.7647058823529,342.0,369.6332464682485,80.23529411764707
12,Castellón/Castelló,2022,30507,57,275.2,350.0,391.04156423116007,74.80000000000001
12,Castellón/Castelló,2023,32667,60,289.46503496503493,379.045,411.3967612575382,89.57996503496508
12,Castellón/Castelló,2024,33810,63,300.0,399.2807094732725,444.4307009760426,99.28070947327251
13,Ciudad Real,2011,5981,26,265.8026634382567,317.85912320733974,357.74954021066713,52.05645976908306
13,Ciudad Real,2012,6119,26,257.0348837209302,307.3243369302138,347.6537015852264,50.28945320928358
13,Ciudad Real,2013,6383,28,258.3888888888889,308.1166666666667,330.58671471095096,49.72777777777776
13,Ciudad Real,2014,6708,29,250.0,300.0,316.6700954084675,50.0
13,Ciudad Real,2015,7446,31,243.02100840336135,300.0,310.0511684125705,56.97899159663865
13,Ciudad Real,2016,8195,33,249.11290322580646,300.45669291338584,309.9973154362416,51.343789687579374
13,Ciudad Real,2017,9090,33,250.0,300.0,312.5932893289329,50.0
13,Ciudad Real,2018,9813,32,249.75,300.32439446366783,316.3259961275859,50.57439446366783
13,Ciudad Real,2019,10845,33,257.8655462184874,315.0,333.5505763024435,57.134453781512605
13,Ciudad Real,2020,11773,36,268.3363657300783,314.1154560824949,339.98955236558226,45.77909035241663
13,Ciudad Real,2021,12426,37,277.6649214659686,322.4375,352.20787059391597,44.772578534031425
13,Ciudad Real,2022,13022,36,284.83413461538464,330.88335945663533,357.18368914145293,46.04922484125069
13,Ciudad Real,2023,14012,37,290.84705882352944,345.1117318435754,373.0883528404225,54.26467302004596
13,Ciudad Real,2024,14877,39,292.38235294117646,350.0,393.4533172010486,57.617647058823536
14,Córdoba,2011,9017,26,275.44950396825396,308.75,416.9388932017301,33.300496031746036
14,Córdoba,2012,9260,26,271.81734693877553,313.5,416.9125269978402,41.68265306122447
14,Córdoba,2013,9383,25,254.11764705882354,307.44827586206895,396.0606415858467,53.33062880324542
14,Córdoba,2014,10104,28,253.75,300.3829787234042,382.4753562945368,46.63297872340422
14,Córdoba,2015,11158,27,249.6951219512195,300.0,377.4078687936906,50.304878048780495
14,Córdoba,2016,12220,30,256.0868320610687,300.0,387.0575286415712,43.91316793893128
14,Córdoba,2017,13212,34,257.27450980392155,300.4326923076923,393.5987738419619,43.158182503770774
14,Córdoba,2018,14235,34,263.5287513691128,306.8424657534247,404.0712328767123,43.31371438431188
14,Córdoba,2019,14961,34,281.2657103825137,315.59125,422.6683376779627,34.3255396174863
14,Córdoba,2020,15953,41,280.0,320.780487804878,430.2595750015671,40.78048780487802
14,Córdoba,2021,16805,41,280.0,324.5,439.7839333531687,44.5
14,Córdoba,2022,17356,42,298.3553791887125,340.5957867783985,451.019128831528,42.240407589686015
14,Córdoba,2023,18504,47,296.40140845070425,344.82926829268297,456.4254755728491,48.427859841978716
14,Córdoba,2024,19610,48,300.0,353.820110701107,483.21545130035696,53.82011070110701
15,"Coruña, A",2011,38576,64,228.0,309.87473302007686,362.04552053090003,81.87473302007686
15,"Coruña, A",2012,39900,66,237.75531914893617,310.6723422735981,362.36887218045115,72.91702312466191
15,"Coruña, A",2013,41515,68,234.0,304.2379679144385,358.7056967361195,70.23796791443851
15,"Coruña, A",2014,43568,68,231.75,300.4642248722317,356.0463872567022,68.71422487223168
15,"Coruña, A",2015,46494,69,237.0,300.0,353.53572503979007,63.0
15,"Coruña, A",2016,49244,70,249.8107476635514,300.0,356.6672488018845,50.18925233644859
15,"Coruña, A",2017,52629,72,245.75,317.1367924528302,358.7739649242813,71.3867924528302
15,"Coruña, A",2018,55723,72,250.0,317.53499999999997,362.7190029251835,67.53499999999997
15,"Coruña, A",2019,59611,77,251.61184210526315,333.13253012048193,386.23733874620456,81.52068801521878
15,"Coruña, A",2020,62316,79,263.3636363636364,339.79166666666663,391.49723987418963,76.42803030303025
15,"Coruña, A",2021,64597,84,277.7635401721664,345.175683764339,401.4961066303389,67.41214359217258
15,"Coruña, A",2022,66344,85,297.1189189189189,351.0,419.1631345713252,53.881081081081106
15,"Coruña, A",2023,69500,89,300.0,363.65263157894736,434.62494964028775,63.652631578947364
15,"Coruña, A",2024,72627,89,308.0,383.7821782178218,461.94716840844313,75.78217821782181
16,Cuenca,2011,2525,16,289.03280542986425,325.4154761904762,416.7211881188119,36.38267076061197
16,Cuenca,2012,2541,18,258.5,300.0,396.55332546241635,41.5
16,Cuenca,2013,2628,19,250.0,300.0,366.6560121765601,50.0
16,Cuenca,2014,2836,20,250.0,292.12209302325584,352.4559238363893,42.12209302325584
16,Cuenca,2015,3052,17,250.0,299.48,341.3656618610747,49.48000000000002
16,Cuenca,2016,3245,17,250.0,288.47457627118644,344.9482280431433,38.474576271186436
16,Cuenca,2017,3592,21,250.0,300.0,346.6224944320713,50.0
16,Cuenca,2018,3871,21,254.48,300.0,355.39033841384656,45.52000000000001
16,Cuenca,2019,4291,22,267.7163461538462,306.75,365.56700069913774,39.03365384615381
16,Cuenca,2020,4685,26,271.0,317.237512800091,365.0138740661686,46.237512800091
16,Cuenca,2021,4953,30,262.0,325.68965517241384,384.90793458509995,63.689655172413836
16,Cuenca,2022,5099,30,284.9381443298969,345.75,404.2741714061581,60.811855670103114
16,Cuenca,2023,5458,36,283.25,348.8461538461538,421.34957860021984,65.59615384615381
16,Cuenca,2024,5754,38,293.5,354.25,447.5867222801529,60.75
17,Girona,2011,27832,131,373.65208481824664,487.7,450.54994251221615,114.04791518175335
17,Girona,2012,29536,138,376.91129032258067,475.0,437.05545774647885,98.08870967741933
17,Girona,2013,31872,143,377.1363636363636,475.0,423.6530810742972,97.86363636363637
17,Girona,2014,34723,152,378.04168881211797,471.00968309859155,420.5256746248884,92.96799428647358
17,Girona,2015,37888,156,383.38461538461536,481.53125,422.14476879222974,98.14663461538464
17,Girona,2016,40886,165,394.0318302387268,500.0,429.6674411779093,105.9681697612732
17,Girona,2017,43539,164,400.0,508.5,440.6213509726912,108.5
17,Girona,2018,45855,169,409.4876404494382,528.8219178082192,451.4901319376295,119.33427735878098
17,Girona,2019,48402,171,433.70861833105334,556.6101376720901,479.5597495971241,122.90151934103676
17,Girona,2020,50378,172,449.4347181008902,566.7731481481482,492.5336059391004,117.33843004725793
17,Girona,2021,52318,175,460.0958094555874,600.0,508.7846439084063,139.9041905444126
17,Girona,2022,52214,176,479.5,600.0,528.9758110851495,120.5
17,Girona,2023,55206,177,500.0,622.3597122302158,550.5350505379851,122.35971223021579
17,Girona,2024,56089,177,512.0,650.0,574.2047816862487,138.0
18,Granada,2011,17089,48,273.25,375.8616071428571,397.5656270115279,102.61160714285711
18,Granada,2012,17893,49,283.0,360.75925925925924,388.50701391605656,77.75925925925924
18,Granada,2013,18907,47,300.0,354.38461538461536,374.25609562595866,54.38461538461536
18,Granada,2014,20728,51,278.238198421297,350.0,371.0049208799691,71.761801578703
18,Granada,2015,23317,55,270.3645833333333,334.57108380868806,368.23978213320754,64.20650047535474
18,Granada,2016,25289,56,276.9103778029018,347.0859283513959,370.3003677488236,70.17555054849413
18,Granada,2017,27856,61,279.978813559322,349.0,379.3407524411258,69.02118644067798
18,Granada,2018,29523,63,272.7157534246575,351.5638285811462,390.8886969481421,78.84807515648868
18,Granada,2019,31888,66,290.1831447963801,378.8258762380632,416.37597215253385,88.64273144168311
18,Granada,2020,33173,67,300.0,385.2005813953489,424.92451692641606,85.20058139534888
18,Granada,2021,34573,69,300.0,390.0,443.1110982558644,90.0
18,Granada,2022,35781,73,300.0,400.0,455.850591095833,100.0
18,Granada,2023,38043,75,318.0363559501163,414.23632358466807,484.105380753358,96.1999676345518
18,Granada,2024,39702,81,327.484375,447.66472303206996,510.0440783839605,120.18034803206996
19,Guadalajara,2011,6039,32,344.44882659713164,500.0,487.92482199039574,155.55117340286836
19,Guadalajara,2012,6425,32,340.3115384615385,452.9235509660226,450.0666147859922,112.61201250448414
19,Guadalajara,2013,6972,31,311.6162790697674,441.27745135669784,421.5255306942054,129.66117228693042
19,Guadalajara,2014,7681,33,316.6442953020134,414.10468564650057,408.82241895586515,97.46039034448717
19,Guadalajara,2015,8540,35,299.5,412.45797383801835,406.49484777517563,112.95797383801835
19,Guadalajara,2016,9450,36,300.0,413.79395649704054,409.648253968254,113.79395649704054
19,Guadalajara,2017,10421,37,309.625,411.6327378479435,412.4092697437866,102.00773784794347
19,Guadalajara,2018,11498,40,299.75,443.21238938053096,431.08671073230124,143.46238938053096
19,Guadalajara,2019,12774,40,317.8244870651204,476.34002412909064,463.8510255205887,158.5155370639702
19,Guadalajara,2020,13439,41,320.16129032258067,500.0,484.98913609643574,179.83870967741933
19,Guadalajara,2021,13990,40,332.20197044334975,513.5168650793651,498.51007862759116,181.3148946360153
19,Guadalajara,2022,14486,43,342.7189189189189,517.8230867346939,515.7507248377744,175.10416781577499
19,Guadalajara,2023,15095,46,350.9776119402985,532.0060674737506,538.5542894998343,181.02845553345207
19,Guadalajara,2024,15621,49,358.0,559.5054945054945,575.6660905191729,201.50549450549454
20,Gipuzkoa,2022,37064,65,510.0,652.0,724.1310705806173,142.0
20,Gipuzkoa,2023,37716,64,541.75,670.2045454545455,747.3855923215611,128.4545454545455
20,Gipuzkoa,2024,40602,66,552.0,692.8395117540687,770.7344712083149,140.83951175406867
21,Huelva,2011,3690,25,331.70854271356785,390.5511811023622,394.5550135501355,58.84263838879434
21,Huelva,2012,3833,25,300.0,381.15942028985506,380.74667362379336,81.15942028985506
21,Huelva,2013,4056,29,307.4188034188034,354.0210526315789,370.42258382642996,46.60224921277552
21,Huelva,2014,4561,28,300.0,350.1275510204082,361.40429730322296,50.12755102040819
21,Huelva,2015,5224,31,289.59154929577466,344.5705030487805,355.79019908116385,54.97895375300584
21,Huelva,2016,5738,30,275.0,340.3493691980534,360.84053677239456,65.34936919805341
21,Huelva,2017,6522,34,265.5,338.5921052631579,366.3466727997547,73.09210526315792
21,Huelva,2018,7049,37,285.0,348.4810126582278,375.342176195205,63.481012658227826
21,Huelva,2019,7964,40,300.0,352.9354107641572,394.87995981918635,52.93541076415721
21,Huelva,2020,8507,39,318.0,371.2312633832977,404.9779005524862,53.23126338329769
21,Huelva,2021,8981,40,300.0,380.5371192273101,414.8227368889879,80.53711922731009
21,Huelva,2022,9451,43,301.1736111111111,396.0,426.1698232991218,94.82638888888891
21,Huelva,2023,10109,43,330.0,399.378431372549,447.9394598872292,69.37843137254902
21,Huelva,2024,10734,44,329.5,400.0,463.88187069126144,70.5
22,Huesca,2011,6647,29,300.0,346.40380047505937,370.8828042726042,46.40380047505937
22,Huesca,2012,6829,30,298.25,337.2538665958012,361.20735100307513,39.003866595801185
22,Huesca,2013,6979,32,276.0,347.8659793814433,348.1636337584181,71.86597938144331
22,Huesca,2014,7355,34,280.25,331.34090909090907,338.8565601631543,51.090909090909065
22,Huesca,2015,7979,36,273.70722300140255,329.15625,337.77265321468855,55.449026998597446
22,Huesca,2016,8466,37,263.43243243243245,348.07073954983923,343.00732341129225,84.63830711740678
22,Huesca,2017,9126,44,265.9868421052632,347.388122348057,349.2924611001534,81.4012802427938
22,Huesca,2018,9858,44,287.2177419354839,363.7328767123288,361.0427064313248,76.51513477684489
22,Huesca,2019,10626,47,291.5,361.69889682024655,377.75381140598535,70.19889682024655
22,Huesca,2020,11321,53,300.0,387.07758620689657,392.89921385036655,87.07758620689657
22,Huesca,2021,11855,55,300.0,398.1223529411765,408.13293968789543,98.12235294117647
22,Huesca,2022,12275,56,300.75,404.5385580428902,419.99494908350306,103.7885580428902
22,Huesca,2023,12821,57,300.0,431.02702702702703,439.4070665314718,131.02702702702703
22,Huesca,2024,13351,58,328.5681818181818,446.94127516778525,456.5010111602127,118.37309334960344
23,Jaén,2011,5835,23,250.0,307.4892525647289,353.2709511568123,57.48925256472887
23,Jaén,2012,6021,27,242.0,300.2678571428571,350.538448762664,58.26785714285711
23,Jaén,2013,6084,26,250.0,300.0,338.63740959894807,50.0
23,Jaén,2014,6593,27,254.0151515151515,300.0,334.62520855452755,45.9848484848485
23,Jaén,2015,7381,28,244.5,299.4628263337117,330.6974664679583,54.96282633371169
23,Jaén,2016,7937,32,248.8269230769231,299.25,334.9420435932972,50.423076923076906
23,Jaén,2017,8616,34,250.0,300.0,339.2064763231198,50.0
23,Jaén,2018,9315,37,254.0,298.42698706099816,347.8695652173913,44.42698706099816
23,Jaén,2019,9998,36,261.25,312.22150997151,359.8877775555111,50.97150997150999
23,Jaén,2020,10547,40,256.71153846153845,310.5625,367.11434531146296,53.85096153846155
23,Jaén,2021,10995,40,274.74,317.87656462404885,375.01082310140976,43.136564624048845
23,Jaén,2022,11634,44,277.5,321.9077386692382,384.75322331098505,44.4077386692382
23,Jaén,2023,12410,46,275.5603448275862,331.55987103174607,392.93319903303785,55.99952620415985
23,Jaén,2024,13189,50,287.30357142857144,342.5490657346418,412.7144590188794,55.24549430607033
24,León,2011,12529,35,227.02702702702703,310.0,347.0775001995371,82.97297297297297
24,León,2012,12875,38,233.11893203883494,303.10526315789474,350.5766213592233,69.9863311190598
24,León,2013,13285,39,236.0,298.0,341.1257056831012,62.0
24,León,2014,14034,40,248.44103773584905,304.4351851851852,341.12049308821435,55.99414744933617
24,León,2015,15009,43,243.60416666666669,300.0,340.5456059697515,56.395833333333314
24,León,2016,15910,44,248.7986417459949,336.35621028594124,349.8705216844752,87.55756853994635
24,León,2017,16784,44,263.64630503144656,335.9578947368421,353.724261201144,72.31158970539553
24,León,2018,17608,45,262.4458333333333,330.0,361.7139368468878,67.55416666666667
24,León,2019,18833,45,280.0,357.625,369.0259119630436,77.625
24,León,2020,19526,47,284.6190476190476,354.66676315948916,379.02007579637404,70.04771554044157
24,León,2021,20138,51,283.49829497016196,354.95430251202566,388.1510577018572,71.4560075418637
24,León,2022,20480,49,284.8979591836735,350.0,404.251123046875,65.10204081632651
24,León,2023,21365,52,290.7155172413793,374.25,413.12131991575006,83.5344827586207
24,León,2024,22248,54,289.9129027617952,375.45212765957444,435.62837108953613,85.53922489777926
25,Lleida,2011,12106,56,319.68025823989126,394.7740963855422,382.79877746571947,75.09383814565092
25,Lleida,2012,12606,58,307.7432647997164,365.1363636363636,370.50087260034906,57.3930988366472
25,Lleida,2013,13269,58,303.3453533747652,361.8478260869565,365.29452106413447,58.50247271219132
25,Lleida,2014,14200,63,302.8666666666667,353.6818181818182,358.1783802816901,50.81515151515151
25,Lleida,2015,15429,67,303.031914893617,361.6333333333333,352.7804135070322,58.601418439716326
25,Lleida,2016,16677,70,300.0,373.75,358.45301912814057,73.75
