COD_PROVINCIA,PROVINCIA,year,rental_homes,municipalities,municipal_rent_q25,municipal_rent_q75,rent_eur_month,municipal_spread_eur
03,Alicante,2019,64168,95,307.8644360124181,438.3393151077077,423.2048528861738,130.47487909528962
03,Alicante,2020,68680,97,315.82456140350877,432.8907922912206,436.32101048340127,117.06623088771181
03,Alicante,2021,72998,98,321.2498113207547,453.8228155339806,449.52439792871036,132.5730042132259
03,Alicante,2022,77930,100,332.2790178571429,474.0576070070725,469.4472603618632,141.7785891499296
03,Alicante,2023,84452,105,350.0,489.3859649122807,494.548536446739,139.3859649122807
03,Alicante,2024,89563,107,369.3046875,501.26666666666665,528.2014224624007,131.96197916666665
04,Almería,2011,8419,24,299.25,357.91926503340756,380.24539731559565,58.669265033407555
04,Almería,2012,8780,27,295.5,350.0,368.2095671981777,54.5
04,Almería,2013,9664,27,280.0668449197861,328.15470256241247,348.80266970198676,48.087857642626375
04,Almería,2014,10964,28,264.54006968641113,309.5355035819638,335.5403137541043,44.99543389555265
04,Almería,2015,12511,31,267.6470588235294,305.13048435647175,330.5205818879386,37.48342553294236
04,Almería,2016,13958,35,253.9258064516129,308.4297665011951,339.68261928643074,54.50396004958219
04,Almería,2017,15511,35,273.6842105263158,320.06862745098044,348.039326929276,46.38441692466466
04,Almería,2018,16740,36,273.12025239655384,336.5821917808219,354.5320191158901,63.46193938426808
04,Almería,2019,18418,37,299.33734939759034,346.72046109510086,374.0838853295689,47.383111697510515
04,Almería,2020,19700,39,297.4469469469469,369.3369565217391,389.16309644670054,71.8900095747922
04,Almería,2021,20974,42,301.50742574257424,365.5650802752294,396.646133307905,64.05765453265514
04,Almería,2022,21733,41,310.7371794871795,394.9738562091503,413.924676758846,84.23667672197081
04,Almería,2023,23074,40,330.85493827160496,403.39814814814815,433.965805668718,72.54320987654319
04,Almería,2024,24292,43,333.65430402930406,426.5453230472517,462.42581919973657,92.89101901794766
05,Ávila,2011,3259,19,225.1818181818182,290.5260664851373,348.727216937711,65.34424830331909
05,Ávila,2012,3256,19,233.12121212121212,279.49152542372883,332.86578624078624,46.370313302516706
05,Ávila,2013,3404,18,230.62018633540373,266.9842105263158,318.25499412455935,36.36402419091206
05,Ávila,2014,3671,17,247.0487804878049,274.5,309.807954235903,27.45121951219511
05,Ávila,2015,3956,20,212.13616071428572,256.4190177638453,301.4651162790698,44.282857049559595
05,Ávila,2016,4252,21,233.5483870967742,272.64150943396226,311.7650517403575,39.09312233718805
05,Ávila,2017,4661,24,236.46428571428572,288.0,317.72795537438316,51.53571428571428
05,Ávila,2018,5118,25,236.0,277.5,326.7280187573271,41.5
05,Ávila,2019,5662,28,236.51470588235293,296.19079939668177,346.4676792652773,59.67609351432884
05,Ávila,2020,5953,29,235.0,300.0,358.2445825634134,65.0
05,Ávila,2021,6323,31,243.4186046511628,313.9923223652837,366.1089672623755,70.5737177141209
05,Ávila,2022,6599,29,256.74468085106383,313.70440251572325,382.25246249431734,56.95972166465941
05,Ávila,2023,7079,30,257.7225609756097,333.45222371967657,405.4252012996186,75.72966274406684
05,Ávila,2024,7522,33,260.0,354.30555555555554,426.14982717362403,94.30555555555554
06,Badajoz,2011,7489,31,216.9418604651163,285.1,353.88009079983976,68.15813953488373
06,Badajoz,2012,7760,30,240.0,276.98,350.58865979381443,36.98000000000002
06,Badajoz,2013,7998,30,236.78030303030303,277.9525897830983,341.29957489372345,41.17228675279526
06,Badajoz,2014,8780,33,214.11764705882354,261.2391304347826,336.10683371298404,47.12148337595909
06,Badajoz,2015,10120,38,222.95289855072465,267.05329153605015,329.19911067193675,44.1003929853255
06,Badajoz,2016,11033,42,230.33838383838383,271.24418604651163,337.53793165956677,40.905802208127795
06,Badajoz,2017,12058,45,220.0,272.1313672922252,339.2928346326091,52.13136729222521
06,Badajoz,2018,12896,49,220.0,272.0,345.55800248138956,52.0
