route_id,route_short_name,mode,from_stop,to_stop,stop_count,source
0100751003VRX,MD,Media distancia,Osuna,Sevilla-Santa Justa,8,Renfe Data GTFS alta/larga/media
0203055020VRX,MD,Media distancia,Antequera AV,Algeciras,18,Renfe Data GTFS alta/larga/media
0310017000VRX,MD,Media distancia,Jaen,Madrid-Chamartín-Clara Campoamor,13,Renfe Data GTFS alta/larga/media
0310050500VRX,MD,Media distancia,Jaen,Cordoba,5,Renfe Data GTFS alta/larga/media
0310051405VRX,MD,Media distancia,Jaen,Cádiz,22,Renfe Data GTFS alta/larga/media
0321303216AV008,AVANT,Alta velocidad,Requena Utiel,Valencia Joaquin Sorolla,2,Renfe Data GTFS alta/larga/media
0321317000AV006,AVE,Alta velocidad,Requena Utiel,Madrid-Chamartín-Clara Campoamor,3,Renfe Data GTFS alta/larga/media
0321317000LC112,AVLO,Alta velocidad,Requena Utiel,Madrid-Chamartín-Clara Campoamor,3,Renfe Data GTFS alta/larga/media
0321360000AV006,AVE,Alta velocidad,Requena Utiel,Madrid Pta.Atocha - Almudena Grandes,3,Renfe Data GTFS alta/larga/media
0321603213AV008,AVANT,Alta velocidad,Valencia Joaquin Sorolla,Requena Utiel,2,Renfe Data GTFS alta/larga/media
0321611014AV006,AVE,Alta velocidad,Valencia Joaquin Sorolla,Burgos Rosa Manzano,4,Renfe Data GTFS alta/larga/media
0321615100AV006,AVE,Alta velocidad,Valencia Joaquin Sorolla,Leon,8,Renfe Data GTFS alta/larga/media
0321617000AV006,AVE,Alta velocidad,Valencia Joaquin Sorolla,Madrid-Chamartín-Clara Campoamor,4,Renfe Data GTFS alta/larga/media
0321617000LC112,AVLO,Alta velocidad,Valencia Joaquin Sorolla,Madrid-Chamartín-Clara Campoamor,4,Renfe Data GTFS alta/larga/media
0321651003AV006,AVE,Alta velocidad,Valencia Joaquin Sorolla,Sevilla-Santa Justa,6,Renfe Data GTFS alta/larga/media
0321665300AV006,AVE,Alta velocidad,Valencia Joaquin Sorolla,Castelló,2,Renfe Data GTFS alta/larga/media
0404010600GL026,Intercity,Larga distancia,Zaragoza-Delicias,Valladolid,6,Renfe Data GTFS alta/larga/media
0404011200GL026,Intercity,Larga distancia,Zaragoza-Delicias,Miranda De Ebro,4,Renfe Data GTFS alta/larga/media
0404011200VRX,MD,Media distancia,Zaragoza-Delicias,Miranda De Ebro,7,Renfe Data GTFS alta/larga/media
0404011208VRX,MD,Media distancia,Zaragoza-Delicias,Vitoria/Gasteiz,6,Renfe Data GTFS alta/larga/media
0404017000VRE,REG.EXP.,Media distancia,Zaragoza-Delicias,Madrid-Chamartín-Clara Campoamor,9,Renfe Data GTFS alta/larga/media
0404017000VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Madrid-Chamartín-Clara Campoamor,14,Renfe Data GTFS alta/larga/media
0404030100GL026,Intercity,Larga distancia,Zaragoza-Delicias,Salamanca,12,Renfe Data GTFS alta/larga/media
0404060000AV006,AVE,Alta velocidad,Zaragoza-Delicias,Madrid Pta.Atocha - Almudena Grandes,2,Renfe Data GTFS alta/larga/media
0404065000VRX,MD,Media distancia,Zaragoza-Delicias,Valencia-Estaciò Del Nord,18,Renfe Data GTFS alta/larga/media
0404067017VRX,MD,Media distancia,Zaragoza-Delicias,Ferreruela,9,Renfe Data GTFS alta/larga/media
0404067200VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Teruel,22,Renfe Data GTFS alta/larga/media
0404070300VRE,REG.EXP.,Media distancia,Zaragoza-Delicias,Baides,7,Renfe Data GTFS alta/larga/media
0404070300VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Baides,11,Renfe Data GTFS alta/larga/media
0404070403VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Arcos De Jalón,25,Renfe Data GTFS alta/larga/media
0404070500VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Ariza,23,Renfe Data GTFS alta/larga/media
0404070600AV008,AVANT,Alta velocidad,Zaragoza-Delicias,Calatayud,2,Renfe Data GTFS alta/larga/media
0404070600VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Calatayud,17,Renfe Data GTFS alta/larga/media
0404071300VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Móra La Nova,18,Renfe Data GTFS alta/larga/media
0404071801AV006,AVE,Alta velocidad,Zaragoza-Delicias,Barcelona-Sants,4,Renfe Data GTFS alta/larga/media
0404071801GL023,ALVIA,Larga distancia,Zaragoza-Delicias,Barcelona-Sants,4,Renfe Data GTFS alta/larga/media
0404074200AV006,AVE,Alta velocidad,Zaragoza-Delicias,Huesca,3,Renfe Data GTFS alta/larga/media
0404074200VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Huesca,7,Renfe Data GTFS alta/larga/media
0404074217VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Canfranc,17,Renfe Data GTFS alta/larga/media
0404078302VRE,REG.EXP.,Media distancia,Zaragoza-Delicias,Binefar,9,Renfe Data GTFS alta/larga/media
0404078302VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Binefar,10,Renfe Data GTFS alta/larga/media
0404078400AV006,AVE,Alta velocidad,Zaragoza-Delicias,Lleida-Pirineus,2,Renfe Data GTFS alta/larga/media
0404078400GL023,ALVIA,Larga distancia,Zaragoza-Delicias,Lleida-Pirineus,2,Renfe Data GTFS alta/larga/media
0404078400VRE,REG.EXP.,Media distancia,Zaragoza-Delicias,Lleida-Pirineus,10,Renfe Data GTFS alta/larga/media
0404078400VRR,REGIONAL,Media distancia,Zaragoza-Delicias,Lleida-Pirineus,11,Renfe Data GTFS alta/larga/media
0404079400VRE,REG.EXP.,Media distancia,Zaragoza-Delicias,Barcelona-Estació De França,32,Renfe Data GTFS alta/larga/media
0430760000AV006,AVE,Alta velocidad,Figueres Vilafant,Madrid Pta.Atocha - Almudena Grandes,8,Renfe Data GTFS alta/larga/media
0430760911GL012,EUROMED,Larga distancia,Figueres Vilafant,Alicante/Alacant,7,Renfe Data GTFS alta/larga/media
0430765000GL012,EUROMED,Larga distancia,Figueres Vilafant,Valencia-Estaciò Del Nord,6,Renfe Data GTFS alta/larga/media
0430771801AV008,AVANT,Alta velocidad,Figueres Vilafant,Barcelona-Sants,3,Renfe Data GTFS alta/larga/media
0430787089AV016,AVE INT,Alta velocidad,Figueres Vilafant,Marseille St Charles,8,Renfe Data GTFS alta/larga/media
0430787303AV016,AVE INT,Alta velocidad,Figueres Vilafant,Lyon Part Dieu,7,Renfe Data GTFS alta/larga/media
0500051003AV008,AVANT,Alta velocidad,Granada,Sevilla-Santa Justa,7,Renfe Data GTFS alta/larga/media
0500054413AV008,AVANT,Alta velocidad,Granada,Malaga Maria Zambrano,4,Renfe Data GTFS alta/larga/media
0500056312VRX,MD,Media distancia,Granada,Almeria,9,Renfe Data GTFS alta/larga/media
0500060000AV006,AVE,Alta velocidad,Granada,Madrid Pta.Atocha - Almudena Grandes,6,Renfe Data GTFS alta/larga/media
0500060000GL023,ALVIA,Larga distancia,Granada,Madrid Pta.Atocha - Almudena Grandes,4,Renfe Data GTFS alta/larga/media
0500071801AV006,AVE,Alta velocidad,Granada,Barcelona-Sants,9,Renfe Data GTFS alta/larga/media
0519321010VRFV,REGIONAL,Media distancia,Ribadeo,Ferrol,52,Renfe Data GTFS alta/larga/media
0545105778VRFV,REGIONAL,Media distancia,Bilbao la Concordia,Feve-Leon,64,Renfe Data GTFS alta/larga/media
0545114223VRFV,REGIONAL,Media distancia,Bilbao la Concordia,Santander,32,Renfe Data GTFS alta/larga/media
0549705451VRFV,REGIONAL,Media distancia,Karrantza,Bilbao la Concordia,13,Renfe Data GTFS alta/larga/media
0557115211VRFV,REGIONAL,Media distancia,Llanes,Oviedo/Uviéu,40,Renfe Data GTFS alta/larga/media
0577805451VRFV,REGIONAL,Media distancia,Feve-Leon,Bilbao la Concordia,55,Renfe Data GTFS alta/larga/media
0600665000GL026,Intercity,Larga distancia,Lorca Sutullena,Valencia-Estaciò Del Nord,11,Renfe Data GTFS alta/larga/media
0700461200GL026,Intercity,Larga distancia,Aguilas,Murcia,3,Renfe Data GTFS alta/larga/media
0800411014AV006,AVE,Alta velocidad,Segovia Guiomar,Burgos Rosa Manzano,3,Renfe Data GTFS alta/larga/media
0800417000AV008,AVANT,Alta velocidad,Segovia Guiomar,Madrid-Chamartín-Clara Campoamor,2,Renfe Data GTFS alta/larga/media
0800430100GL023,ALVIA,Larga distancia,Segovia Guiomar,Salamanca,3,Renfe Data GTFS alta/larga/media
0822311208GL023,ALVIA,Larga distancia,Vigo Urzaiz,Vitoria/Gasteiz,17,Renfe Data GTFS alta/larga/media
0822315100VRM,MD,Media distancia,Vigo Urzaiz,Leon,13,Renfe Data GTFS alta/larga/media
0822317000AV006,AVE,Alta velocidad,Vigo Urzaiz,Madrid-Chamartín-Clara Campoamor,6,Renfe Data GTFS alta/larga/media
0822317000LC112,AVLO,Alta velocidad,Vigo Urzaiz,Madrid-Chamartín-Clara Campoamor,10,Renfe Data GTFS alta/larga/media
0822322100VRM,MD,Media distancia,Vigo Urzaiz,Ourense,5,Renfe Data GTFS alta/larga/media
0822331400VRR,REGIONAL,Media distancia,Vigo Urzaiz,Santiago de Compostela,11,Renfe Data GTFS alta/larga/media
0822331412VRR,REGIONAL,Media distancia,Vigo Urzaiz,A Coruña,14,Renfe Data GTFS alta/larga/media
0822331412VRX,MD,Media distancia,Vigo Urzaiz,A Coruña,9,Renfe Data GTFS alta/larga/media
0822371801GL023,ALVIA,Larga distancia,Vigo Urzaiz,Barcelona-Sants,25,Renfe Data GTFS alta/larga/media
1000010600VRX,MD,Media distancia,Madrid-Principe Pio,Valladolid,13,Renfe Data GTFS alta/larga/media
1000011208VRE,REG.EXP.,Media distancia,Madrid-Principe Pio,Vitoria/Gasteiz,18,Renfe Data GTFS alta/larga/media
1000011300VRX,MD,Media distancia,Madrid-Principe Pio,Altsasu/Alsasua-Estación,25,Renfe Data GTFS alta/larga/media
1000011600VRX,MD,Media distancia,Madrid-Principe Pio,Irun,34,Renfe Data GTFS alta/larga/media
1000014100VRX,MD,Media distancia,Madrid-Principe Pio,Palencia,16,Renfe Data GTFS alta/larga/media
1000015100VRX,MD,Media distancia,Madrid-Principe Pio,Leon,19,Renfe Data GTFS alta/larga/media
1000030110VRX,MD,Media distancia,Madrid-Principe Pio,Salamanca-La Alamedilla,15,Renfe Data GTFS alta/larga/media
1040010600VRE,REG.EXP.,Media distancia,Ávila,Valladolid,8,Renfe Data GTFS alta/larga/media
1040010610VRE,REG.EXP.,Media distancia,Ávila,Valladolid-Universidad,9,Renfe Data GTFS alta/larga/media
1040017000VRR,REGIONAL,Media distancia,Ávila,Madrid-Chamartín-Clara Campoamor,21,Renfe Data GTFS alta/larga/media
1040018000VRR,REGIONAL,Media distancia,Ávila,Madrid - Atocha Cercanías,23,Renfe Data GTFS alta/larga/media
1050010600VRN,PROXIMDAD,Media distancia,Medina Del Campo,Valladolid,6,Renfe Data GTFS alta/larga/media
1050010610VRN,PROXIMDAD,Media distancia,Medina Del Campo,Valladolid-Universidad,7,Renfe Data GTFS alta/larga/media
1050011000VRN,PROXIMDAD,Media distancia,Medina Del Campo,Venta De Baños,3,Renfe Data GTFS alta/larga/media
1050014100VRN,PROXIMDAD,Media distancia,Medina Del Campo,Palencia,9,Renfe Data GTFS alta/larga/media
1060004040GL026,Intercity,Larga distancia,Valladolid,Zaragoza-Delicias,6,Renfe Data GTFS alta/larga/media
1060008004GL023,ALVIA,Larga distancia,Valladolid,Segovia Guiomar,2,Renfe Data GTFS alta/larga/media
1060010000VRX,MD,Media distancia,Valladolid,Madrid-Principe Pio,17,Renfe Data GTFS alta/larga/media
1060010400VRE,REG.EXP.,Media distancia,Valladolid,Ávila,8,Renfe Data GTFS alta/larga/media
1060010500VRN,PROXIMDAD,Media distancia,Valladolid,Medina Del Campo,6,Renfe Data GTFS alta/larga/media
1060011014AV006,AVE,Alta velocidad,Valladolid,Burgos Rosa Manzano,2,Renfe Data GTFS alta/larga/media
1060011200VRX,MD,Media distancia,Valladolid,Miranda De Ebro,3,Renfe Data GTFS alta/larga/media
1060014100VRN,PROXIMDAD,Media distancia,Valladolid,Palencia,8,Renfe Data GTFS alta/larga/media
1060014223VRE,REG.EXP.,Media distancia,Valladolid,Santander,29,Renfe Data GTFS alta/larga/media
1060014223VRX,MD,Media distancia,Valladolid,Santander,6,Renfe Data GTFS alta/larga/media
1060015100AV006,AVE,Alta velocidad,Valladolid,Leon,3,Renfe Data GTFS alta/larga/media
1060015100VRX,MD,Media distancia,Valladolid,Leon,3,Renfe Data GTFS alta/larga/media
1060015410VRR,REGIONAL,Media distancia,Valladolid,Gijón/Xixón,28,Renfe Data GTFS alta/larga/media
1060015410VRX,MD,Media distancia,Valladolid,Gijón/Xixón,6,Renfe Data GTFS alta/larga/media
1060017000AV008,AVANT,Alta velocidad,Valladolid,Madrid-Chamartín-Clara Campoamor,3,Renfe Data GTFS alta/larga/media
1060017000GL023,ALVIA,Larga distancia,Valladolid,Madrid-Chamartín-Clara Campoamor,3,Renfe Data GTFS alta/larga/media
1060020200VRX,MD,Media distancia,Valladolid,Ponferrada,11,Renfe Data GTFS alta/larga/media
1060030100GL026,Intercity,Larga distancia,Valladolid,Salamanca,7,Renfe Data GTFS alta/larga/media
1060030100VRX,MD,Media distancia,Valladolid,Salamanca,7,Renfe Data GTFS alta/larga/media
1060030110VRE,REG.EXP.,Media distancia,Valladolid,Salamanca-La Alamedilla,15,Renfe Data GTFS alta/larga/media
1060030110VRX,MD,Media distancia,Valladolid,Salamanca-La Alamedilla,4,Renfe Data GTFS alta/larga/media
1060031200VRE,REG.EXP.,Media distancia,Valladolid,Puebla de Sanabria,16,Renfe Data GTFS alta/larga/media
1060060911AV006,AVE,Alta velocidad,Valladolid,Alicante/Alacant,5,Renfe Data GTFS alta/larga/media
1060060911GL023,ALVIA,Larga distancia,Valladolid,Alicante/Alacant,7,Renfe Data GTFS alta/larga/media
1060060911LC112,AVLO,Alta velocidad,Valladolid,Alicante/Alacant,6,Renfe Data GTFS alta/larga/media
1100010500VRN,PROXIMDAD,Media distancia,Venta De Baños,Medina Del Campo,3,Renfe Data GTFS alta/larga/media
1101403216AV006,AVE,Alta velocidad,Burgos Rosa Manzano,Valencia Joaquin Sorolla,4,Renfe Data GTFS alta/larga/media
1101408004AV006,AVE,Alta velocidad,Burgos Rosa Manzano,Segovia Guiomar,3,Renfe Data GTFS alta/larga/media
1101410600AV006,AVE,Alta velocidad,Burgos Rosa Manzano,Valladolid,2,Renfe Data GTFS alta/larga/media
1101461200AV006,AVE,Alta velocidad,Burgos Rosa Manzano,Murcia,7,Renfe Data GTFS alta/larga/media
1101480100VRE,REG.EXP.,Media distancia,Burgos Rosa Manzano,Pamplona/Iruña,12,Renfe Data GTFS alta/larga/media
1120004040GL026,Intercity,Larga distancia,Miranda De Ebro,Zaragoza-Delicias,4,Renfe Data GTFS alta/larga/media
1120004040VRX,MD,Media distancia,Miranda De Ebro,Zaragoza-Delicias,7,Renfe Data GTFS alta/larga/media
1120010600VRX,MD,Media distancia,Miranda De Ebro,Valladolid,3,Renfe Data GTFS alta/larga/media
1120011014VRE,REG.EXP.,Media distancia,Miranda De Ebro,Burgos Rosa Manzano,4,Renfe Data GTFS alta/larga/media
1120011300VRE,REG.EXP.,Media distancia,Miranda De Ebro,Altsasu/Alsasua-Estación,9,Renfe Data GTFS alta/larga/media
1120011300VRR,REGIONAL,Media distancia,Miranda De Ebro,Altsasu/Alsasua-Estación,9,Renfe Data GTFS alta/larga/media
1120011600GL023,ALVIA,Larga distancia,Miranda De Ebro,Irun,6,Renfe Data GTFS alta/larga/media
1120011600VRE,REG.EXP.,Media distancia,Miranda De Ebro,Irun,21,Renfe Data GTFS alta/larga/media
1120013200GL023,ALVIA,Larga distancia,Miranda De Ebro,Bilbao-Abando Indalecio Prieto,3,Renfe Data GTFS alta/larga/media
1120013200GL026,Intercity,Larga distancia,Miranda De Ebro,Bilbao-Abando Indalecio Prieto,3,Renfe Data GTFS alta/larga/media
1120071100VRE,REG.EXP.,Media distancia,Miranda De Ebro,Zaragoza Miraflores,31,Renfe Data GTFS alta/larga/media
1120080100VRE,REG.EXP.,Media distancia,Miranda De Ebro,Pamplona/Iruña,9,Renfe Data GTFS alta/larga/media
1120081200VRE,REG.EXP.,Media distancia,Miranda De Ebro,Castejón De Ebro,17,Renfe Data GTFS alta/larga/media
1120804040VRX,MD,Media distancia,Vitoria/Gasteiz,Zaragoza-Delicias,6,Renfe Data GTFS alta/larga/media
1120810000VRE,REG.EXP.,Media distancia,Vitoria/Gasteiz,Madrid-Principe Pio,18,Renfe Data GTFS alta/larga/media
1120811511GL026,Intercity,Larga distancia,Vitoria/Gasteiz,San Sebastián/Donostia,4,Renfe Data GTFS alta/larga/media
1120815100GL023,ALVIA,Larga distancia,Vitoria/Gasteiz,Leon,5,Renfe Data GTFS alta/larga/media
1130010000VRX,MD,Media distancia,Altsasu/Alsasua-Estación,Madrid-Principe Pio,20,Renfe Data GTFS alta/larga/media
1130011200VRE,REG.EXP.,Media distancia,Altsasu/Alsasua-Estación,Miranda De Ebro,9,Renfe Data GTFS alta/larga/media
1130011200VRR,REGIONAL,Media distancia,Altsasu/Alsasua-Estación,Miranda De Ebro,9,Renfe Data GTFS alta/larga/media
1130014100VRX,MD,Media distancia,Altsasu/Alsasua-Estación,Palencia,13,Renfe Data GTFS alta/larga/media
1151111208GL026,Intercity,Larga distancia,San Sebastián/Donostia,Vitoria/Gasteiz,4,Renfe Data GTFS alta/larga/media
1151117000GL026,Intercity,Larga distancia,San Sebastián/Donostia,Madrid-Chamartín-Clara Campoamor,8,Renfe Data GTFS alta/larga/media
1151171801GL023,ALVIA,Larga distancia,San Sebastián/Donostia,Barcelona-Sants,11,Renfe Data GTFS alta/larga/media
1151178400GL023,ALVIA,Larga distancia,San Sebastián/Donostia,Lleida-Pirineus,9,Renfe Data GTFS alta/larga/media
1160010000VRX,MD,Media distancia,Irun,Madrid-Principe Pio,36,Renfe Data GTFS alta/larga/media
1160010600GL023,ALVIA,Larga distancia,Irun,Valladolid,8,Renfe Data GTFS alta/larga/media
1160011200GL023,ALVIA,Larga distancia,Irun,Miranda De Ebro,6,Renfe Data GTFS alta/larga/media
1160011200VRE,REG.EXP.,Media distancia,Irun,Miranda De Ebro,28,Renfe Data GTFS alta/larga/media
1160014100VRX,MD,Media distancia,Irun,Palencia,24,Renfe Data GTFS alta/larga/media
1160017000GL023,ALVIA,Larga distancia,Irun,Madrid-Chamartín-Clara Campoamor,10,Renfe Data GTFS alta/larga/media
1160017000GL026,Intercity,Larga distancia,Irun,Madrid-Chamartín-Clara Campoamor,9,Renfe Data GTFS alta/larga/media
1200612100VRR,REGIONAL,Media distancia,Cercedilla,Segovia,9,Renfe Data GTFS alta/larga/media
1210012006VRR,REGIONAL,Media distancia,Segovia,Cercedilla,9,Renfe Data GTFS alta/larga/media
1210018000VRR,REGIONAL,Media distancia,Segovia,Madrid - Atocha Cercanías,26,Renfe Data GTFS alta/larga/media
1320010600GL023,ALVIA,Larga distancia,Bilbao-Abando Indalecio Prieto,Valladolid,5,Renfe Data GTFS alta/larga/media
1320011200GL023,ALVIA,Larga distancia,Bilbao-Abando Indalecio Prieto,Miranda De Ebro,3,Renfe Data GTFS alta/larga/media
1320011200GL026,Intercity,Larga distancia,Bilbao-Abando Indalecio Prieto,Miranda De Ebro,3,Renfe Data GTFS alta/larga/media
1320017000GL023,ALVIA,Larga distancia,Bilbao-Abando Indalecio Prieto,Madrid-Chamartín-Clara Campoamor,7,Renfe Data GTFS alta/larga/media
1320071801GL023,ALVIA,Larga distancia,Bilbao-Abando Indalecio Prieto,Barcelona-Sants,11,Renfe Data GTFS alta/larga/media
1410010000VRX,MD,Media distancia,Palencia,Madrid-Principe Pio,17,Renfe Data GTFS alta/larga/media
1410010500VRN,PROXIMDAD,Media distancia,Palencia,Medina Del Campo,13,Renfe Data GTFS alta/larga/media
1410010600VRN,PROXIMDAD,Media distancia,Palencia,Valladolid,8,Renfe Data GTFS alta/larga/media
1410011300VRX,MD,Media distancia,Palencia,Altsasu/Alsasua-Estación,12,Renfe Data GTFS alta/larga/media
1410011600VRX,MD,Media distancia,Palencia,Irun,21,Renfe Data GTFS alta/larga/media
1410015100VRE,REG.EXP.,Media distancia,Palencia,Leon,12,Renfe Data GTFS alta/larga/media
1410030110VRX,MD,Media distancia,Palencia,Salamanca-La Alamedilla,14,Renfe Data GTFS alta/larga/media
1422305451VRFV,REGIONAL,Media distancia,Santander,Bilbao la Concordia,32,Renfe Data GTFS alta/larga/media
1422310600VRE,REG.EXP.,Media distancia,Santander,Valladolid,29,Renfe Data GTFS alta/larga/media
1422310600VRX,MD,Media distancia,Santander,Valladolid,6,Renfe Data GTFS alta/larga/media
1422315211VRFV,REGIONAL,Media distancia,Santander,Oviedo/Uviéu,46,Renfe Data GTFS alta/larga/media
1422317000GL023,ALVIA,Larga distancia,Santander,Madrid-Chamartín-Clara Campoamor,7,Renfe Data GTFS alta/larga/media
1422317000GL026,Intercity,Larga distancia,Santander,Madrid-Chamartín-Clara Campoamor,6,Renfe Data GTFS alta/larga/media
1422360911GL023,ALVIA,Larga distancia,Santander,Alicante/Alacant,12,Renfe Data GTFS alta/larga/media
1510003216AV006,AVE,Alta velocidad,Leon,Valencia Joaquin Sorolla,7,Renfe Data GTFS alta/larga/media
1510008223VRM,MD,Media distancia,Leon,Vigo Urzaiz,14,Renfe Data GTFS alta/larga/media
1510010000VRX,MD,Media distancia,Leon,Madrid-Principe Pio,20,Renfe Data GTFS alta/larga/media
1510010600AV006,AVE,Alta velocidad,Leon,Valladolid,3,Renfe Data GTFS alta/larga/media
1510010600VRE,REG.EXP.,Media distancia,Leon,Valladolid,15,Renfe Data GTFS alta/larga/media
1510010600VRX,MD,Media distancia,Leon,Valladolid,3,Renfe Data GTFS alta/larga/media
1510014100VRE,REG.EXP.,Media distancia,Leon,Palencia,12,Renfe Data GTFS alta/larga/media
1510015410LC112,AVLO,Alta velocidad,Leon,Gijón/Xixón,5,Renfe Data GTFS alta/larga/media
1510015410VRX,MD,Media distancia,Leon,Gijón/Xixón,5,Renfe Data GTFS alta/larga/media
1510017000AV006,AVE,Alta velocidad,Leon,Madrid-Chamartín-Clara Campoamor,5,Renfe Data GTFS alta/larga/media
1510017000GL026,Intercity,Larga distancia,Leon,Madrid-Chamartín-Clara Campoamor,5,Renfe Data GTFS alta/larga/media
1510017000LC112,AVLO,Alta velocidad,Leon,Madrid-Chamartín-Clara Campoamor,5,Renfe Data GTFS alta/larga/media
1510020200VRE,REG.EXP.,Media distancia,Leon,Ponferrada,15,Renfe Data GTFS alta/larga/media
1510060911AV006,AVE,Alta velocidad,Leon,Alicante/Alacant,7,Renfe Data GTFS alta/larga/media
1510071801GL023,ALVIA,Larga distancia,Leon,Barcelona-Sants,13,Renfe Data GTFS alta/larga/media
1521105571VRFV,REGIONAL,Media distancia,Oviedo/Uviéu,Llanes,40,Renfe Data GTFS alta/larga/media
1521114223VRFV,REGIONAL,Media distancia,Oviedo/Uviéu,Santander,46,Renfe Data GTFS alta/larga/media
1521121010VRFV,REGIONAL,Media distancia,Oviedo/Uviéu,Ferrol,101,Renfe Data GTFS alta/larga/media
1541010600VRR,REGIONAL,Media distancia,Gijón/Xixón,Valladolid,32,Renfe Data GTFS alta/larga/media
1541015100GL023,ALVIA,Larga distancia,Gijón/Xixón,Leon,5,Renfe Data GTFS alta/larga/media
1541015100VRR,REGIONAL,Media distancia,Gijón/Xixón,Leon,16,Renfe Data GTFS alta/larga/media
1541015100VRX,MD,Media distancia,Gijón/Xixón,Leon,5,Renfe Data GTFS alta/larga/media
1541017000AV006,AVE,Alta velocidad,Gijón/Xixón,Madrid-Chamartín-Clara Campoamor,7,Renfe Data GTFS alta/larga/media
1541017000GL023,ALVIA,Larga distancia,Gijón/Xixón,Madrid-Chamartín-Clara Campoamor,8,Renfe Data GTFS alta/larga/media
1541017000LC112,AVLO,Alta velocidad,Gijón/Xixón,Madrid-Chamartín-Clara Campoamor,9,Renfe Data GTFS alta/larga/media
1541017000LCLC,AVLO,Alta velocidad,Gijón/Xixón,Madrid-Chamartín-Clara Campoamor,5,Renfe Data GTFS alta/larga/media
1541060911GL023,ALVIA,Larga distancia,Gijón/Xixón,Alicante/Alacant,12,Renfe Data GTFS alta/larga/media
1541065300AV006,AVE,Alta velocidad,Gijón/Xixón,Castelló,11,Renfe Data GTFS alta/larga/media
1640317000GL023,ALVIA,Larga distancia,Avilés,Madrid-Chamartín-Clara Campoamor,7,Renfe Data GTFS alta/larga/media
1700003100VRX,MD,Media distancia,Madrid-Chamartín-Clara Campoamor,Jaen,15,Renfe Data GTFS alta/larga/media
1700003213AV006,AVE,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Requena Utiel,3,Renfe Data GTFS alta/larga/media
1700003213LC112,AVLO,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Requena Utiel,3,Renfe Data GTFS alta/larga/media
1700003216AV006,AVE,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Valencia Joaquin Sorolla,4,Renfe Data GTFS alta/larga/media
1700003216LC112,AVLO,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Valencia Joaquin Sorolla,4,Renfe Data GTFS alta/larga/media
1700004040VRE,REG.EXP.,Media distancia,Madrid-Chamartín-Clara Campoamor,Zaragoza-Delicias,15,Renfe Data GTFS alta/larga/media
1700004040VRR,REGIONAL,Media distancia,Madrid-Chamartín-Clara Campoamor,Zaragoza-Delicias,19,Renfe Data GTFS alta/larga/media
1700008004AV008,AVANT,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Segovia Guiomar,2,Renfe Data GTFS alta/larga/media
1700008223AV006,AVE,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Vigo Urzaiz,7,Renfe Data GTFS alta/larga/media
1700008223LC112,AVLO,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Vigo Urzaiz,10,Renfe Data GTFS alta/larga/media
1700010400VRR,REGIONAL,Media distancia,Madrid-Chamartín-Clara Campoamor,Ávila,21,Renfe Data GTFS alta/larga/media
1700010600AV006,AVE,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Valladolid,2,Renfe Data GTFS alta/larga/media
1700010600AV008,AVANT,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Valladolid,3,Renfe Data GTFS alta/larga/media
1700010600GL023,ALVIA,Larga distancia,Madrid-Chamartín-Clara Campoamor,Valladolid,3,Renfe Data GTFS alta/larga/media
1700010600GL026,Intercity,Larga distancia,Madrid-Chamartín-Clara Campoamor,Valladolid,3,Renfe Data GTFS alta/larga/media
1700010600LC112,AVLO,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Valladolid,3,Renfe Data GTFS alta/larga/media
1700011600GL023,ALVIA,Larga distancia,Madrid-Chamartín-Clara Campoamor,Irun,10,Renfe Data GTFS alta/larga/media
1700011600GL026,Intercity,Larga distancia,Madrid-Chamartín-Clara Campoamor,Irun,9,Renfe Data GTFS alta/larga/media
1700013200GL023,ALVIA,Larga distancia,Madrid-Chamartín-Clara Campoamor,Bilbao-Abando Indalecio Prieto,7,Renfe Data GTFS alta/larga/media
1700014223GL023,ALVIA,Larga distancia,Madrid-Chamartín-Clara Campoamor,Santander,7,Renfe Data GTFS alta/larga/media
1700014223GL026,Intercity,Larga distancia,Madrid-Chamartín-Clara Campoamor,Santander,6,Renfe Data GTFS alta/larga/media
1700015100AV006,AVE,Alta velocidad,Madrid-Chamartín-Clara Campoamor,Leon,4,Renfe Data GTFS alta/larga/media
