route_id,route_short_name,mode,from_stop,to_stop,stop_count,source
6040037200VRX,MD,Media distancia,Alcazar de San Juan,Ciudad Real,6,Renfe Data GTFS alta/larga/media
6040037606VRX,MD,Media distancia,Alcazar de San Juan,Badajoz,22,Renfe Data GTFS alta/larga/media
6040065000VRE,REG.EXP.,Media distancia,Alcazar de San Juan,Valencia-Estaciò Del Nord,12,Renfe Data GTFS alta/larga/media
6060017000VRE,REG.EXP.,Media distancia,Albacete-Los Llanos,Madrid-Chamartín-Clara Campoamor,12,Renfe Data GTFS alta/larga/media
6060017000VRX,MD,Media distancia,Albacete-Los Llanos,Madrid-Chamartín-Clara Campoamor,15,Renfe Data GTFS alta/larga/media
6060018000VRX,MD,Media distancia,Albacete-Los Llanos,Madrid - Atocha Cercanías,12,Renfe Data GTFS alta/larga/media
6060061307GL026,Intercity,Larga distancia,Albacete-Los Llanos,Cartagena,8,Renfe Data GTFS alta/larga/media
6060065000VRR,REGIONAL,Media distancia,Albacete-Los Llanos,Valencia-Estaciò Del Nord,5,Renfe Data GTFS alta/larga/media
6060065000VRX,MD,Media distancia,Albacete-Los Llanos,Valencia-Estaciò Del Nord,5,Renfe Data GTFS alta/larga/media
6060092102AV008,AVANT,Alta velocidad,Albacete-Los Llanos,Toledo,4,Renfe Data GTFS alta/larga/media
6090237200VRX,MD,Media distancia,Villena,Ciudad Real,13,Renfe Data GTFS alta/larga/media
6090260911VRR,REGIONAL,Media distancia,Villena,Alicante/Alacant,7,Renfe Data GTFS alta/larga/media
6090265000VRX,MD,Media distancia,Villena,Valencia-Estaciò Del Nord,3,Renfe Data GTFS alta/larga/media
6091114223GL023,ALVIA,Larga distancia,Alicante/Alacant,Santander,10,Renfe Data GTFS alta/larga/media
6091115100AV006,AVE,Alta velocidad,Alicante/Alacant,Leon,7,Renfe Data GTFS alta/larga/media
6091115410GL023,ALVIA,Larga distancia,Alicante/Alacant,Gijón/Xixón,12,Renfe Data GTFS alta/larga/media
6091117000AV006,AVE,Alta velocidad,Alicante/Alacant,Madrid-Chamartín-Clara Campoamor,5,Renfe Data GTFS alta/larga/media
6091117000LC112,AVLO,Alta velocidad,Alicante/Alacant,Madrid-Chamartín-Clara Campoamor,5,Renfe Data GTFS alta/larga/media
6091122100AV006,AVE,Alta velocidad,Alicante/Alacant,Ourense,6,Renfe Data GTFS alta/larga/media
6091137200VRX,MD,Media distancia,Alicante/Alacant,Ciudad Real,16,Renfe Data GTFS alta/larga/media
6091160000AV006,AVE,Alta velocidad,Alicante/Alacant,Madrid Pta.Atocha - Almudena Grandes,5,Renfe Data GTFS alta/larga/media
6091160902VRR,REGIONAL,Media distancia,Alicante/Alacant,Villena,7,Renfe Data GTFS alta/larga/media
6091161200VRD,AVANT,Alta velocidad,Alicante/Alacant,Murcia,6,Renfe Data GTFS alta/larga/media
6091161200VRX,MD,Media distancia,Alicante/Alacant,Murcia,10,Renfe Data GTFS alta/larga/media
6091165000VRR,REGIONAL,Media distancia,Alicante/Alacant,Valencia-Estaciò Del Nord,6,Renfe Data GTFS alta/larga/media
6091171801GL012,EUROMED,Larga distancia,Alicante/Alacant,Barcelona-Sants,5,Renfe Data GTFS alta/larga/media
6091171801GL026,Intercity,Larga distancia,Alicante/Alacant,Barcelona-Sants,15,Renfe Data GTFS alta/larga/media
6120007004GL026,Intercity,Larga distancia,Murcia,Aguilas,3,Renfe Data GTFS alta/larga/media
6120010600LC112,AVLO,Alta velocidad,Murcia,Valladolid,9,Renfe Data GTFS alta/larga/media
6120011014AV006,AVE,Alta velocidad,Murcia,Burgos Rosa Manzano,7,Renfe Data GTFS alta/larga/media
6120017000AV006,AVE,Alta velocidad,Murcia,Madrid-Chamartín-Clara Campoamor,4,Renfe Data GTFS alta/larga/media
6120060000AV006,AVE,Alta velocidad,Murcia,Madrid Pta.Atocha - Almudena Grandes,8,Renfe Data GTFS alta/larga/media
6120060911VRD,AVANT,Alta velocidad,Murcia,Alicante/Alacant,6,Renfe Data GTFS alta/larga/media
6120060911VRX,MD,Media distancia,Murcia,Alicante/Alacant,8,Renfe Data GTFS alta/larga/media
6120061307VRN,PROXIMDAD,Media distancia,Murcia,Cartagena,4,Renfe Data GTFS alta/larga/media
6120065000GL026,Intercity,Larga distancia,Murcia,Valencia-Estaciò Del Nord,8,Renfe Data GTFS alta/larga/media
6120065000VRX,MD,Media distancia,Murcia,Valencia-Estaciò Del Nord,12,Renfe Data GTFS alta/larga/media
6130760600GL026,Intercity,Larga distancia,Cartagena,Albacete-Los Llanos,8,Renfe Data GTFS alta/larga/media
6130761200VRN,PROXIMDAD,Media distancia,Cartagena,Murcia,4,Renfe Data GTFS alta/larga/media
6130765000GL026,Intercity,Larga distancia,Cartagena,Valencia-Estaciò Del Nord,11,Renfe Data GTFS alta/larga/media
6130765000VRX,MD,Media distancia,Cartagena,Valencia-Estaciò Del Nord,18,Renfe Data GTFS alta/larga/media
6500004040VRX,MD,Media distancia,Valencia-Estaciò Del Nord,Zaragoza-Delicias,16,Renfe Data GTFS alta/larga/media
6500004307GL012,EUROMED,Larga distancia,Valencia-Estaciò Del Nord,Figueres Vilafant,6,Renfe Data GTFS alta/larga/media
6500006006GL026,Intercity,Larga distancia,Valencia-Estaciò Del Nord,Lorca Sutullena,11,Renfe Data GTFS alta/larga/media
6500037200VRE,REG.EXP.,Media distancia,Valencia-Estaciò Del Nord,Ciudad Real,17,Renfe Data GTFS alta/larga/media
6500060400VRE,REG.EXP.,Media distancia,Valencia-Estaciò Del Nord,Alcazar de San Juan,13,Renfe Data GTFS alta/larga/media
6500060600VRR,REGIONAL,Media distancia,Valencia-Estaciò Del Nord,Albacete-Los Llanos,5,Renfe Data GTFS alta/larga/media
6500060600VRX,MD,Media distancia,Valencia-Estaciò Del Nord,Albacete-Los Llanos,5,Renfe Data GTFS alta/larga/media
6500060902VRX,MD,Media distancia,Valencia-Estaciò Del Nord,Villena,3,Renfe Data GTFS alta/larga/media
6500060911VRE,REG.EXP.,Media distancia,Valencia-Estaciò Del Nord,Alicante/Alacant,6,Renfe Data GTFS alta/larga/media
6500061200GL026,Intercity,Larga distancia,Valencia-Estaciò Del Nord,Murcia,8,Renfe Data GTFS alta/larga/media
6500061200VRX,MD,Media distancia,Valencia-Estaciò Del Nord,Murcia,17,Renfe Data GTFS alta/larga/media
6500061307GL026,Intercity,Larga distancia,Valencia-Estaciò Del Nord,Cartagena,11,Renfe Data GTFS alta/larga/media
6500061307VRX,MD,Media distancia,Valencia-Estaciò Del Nord,Cartagena,15,Renfe Data GTFS alta/larga/media
6500065312VRR,REGIONAL,Media distancia,Valencia-Estaciò Del Nord,Vinaròs,25,Renfe Data GTFS alta/larga/media
6500065400VRE,REG.EXP.,Media distancia,Valencia-Estaciò Del Nord,Tortosa,15,Renfe Data GTFS alta/larga/media
6500065400VRR,REGIONAL,Media distancia,Valencia-Estaciò Del Nord,Tortosa,15,Renfe Data GTFS alta/larga/media
6500067011VRX,MD,Media distancia,Valencia-Estaciò Del Nord,Encinacorba,19,Renfe Data GTFS alta/larga/media
6500069011VRR,REGIONAL,Media distancia,Valencia-Estaciò Del Nord,Alcoy/Alcoi,23,Renfe Data GTFS alta/larga/media
6500071801GL012,EUROMED,Larga distancia,Valencia-Estaciò Del Nord,Barcelona-Sants,4,Renfe Data GTFS alta/larga/media
6500071801GL026,Intercity,Larga distancia,Valencia-Estaciò Del Nord,Barcelona-Sants,7,Renfe Data GTFS alta/larga/media
6500079400VRE,REG.EXP.,Media distancia,Valencia-Estaciò Del Nord,Barcelona-Estació De França,28,Renfe Data GTFS alta/larga/media
6530003216AV006,AVE,Alta velocidad,Castelló,Valencia Joaquin Sorolla,2,Renfe Data GTFS alta/larga/media
6530015410AV006,AVE,Alta velocidad,Castelló,Gijón/Xixón,11,Renfe Data GTFS alta/larga/media
6530060000AV006,AVE,Alta velocidad,Castelló,Madrid Pta.Atocha - Almudena Grandes,5,Renfe Data GTFS alta/larga/media
6531265000VRR,REGIONAL,Media distancia,Vinaròs,Valencia-Estaciò Del Nord,25,Renfe Data GTFS alta/larga/media
6531279400VRE,REG.EXP.,Media distancia,Vinaròs,Barcelona-Estació De França,17,Renfe Data GTFS alta/larga/media
6540065000VRE,REG.EXP.,Media distancia,Tortosa,Valencia-Estaciò Del Nord,15,Renfe Data GTFS alta/larga/media
6540065000VRR,REGIONAL,Media distancia,Tortosa,Valencia-Estaciò Del Nord,15,Renfe Data GTFS alta/larga/media
6540071801AV008,AVANT EXP,Alta velocidad,Tortosa,Barcelona-Sants,8,Renfe Data GTFS alta/larga/media
6540079400VRE,REG.EXP.,Media distancia,Tortosa,Barcelona-Estació De França,16,Renfe Data GTFS alta/larga/media
6541171500VRR,REGIONAL,Media distancia,Salou - Port Aventura,Tarragona,2,Renfe Data GTFS alta/larga/media
6541179400VRE,REG.EXP.,Media distancia,Salou - Port Aventura,Barcelona-Estació De França,9,Renfe Data GTFS alta/larga/media
6701104040VRR,REGIONAL,Media distancia,Encinacorba,Zaragoza-Delicias,6,Renfe Data GTFS alta/larga/media
6701104040VRX,MD,Media distancia,Encinacorba,Zaragoza-Delicias,4,Renfe Data GTFS alta/larga/media
6701165000VRX,MD,Media distancia,Encinacorba,Valencia-Estaciò Del Nord,21,Renfe Data GTFS alta/larga/media
6701167017VRX,MD,Media distancia,Encinacorba,Ferreruela,6,Renfe Data GTFS alta/larga/media
6701167200VRR,REGIONAL,Media distancia,Encinacorba,Teruel,17,Renfe Data GTFS alta/larga/media
6701367017VRX,MD,Media distancia,Villarreal de Huerva,Ferreruela,5,Renfe Data GTFS alta/larga/media
6701704040VRX,MD,Media distancia,Ferreruela,Zaragoza-Delicias,8,Renfe Data GTFS alta/larga/media
6702004040VRR,REGIONAL,Media distancia,Navarrete,Zaragoza-Delicias,13,Renfe Data GTFS alta/larga/media
6720004040VRR,REGIONAL,Media distancia,Teruel,Zaragoza-Delicias,13,Renfe Data GTFS alta/larga/media
6720067011VRR,REGIONAL,Media distancia,Teruel,Encinacorba,17,Renfe Data GTFS alta/larga/media
6901165000VRR,REGIONAL,Media distancia,Alcoy/Alcoi,Valencia-Estaciò Del Nord,23,Renfe Data GTFS alta/larga/media
7030004040VRE,REG.EXP.,Media distancia,Baides,Zaragoza-Delicias,8,Renfe Data GTFS alta/larga/media
7030004040VRR,REGIONAL,Media distancia,Baides,Zaragoza-Delicias,11,Renfe Data GTFS alta/larga/media
7030017000VRE,REG.EXP.,Media distancia,Baides,Madrid-Chamartín-Clara Campoamor,10,Renfe Data GTFS alta/larga/media
7030017000VRR,REGIONAL,Media distancia,Baides,Madrid-Chamartín-Clara Campoamor,26,Renfe Data GTFS alta/larga/media
7030070302VRR,REGIONAL,Media distancia,Baides,Siguenza,2,Renfe Data GTFS alta/larga/media
7030204040VRR,REGIONAL,Media distancia,Siguenza,Zaragoza-Delicias,11,Renfe Data GTFS alta/larga/media
7030217000VRR,REGIONAL,Media distancia,Siguenza,Madrid-Chamartín-Clara Campoamor,26,Renfe Data GTFS alta/larga/media
7030270300VRR,REGIONAL,Media distancia,Siguenza,Baides,2,Renfe Data GTFS alta/larga/media
7040304040VRR,REGIONAL,Media distancia,Arcos De Jalón,Zaragoza-Delicias,11,Renfe Data GTFS alta/larga/media
7050004040VRR,REGIONAL,Media distancia,Ariza,Zaragoza-Delicias,9,Renfe Data GTFS alta/larga/media
7060004040AV008,AVANT,Alta velocidad,Calatayud,Zaragoza-Delicias,2,Renfe Data GTFS alta/larga/media
7060004040VRR,REGIONAL,Media distancia,Calatayud,Zaragoza-Delicias,17,Renfe Data GTFS alta/larga/media
7060060000AV006,AVE,Alta velocidad,Calatayud,Madrid Pta.Atocha - Almudena Grandes,3,Renfe Data GTFS alta/larga/media
7070004040VRR,REGIONAL,Media distancia,Ricla-La Almunia,Zaragoza-Delicias,10,Renfe Data GTFS alta/larga/media
7110011200VRE,REG.EXP.,Media distancia,Zaragoza Miraflores,Miranda De Ebro,31,Renfe Data GTFS alta/larga/media
7110080100VRE,REG.EXP.,Media distancia,Zaragoza Miraflores,Pamplona/Iruña,20,Renfe Data GTFS alta/larga/media
7110081100VRE,REG.EXP.,Media distancia,Zaragoza Miraflores,Logroño,21,Renfe Data GTFS alta/larga/media
7110081200VRE,REG.EXP.,Media distancia,Zaragoza Miraflores,Castejón De Ebro,15,Renfe Data GTFS alta/larga/media
7120479400VRE,REG.EXP.,Media distancia,Caspe,Barcelona-Estació De França,23,Renfe Data GTFS alta/larga/media
7120979400VRE,REG.EXP.,Media distancia,Riba-Roja D'ebre,Barcelona-Estació De França,20,Renfe Data GTFS alta/larga/media
7121079400VRE,REG.EXP.,Media distancia,Flix,Barcelona-Estació De França,19,Renfe Data GTFS alta/larga/media
7130004040VRR,REGIONAL,Media distancia,Móra La Nova,Zaragoza-Delicias,18,Renfe Data GTFS alta/larga/media
7130079400VRE,REG.EXP.,Media distancia,Móra La Nova,Barcelona-Estació De França,17,Renfe Data GTFS alta/larga/media
7140079400VRE,REG.EXP.,Media distancia,Reus,Barcelona-Estació De França,10,Renfe Data GTFS alta/larga/media
7150065411VRR,REGIONAL,Media distancia,Tarragona,Salou - Port Aventura,2,Renfe Data GTFS alta/larga/media
7150078400VRR,REGIONAL,Media distancia,Tarragona,Lleida-Pirineus,17,Renfe Data GTFS alta/larga/media
7180104040AV006,AVE,Alta velocidad,Barcelona-Sants,Zaragoza-Delicias,4,Renfe Data GTFS alta/larga/media
7180104040GL023,ALVIA,Larga distancia,Barcelona-Sants,Zaragoza-Delicias,4,Renfe Data GTFS alta/larga/media
7180104307AV008,AVANT,Alta velocidad,Barcelona-Sants,Figueres Vilafant,3,Renfe Data GTFS alta/larga/media
7180105000AV006,AVE,Alta velocidad,Barcelona-Sants,Granada,9,Renfe Data GTFS alta/larga/media
7180108223GL023,ALVIA,Larga distancia,Barcelona-Sants,Vigo Urzaiz,25,Renfe Data GTFS alta/larga/media
7180111511GL023,ALVIA,Larga distancia,Barcelona-Sants,San Sebastián/Donostia,11,Renfe Data GTFS alta/larga/media
7180113200GL023,ALVIA,Larga distancia,Barcelona-Sants,Bilbao-Abando Indalecio Prieto,11,Renfe Data GTFS alta/larga/media
7180115100GL023,ALVIA,Larga distancia,Barcelona-Sants,Leon,13,Renfe Data GTFS alta/larga/media
7180122100GL023,ALVIA,Larga distancia,Barcelona-Sants,Ourense,21,Renfe Data GTFS alta/larga/media
7180150500GL023,ALVIA,Larga distancia,Barcelona-Sants,Cordoba,18,Renfe Data GTFS alta/larga/media
7180151003AV006,AVE,Alta velocidad,Barcelona-Sants,Sevilla-Santa Justa,8,Renfe Data GTFS alta/larga/media
7180154413AV006,AVE,Alta velocidad,Barcelona-Sants,Malaga Maria Zambrano,9,Renfe Data GTFS alta/larga/media
7180160000AV006,AVE,Alta velocidad,Barcelona-Sants,Madrid Pta.Atocha - Almudena Grandes,7,Renfe Data GTFS alta/larga/media
7180160000AV016,AVE INT,Alta velocidad,Barcelona-Sants,Madrid Pta.Atocha - Almudena Grandes,4,Renfe Data GTFS alta/larga/media
7180160911GL012,EUROMED,Larga distancia,Barcelona-Sants,Alicante/Alacant,5,Renfe Data GTFS alta/larga/media
7180160911GL026,Intercity,Larga distancia,Barcelona-Sants,Alicante/Alacant,15,Renfe Data GTFS alta/larga/media
7180165000GL012,EUROMED,Larga distancia,Barcelona-Sants,Valencia-Estaciò Del Nord,4,Renfe Data GTFS alta/larga/media
7180165000GL026,Intercity,Larga distancia,Barcelona-Sants,Valencia-Estaciò Del Nord,9,Renfe Data GTFS alta/larga/media
7180165400AV008,AVANT EXP,Alta velocidad,Barcelona-Sants,Tortosa,8,Renfe Data GTFS alta/larga/media
7180178400AV008,AVANT,Alta velocidad,Barcelona-Sants,Lleida-Pirineus,3,Renfe Data GTFS alta/larga/media
7180178400VRE,REG.EXP.,Media distancia,Barcelona-Sants,Lleida-Pirineus,21,Renfe Data GTFS alta/larga/media
7180179300VRX,MD,Media distancia,Barcelona-Sants,Girona,8,Renfe Data GTFS alta/larga/media
7180179309VRX,MD,Media distancia,Barcelona-Sants,Figueres,10,Renfe Data GTFS alta/larga/media
7180179315VRR,REGIONAL,Media distancia,Barcelona-Sants,Portbou,27,Renfe Data GTFS alta/larga/media
7180179315VRX,MD,Media distancia,Barcelona-Sants,Portbou,12,Renfe Data GTFS alta/larga/media
7180179316VRR,REGIONAL,Media distancia,Barcelona-Sants,Cerbère,28,Renfe Data GTFS alta/larga/media
7180180100GL026,Intercity,Larga distancia,Barcelona-Sants,Pamplona/Iruña,8,Renfe Data GTFS alta/larga/media
7180187303AV016,AVE INT,Alta velocidad,Barcelona-Sants,Lyon Part Dieu,9,Renfe Data GTFS alta/larga/media
7310079400VRE,REG.EXP.,Media distancia,La Plana-Picamoixons,Barcelona-Estació De França,12,Renfe Data GTFS alta/larga/media
7420004040AV006,AVE,Alta velocidad,Huesca,Zaragoza-Delicias,3,Renfe Data GTFS alta/larga/media
7420004040VRR,REGIONAL,Media distancia,Huesca,Zaragoza-Delicias,7,Renfe Data GTFS alta/larga/media
7420060000AV006,AVE,Alta velocidad,Huesca,Madrid Pta.Atocha - Almudena Grandes,6,Renfe Data GTFS alta/larga/media
7421704040VRR,REGIONAL,Media distancia,Canfranc,Zaragoza-Delicias,17,Renfe Data GTFS alta/larga/media
7830204040VRE,REG.EXP.,Media distancia,Binefar,Zaragoza-Delicias,9,Renfe Data GTFS alta/larga/media
7840004040AV006,AVE,Alta velocidad,Lleida-Pirineus,Zaragoza-Delicias,2,Renfe Data GTFS alta/larga/media
7840004040VRE,REG.EXP.,Media distancia,Lleida-Pirineus,Zaragoza-Delicias,10,Renfe Data GTFS alta/larga/media
7840004040VRR,REGIONAL,Media distancia,Lleida-Pirineus,Zaragoza-Delicias,11,Renfe Data GTFS alta/larga/media
7840008223GL023,ALVIA,Larga distancia,Lleida-Pirineus,Vigo Urzaiz,23,Renfe Data GTFS alta/larga/media
7840060000AV006,AVE,Alta velocidad,Lleida-Pirineus,Madrid Pta.Atocha - Almudena Grandes,4,Renfe Data GTFS alta/larga/media
7840071500VRE,REG.EXP.,Media distancia,Lleida-Pirineus,Tarragona,17,Renfe Data GTFS alta/larga/media
7840071801AV008,AVANT,Alta velocidad,Lleida-Pirineus,Barcelona-Sants,3,Renfe Data GTFS alta/larga/media
7840071801VRE,REG.EXP.,Media distancia,Lleida-Pirineus,Barcelona-Sants,21,Renfe Data GTFS alta/larga/media
7840072101VRE,REG.EXP.,Media distancia,Lleida-Pirineus,Roda De Mar,17,Renfe Data GTFS alta/larga/media
7840078500VRR,REGIONAL,Media distancia,Lleida-Pirineus,Cervera,9,Renfe Data GTFS alta/larga/media
7840078700VRR,REGIONAL,Media distancia,Lleida-Pirineus,Terrassa Estacio Nord,18,Renfe Data GTFS alta/larga/media
7840079400VRE,REG.EXP.,Media distancia,Lleida-Pirineus,Barcelona-Estació De França,23,Renfe Data GTFS alta/larga/media
7850078400VRR,REGIONAL,Media distancia,Cervera,Lleida-Pirineus,9,Renfe Data GTFS alta/larga/media
7870078400VRR,REGIONAL,Media distancia,Terrassa Estacio Nord,Lleida-Pirineus,18,Renfe Data GTFS alta/larga/media
7930071801VRX,MD,Media distancia,Girona,Barcelona-Sants,8,Renfe Data GTFS alta/larga/media
7930971801VRX,MD,Media distancia,Figueres,Barcelona-Sants,10,Renfe Data GTFS alta/larga/media
7931571801VRR,REGIONAL,Media distancia,Portbou,Barcelona-Sants,27,Renfe Data GTFS alta/larga/media
7931571801VRX,MD,Media distancia,Portbou,Barcelona-Sants,12,Renfe Data GTFS alta/larga/media
7931579309VRR,REGIONAL,Media distancia,Portbou,Figueres,5,Renfe Data GTFS alta/larga/media
7931679315VRR,REGIONAL,Media distancia,Cerbère,Portbou,2,Renfe Data GTFS alta/larga/media
7940004040VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Zaragoza-Delicias,32,Renfe Data GTFS alta/larga/media
7940065000VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Valencia-Estaciò Del Nord,28,Renfe Data GTFS alta/larga/media
7940065312VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Vinaròs,17,Renfe Data GTFS alta/larga/media
7940065400VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Tortosa,16,Renfe Data GTFS alta/larga/media
7940065411VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Salou - Port Aventura,9,Renfe Data GTFS alta/larga/media
7940071204VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Caspe,24,Renfe Data GTFS alta/larga/media
7940071209VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Riba-Roja D'ebre,20,Renfe Data GTFS alta/larga/media
7940071210VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Flix,19,Renfe Data GTFS alta/larga/media
7940071300VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Móra La Nova,17,Renfe Data GTFS alta/larga/media
7940071400VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Reus,10,Renfe Data GTFS alta/larga/media
7940073100VRR,REGIONAL,Media distancia,Barcelona-Estació De França,La Plana-Picamoixons,12,Renfe Data GTFS alta/larga/media
7940078400VRE,REG.EXP.,Media distancia,Barcelona-Estació De França,Lleida-Pirineus,23,Renfe Data GTFS alta/larga/media
8010011200VRE,REG.EXP.,Media distancia,Pamplona/Iruña,Miranda De Ebro,12,Renfe Data GTFS alta/larga/media
8010060000GL023,ALVIA,Larga distancia,Pamplona/Iruña,Madrid Pta.Atocha - Almudena Grandes,7,Renfe Data GTFS alta/larga/media
8010060000GL026,Intercity,Larga distancia,Pamplona/Iruña,Madrid Pta.Atocha - Almudena Grandes,4,Renfe Data GTFS alta/larga/media
8010071100VRE,REG.EXP.,Media distancia,Pamplona/Iruña,Zaragoza Miraflores,20,Renfe Data GTFS alta/larga/media
8010071801GL026,Intercity,Larga distancia,Pamplona/Iruña,Barcelona-Sants,8,Renfe Data GTFS alta/larga/media
8110017000GL026,Intercity,Larga distancia,Logroño,Madrid-Chamartín-Clara Campoamor,7,Renfe Data GTFS alta/larga/media
8110060000GL023,ALVIA,Larga distancia,Logroño,Madrid Pta.Atocha - Almudena Grandes,9,Renfe Data GTFS alta/larga/media
8110071100VRE,REG.EXP.,Media distancia,Logroño,Zaragoza Miraflores,20,Renfe Data GTFS alta/larga/media
8110081110VRM,MD,Media distancia,Logroño,Alfaro,4,Renfe Data GTFS alta/larga/media
8111060000GL023,ALVIA,Larga distancia,Alfaro,Madrid Pta.Atocha - Almudena Grandes,6,Renfe Data GTFS alta/larga/media
8111081100VRM,MD,Media distancia,Alfaro,Logroño,4,Renfe Data GTFS alta/larga/media
8120011200VRE,REG.EXP.,Media distancia,Castejón De Ebro,Miranda De Ebro,16,Renfe Data GTFS alta/larga/media
8120071100VRE,REG.EXP.,Media distancia,Castejón De Ebro,Zaragoza Miraflores,15,Renfe Data GTFS alta/larga/media
8120081100VRE,REG.EXP.,Media distancia,Castejón De Ebro,Logroño,7,Renfe Data GTFS alta/larga/media
8210017000VRE,REG.EXP.,Media distancia,Soria,Madrid-Chamartín-Clara Campoamor,13,Renfe Data GTFS alta/larga/media
8210070300VRE,REG.EXP.,Media distancia,Soria,Baides,7,Renfe Data GTFS alta/larga/media
8410117000VRE,REG.EXP.,Media distancia,Almazan,Madrid-Chamartín-Clara Campoamor,5,Renfe Data GTFS alta/larga/media
8410118002VRE,REG.EXP.,Media distancia,Almazan,Madrid-Nuevos Ministerios,5,Renfe Data GTFS alta/larga/media
8708904307AV016,AVE INT,Alta velocidad,Marseille St Charles,Figueres Vilafant,8,Renfe Data GTFS alta/larga/media
8708960000AV016,AVE INT,Alta velocidad,Marseille St Charles,Madrid Pta.Atocha - Almudena Grandes,13,Renfe Data GTFS alta/larga/media
8730304307AV016,AVE INT,Alta velocidad,Lyon Part Dieu,Figueres Vilafant,7,Renfe Data GTFS alta/larga/media
8730371801AV016,AVE INT,Alta velocidad,Lyon Part Dieu,Barcelona-Sants,9,Renfe Data GTFS alta/larga/media
9210260000AV008,AVANT,Alta velocidad,Toledo,Madrid Pta.Atocha - Almudena Grandes,2,Renfe Data GTFS alta/larga/media
9210260600AV008,AVANT,Alta velocidad,Toledo,Albacete-Los Llanos,4,Renfe Data GTFS alta/larga/media
9434622308GL026,TRENCELTA,Media distancia,Porto Campanha,Vigo Guixar,6,Renfe Data GTFS alta/larga/media
9434622402GL026,TRENCELTA,Media distancia,Porto Campanha,Valenca Do Minho,5,Renfe Data GTFS alta/larga/media
