CMUN,COD_PROVINCIA,municipality_name,province_name,ccaa,population,households,area_km2,label_lat,label_lon,default_status,default_gap_pct,default_uncovered_households_2024,fixed_30_2023_pct,fixed_30_2024_pct,fixed_30_change_pp,fixed_30_uncovered_households_2024,fixed_100_2023_pct,fixed_100_2024_pct,fixed_100_change_pp,fixed_100_uncovered_households_2024,fixed_1gbps_2023_pct,fixed_1gbps_2024_pct,fixed_1gbps_change_pp,fixed_1gbps_uncovered_households_2024,mobile_4g_2023_pct,mobile_4g_2024_pct,mobile_4g_change_pp,mobile_4g_uncovered_households_2024,mobile_5g_2023_pct,mobile_5g_2024_pct,mobile_5g_change_pp,mobile_5g_uncovered_households_2024,mobile_5g_35_2023_pct,mobile_5g_35_2024_pct,mobile_5g_35_change_pp,mobile_5g_35_uncovered_households_2024,default_technology,default_threshold_pct,year
19010,19,Alcolea de las Peñas,Guadalajara,Castilla-La Mancha,12.0,9.0,16.72,41.218812850379734,-2.7863096829214062,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,fixed_100,90,2024
19005,19,Alarilla,Guadalajara,Castilla-La Mancha,138.0,65.0,21.66,40.8533150722224,-3.099281880219868,Cumple umbral inicial,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,65.0,55.32,68.74,13.42,20.32,15.81,29.26,13.45,45.98,0.0,0.0,0.0,65.0,fixed_100,90,2024
19003,19,Adobes,Guadalajara,Castilla-La Mancha,30.0,13.0,33.0,40.67360880915276,-1.6711868514158414,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,98.13,100.0,1.87,0.0,1.88,0.95,-0.93,12.88,0.0,0.0,0.0,13.0,fixed_100,90,2024
46066,46,Benirredrà,Valencia/València,Comunitat Valenciana,1571.0,521.0,0.39,38.96287899576988,-0.19665006973675428,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,99.81,-0.19,1.0,100.0,100.0,0.0,0.0,100.0,100.0,-0.0,0.0,9.7,100.0,90.3,0.0,fixed_100,90,2024
19038,19,Arbeteta,Guadalajara,Castilla-La Mancha,19.0,16.0,63.04,40.68118875762653,-2.3939325101605795,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,16.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,fixed_100,90,2024
37327,37,Torresmenudas,Salamanca,Castilla y León,185.0,82.0,11.47,41.10210182710826,-5.786872792014191,Cumple umbral inicial,0.0,0.0,97.56,100.0,2.44,0.0,97.56,100.0,2.44,0.0,97.56,82.93,-14.63,14.0,71.95,88.76,16.81,9.22,0.21,78.42,78.21,17.7,0.0,0.0,0.0,82.0,fixed_100,90,2024
18914,18,Valderrubio,Granada,Andalucía,2060.0,790.0,5.37,37.23236926970239,-3.8214929830289206,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,26.33,26.33,582.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.33,0.33,787.4,fixed_100,90,2024
16048,16,Cañamares,Cuenca,Castilla-La Mancha,449.0,191.0,40.63,40.438367832710554,-2.2348098626669457,Cumple umbral inicial,0.0,0.0,96.86,100.0,3.14,0.0,96.86,100.0,3.14,0.0,96.86,86.39,-10.47,26.0,100.0,100.0,0.0,0.0,99.81,99.79,-0.01,0.39,0.0,0.0,0.0,191.0,fixed_100,90,2024
16044,16,Campillos-Sierra,Cuenca,Castilla-La Mancha,29.0,25.0,37.95,40.09105222942682,-1.6764218806656728,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,25.0,fixed_100,90,2024
46058,46,Benifairó de les Valls,Valencia/València,Comunitat Valenciana,2320.0,929.0,4.1,39.725187606381,-0.27761827483324325,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,929.0,fixed_100,90,2024
46054,46,Benetússer,Valencia/València,Comunitat Valenciana,15879.0,6153.0,0.69,39.421829139340396,-0.3981239986082957,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,99.98,-0.02,1.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,fixed_100,90,2024
46052,46,Benavites,Valencia/València,Comunitat Valenciana,674.0,270.0,4.2,39.735032900601375,-0.23998649340984465,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,5.07,5.07,256.32,fixed_100,90,2024
46049,46,Bellús,Valencia/València,Comunitat Valenciana,306.0,130.0,9.65,38.94568475889802,-0.5008059109786447,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.23,0.29,0.05,129.63,0.0,0.0,0.0,130.0,fixed_100,90,2024
43072,43,El Lloar,Tarragona,Cataluña,105.0,50.0,6.5,41.19313246352013,0.7391207591472974,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,-0.0,0.0,100.0,1.37,-98.63,49.31,0.0,0.0,0.0,50.0,fixed_100,90,2024
19050,19,Barriopedro,Guadalajara,Castilla-La Mancha,20.0,12.0,10.71,40.78740608600967,-2.7558676081527156,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,fixed_100,90,2024
16013,16,Algarra,Cuenca,Castilla-La Mancha,29.0,17.0,41.59,40.02414819728664,-1.4464711247629092,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,90.32,65.49,-24.83,5.87,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,fixed_100,90,2024
19061,19,Campisábalos,Guadalajara,Castilla-La Mancha,84.0,38.0,53.8,41.265974910136,-3.1494202828247673,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,38.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,fixed_100,90,2024
19059,19,Campillo de Dueñas,Guadalajara,Castilla-La Mancha,76.0,38.0,60.48,40.86319549474765,-1.6699501230482139,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,38.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,fixed_100,90,2024
34025,34,Bárcena de Campos,Palencia,Castilla y León,54.0,32.0,14.39,42.49027674951688,-4.497505373105067,Cumple umbral inicial,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,84.47,89.4,4.92,3.39,98.89,92.83,-6.06,2.3,0.0,0.0,0.0,32.0,fixed_100,90,2024
31211,31,Orreaga/Roncesvalles,Navarra,"Navarra, Comunidad Foral de",19.0,5.0,15.05,43.01532873286719,-1.304462181746365,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,-0.0,0.0,87.75,79.31,-8.44,1.03,0.0,0.0,0.0,5.0,fixed_100,90,2024
39051,39,Pesquera,Cantabria,Cantabria,70.0,40.0,8.8,43.08367720956434,-4.064748314695402,Cumple umbral inicial,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,fixed_100,90,2024
41086,41,San Juan de Aznalfarache,Sevilla,Andalucía,22472.0,8653.0,4.19,37.37067999947775,-6.029480577173321,Cumple umbral inicial,0.0,0.0,99.39,100.0,0.61,0.0,99.35,100.0,0.65,0.0,98.65,99.87,1.22,11.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,fixed_100,90,2024
19079,19,Castilnuevo,Guadalajara,Castilla-La Mancha,8.0,4.0,19.29,40.795017701419965,-1.8793359944254346,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,100.0,-0.0,0.0,100.0,20.31,-79.69,3.19,0.0,0.0,0.0,4.0,fixed_100,90,2024
19319,19,Villanueva de la Torre,Guadalajara,Castilla-La Mancha,6603.0,2206.0,10.89,40.589638947272284,-3.301756287069728,Cumple umbral inicial,0.0,0.0,99.95,100.0,0.05,0.0,99.95,100.0,0.05,0.0,99.95,100.0,0.05,0.0,100.0,100.0,0.0,0.0,87.95,100.0,12.05,0.0,0.0,0.0,0.0,2206.0,fixed_100,90,2024
19309,19,Valhermoso,Guadalajara,Castilla-La Mancha,21.0,12.0,28.78,40.78488739863776,-1.990325695511356,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,25.0,25.0,0.0,9.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,fixed_100,90,2024
17155,17,Salt,Girona,Cataluña,33242.0,10518.0,6.63,41.97186518072556,2.7817676124651145,Cumple umbral inicial,0.0,0.0,99.95,100.0,0.05,0.0,99.94,100.0,0.06,0.0,99.94,99.91,-0.03,9.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,22.79,100.0,77.21,0.0,fixed_100,90,2024
17175,17,Sant Miquel de Fluvià,Girona,Cataluña,833.0,275.0,3.44,42.176242851595056,2.994920170496176,Cumple umbral inicial,0.0,0.0,99.64,100.0,0.36,0.0,99.64,100.0,0.36,0.0,99.64,100.0,0.36,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,275.0,fixed_100,90,2024
47142,47,San Cebrián de Mazote,Valladolid,Castilla y León,114.0,62.0,36.07,41.67614441716394,-5.144718081181446,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,fixed_100,90,2024
47128,47,Quintanilla del Molar,Valladolid,Castilla y León,49.0,24.0,14.74,41.98421686470253,-5.4538505651838864,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,45.21,73.38,28.17,6.39,0.0,0.0,0.0,24.0,fixed_100,90,2024
17046,17,Castellfollit de la Roca,Girona,Cataluña,941.0,387.0,0.54,42.219675640338174,2.5466816996353105,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,89.95,90.86,0.91,35.37,0.0,0.0,0.0,387.0,fixed_100,90,2024
19118,19,Fuembellida,Guadalajara,Castilla-La Mancha,11.0,6.0,26.01,40.74457994055548,-2.0243226565742627,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,fixed_100,90,2024
19111,19,Escariche,Guadalajara,Castilla-La Mancha,188.0,112.0,30.47,40.39747561713807,-3.0559226487334428,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,112.0,fixed_100,90,2024
16098,16,El Herrumblar,Cuenca,Castilla-La Mancha,756.0,278.0,45.58,39.39817729206852,-1.607951644755268,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,98.2,94.6,-3.6,15.0,100.0,100.0,-0.0,0.0,0.2,40.12,39.91,166.48,0.0,0.0,0.0,278.0,fixed_100,90,2024
49114,49,Matilla la Seca,Zamora,Castilla y León,35.0,15.0,12.15,41.57964539938646,-5.501223922045274,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,fixed_100,90,2024
31214,31,Salinas de Oro/Jaitz,Navarra,"Navarra, Comunidad Foral de",109.0,43.0,13.64,42.781425301322194,-1.8851153362109747,Cumple umbral inicial,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,43.0,fixed_100,90,2024
41029,41,Castilleja de la Cuesta,Sevilla,Andalucía,17167.0,6328.0,2.11,37.383726593979986,-6.054828882221852,Cumple umbral inicial,0.0,0.0,99.98,100.0,0.02,0.0,99.98,100.0,0.02,0.0,99.57,98.2,-1.37,114.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,47.06,80.16,33.09,1255.78,fixed_100,90,2024
37310,37,Sieteiglesias de Tormes,Salamanca,Castilla y León,175.0,47.0,14.66,40.73708795630853,-5.58852870058869,Cumple umbral inicial,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,47.0,100.0,100.0,0.0,0.0,0.0,11.54,11.54,41.58,0.0,0.0,0.0,47.0,fixed_100,90,2024
37040,37,Barbadillo,Salamanca,Castilla y León,395.0,188.0,35.5,40.92686306643061,-5.88467718913884,Cumple umbral inicial,0.0,0.0,6.93,100.0,93.07,0.0,6.93,100.0,93.07,0.0,0.0,87.77,87.77,23.0,100.0,100.0,0.0,0.0,0.0,0.25,0.25,187.52,0.0,0.0,0.0,188.0,fixed_100,90,2024
37375,37,Villoruela,Salamanca,Castilla y León,738.0,313.0,17.37,40.99782908252803,-5.401550939517185,Cumple umbral inicial,0.0,0.0,97.44,100.0,2.56,0.0,97.44,100.0,2.56,0.0,48.24,79.23,30.99,65.0,100.0,100.0,0.0,0.0,0.0,64.59,64.59,110.83,0.0,0.0,0.0,313.0,fixed_100,90,2024
37372,37,Villaverde de Guareña,Salamanca,Castilla y León,140.0,70.0,16.07,41.07062342417214,-5.506854063733255,Cumple umbral inicial,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,70.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,70.0,fixed_100,90,2024
40012,40,Aldea Real,Segovia,Castilla y León,281.0,111.0,25.17,41.1795277268113,-4.170851846536971,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,87.39,-12.61,14.0,100.0,100.0,0.0,0.0,0.0,0.28,0.28,110.69,0.0,0.0,0.0,111.0,fixed_100,90,2024
40006,40,Aldealcorvo,Segovia,Castilla y León,18.0,14.0,5.86,41.25311087454803,-3.7970950316956738,Cumple umbral inicial,0.0,0.0,92.86,100.0,7.14,0.0,92.86,100.0,7.14,0.0,92.86,100.0,7.14,0.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,14.0,fixed_100,90,2024
40004,40,Aguilafuente,Segovia,Castilla y León,562.0,247.0,60.85,41.23569039901222,-4.0949374543062165,Cumple umbral inicial,0.0,0.0,99.6,100.0,0.4,0.0,99.6,100.0,0.4,0.0,97.57,95.95,-1.62,10.0,100.0,100.0,-0.0,0.0,78.52,85.17,6.65,36.62,0.0,0.0,0.0,247.0,fixed_100,90,2024
17192,17,Setcases,Girona,Cataluña,185.0,80.0,48.82,42.40275303730869,2.2958769899301728,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,99.54,99.46,-0.07,0.43,97.22,97.26,0.04,2.19,0.0,0.0,0.0,80.0,fixed_100,90,2024
19302,19,Valdegrudas,Guadalajara,Castilla-La Mancha,51.0,28.0,14.09,40.720590095746886,-3.002628548675958,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,28.0,fixed_100,90,2024
19139,19,Hombrados,Guadalajara,Castilla-La Mancha,51.0,22.0,37.45,40.80881044646618,-1.677606059535491,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,fixed_100,90,2024
19134,19,Herrería,Guadalajara,Castilla-La Mancha,20.0,18.0,18.97,40.90106153250097,-1.9538727483951506,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,18.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,18.0,fixed_100,90,2024
19132,19,Henche,Guadalajara,Castilla-La Mancha,85.0,59.0,23.42,40.71914693744942,-2.7040099702287894,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,59.0,fixed_100,90,2024
50188,50,Nombrevilla,Zaragoza,Aragón,37.0,22.0,17.28,41.111360782081604,-1.3446363224108107,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,39.31,84.51,45.21,3.41,35.13,49.28,14.15,11.16,0.0,0.0,0.0,22.0,fixed_100,90,2024
19288,19,Tortuero,Guadalajara,Castilla-La Mancha,20.0,14.0,47.31,40.95505443704066,-3.3640667210782667,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,14.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,fixed_100,90,2024
34051,34,Castrillo de Onielo,Palencia,Castilla y León,99.0,45.0,40.48,41.864953407050834,-4.296293918632786,Cumple umbral inicial,0.0,0.0,97.78,100.0,2.22,0.0,97.78,100.0,2.22,0.0,97.78,100.0,2.22,0.0,87.61,95.21,7.6,2.15,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,fixed_100,90,2024
31139,31,Lana,Navarra,"Navarra, Comunidad Foral de",156.0,73.0,41.71,42.71417151667045,-2.2506769996785816,Cumple umbral inicial,0.0,0.0,99.46,100.0,0.54,0.0,99.46,100.0,0.54,0.0,0.0,0.0,0.0,73.0,100.0,99.39,-0.61,0.44,0.24,5.3,5.06,69.13,0.0,0.0,0.0,73.0,fixed_100,90,2024
19284,19,Torremochuela,Guadalajara,Castilla-La Mancha,6.0,6.0,18.12,40.75512419697861,-1.8526030038307835,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,fixed_100,90,2024
16132,16,Mota de Altarejos,Cuenca,Castilla-La Mancha,29.0,19.0,17.02,39.878134809229955,-2.3122203246679804,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,fixed_100,90,2024
17206,17,Urús,Girona,Cataluña,212.0,82.0,17.53,42.32871344921049,1.862223926322977,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,-0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,82.0,fixed_100,90,2024
19300,19,Valdeaveruelo,Guadalajara,Castilla-La Mancha,1206.0,454.0,17.29,40.64700081130461,-3.304828143948564,Cumple umbral inicial,0.0,0.0,83.48,100.0,16.52,0.0,83.48,100.0,16.52,0.0,83.48,74.89,-8.59,114.0,99.03,98.93,-0.11,4.87,96.51,95.65,-0.85,19.73,0.0,0.61,0.61,451.23,fixed_100,90,2024
17222,17,Vilaür,Girona,Cataluña,167.0,58.0,5.78,42.14121798383191,2.954949337367064,Cumple umbral inicial,0.0,0.0,96.67,100.0,3.33,0.0,96.67,100.0,3.33,0.0,96.67,100.0,3.33,0.0,100.0,100.0,0.0,0.0,81.67,99.92,18.25,0.05,0.0,0.0,0.0,58.0,fixed_100,90,2024
19167,19,Malaguilla,Guadalajara,Castilla-La Mancha,193.0,79.0,28.33,40.841221464462386,-3.2671982610556367,Cumple umbral inicial,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,79.0,fixed_100,90,2024
19165,19,Majaelrayo,Guadalajara,Castilla-La Mancha,53.0,32.0,54.18,41.148014970266644,-3.3318481682960654,Cumple umbral inicial,0.0,0.0,96.88,100.0,3.12,0.0,96.88,100.0,3.12,0.0,96.88,78.12,-18.75,7.0,99.26,100.0,0.74,0.0,99.26,100.0,0.74,0.0,0.0,0.0,0.0,32.0,fixed_100,90,2024
19153,19,Iniéstola,Guadalajara,Castilla-La Mancha,18.0,15.0,10.01,40.99355202243549,-2.37100955276445,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,15.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,fixed_100,90,2024
50156,50,Maleján,Zaragoza,Aragón,268.0,106.0,0.19,41.827991803510834,-1.5485286585374591,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,91.51,-8.49,9.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,fixed_100,90,2024
49083,49,Fuentesecas,Zamora,Castilla y León,48.0,24.0,14.92,41.62506447889218,-5.481235965355471,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,fixed_100,90,2024
21049,21,Minas de Riotinto,Huelva,Andalucía,3703.0,1622.0,23.32,37.68517892065454,-6.570144335306994,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,78.44,93.09,14.66,112.0,100.0,100.0,-0.0,0.0,99.64,97.12,-2.51,46.64,0.0,0.0,0.0,1622.0,fixed_100,90,2024
45037,45,El Carpio de Tajo,Toledo,Castilla-La Mancha,1862.0,795.0,114.14,39.84313344341184,-4.496610541112752,Cumple umbral inicial,0.0,0.0,99.37,100.0,0.63,0.0,99.37,100.0,0.63,0.0,99.25,96.98,-2.26,24.0,99.72,100.0,0.28,0.0,99.33,100.0,0.67,0.0,0.0,0.0,0.0,795.0,fixed_100,90,2024
47075,47,Íscar,Valladolid,Castilla y León,6326.0,2403.0,60.04,41.33991668226054,-4.535137116853427,Cumple umbral inicial,0.0,0.0,99.46,100.0,0.54,0.0,99.46,100.0,0.54,0.0,99.46,98.67,-0.79,32.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,99.94,99.94,1.34,fixed_100,90,2024
21060,21,Punta Umbría,Huelva,Andalucía,16069.0,6539.0,39.27,37.21141625132956,-7.0115048310659045,Cumple umbral inicial,0.0,0.0,99.88,100.0,0.12,0.0,99.85,100.0,0.15,0.0,91.82,99.11,7.29,58.0,100.0,100.0,0.0,0.0,99.28,100.0,0.72,0.0,94.07,99.91,5.83,6.13,fixed_100,90,2024
37288,37,San Morales,Salamanca,Castilla y León,354.0,129.0,4.89,40.99261582335958,-5.505519882882992,Cumple umbral inicial,0.0,0.0,94.57,100.0,5.43,0.0,94.57,100.0,5.43,0.0,0.0,0.0,0.0,129.0,100.0,100.0,0.0,0.0,66.52,23.72,-42.8,98.41,0.0,0.0,0.0,129.0,fixed_100,90,2024
37073,37,Calzada de Valdunciel,Salamanca,Castilla y León,702.0,292.0,19.76,41.09221065849182,-5.707215173349834,Cumple umbral inicial,0.0,0.0,96.23,100.0,3.77,0.0,68.49,100.0,31.51,0.0,68.49,72.26,3.77,81.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,292.0,fixed_100,90,2024
37072,37,Calzada de Don Diego,Salamanca,Castilla y León,137.0,65.0,44.36,40.88402198051991,-5.890785102416721,Cumple umbral inicial,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,86.15,86.15,9.0,99.82,99.41,-0.41,0.38,0.0,4.94,4.94,61.79,0.0,0.0,0.0,65.0,fixed_100,90,2024
37063,37,La Cabeza de Béjar,Salamanca,Castilla y León,58.0,34.0,14.03,40.50022084427754,-5.6576964312798195,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,34.0,fixed_100,90,2024
37062,37,Cabezabellosa de la Calzada,Salamanca,Castilla y León,75.0,37.0,8.58,41.04591134109932,-5.487070911677383,Cumple umbral inicial,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,37.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0,fixed_100,90,2024
31133,31,Izalzu/Itzaltzu,Navarra,"Navarra, Comunidad Foral de",38.0,18.0,7.44,42.93068963455587,-1.0310701516109637,Cumple umbral inicial,0.0,0.0,97.06,100.0,2.94,0.0,97.06,100.0,2.94,0.0,97.06,100.0,2.94,0.0,94.07,92.88,-1.18,1.28,0.0,92.88,92.88,1.28,0.0,0.0,0.0,18.0,fixed_100,90,2024
19177,19,Medranda,Guadalajara,Castilla-La Mancha,68.0,40.0,11.24,40.985524115117784,-2.9373707812061025,Cumple umbral inicial,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,fixed_100,90,2024
