COD_PROVINCIA,PROVINCIA,COD_POSTAL,NOMBRE_MUNICIPIO,median_rent_eur,p25_rent_eur,p75_rent_eur,iqr_rent_eur,rental_homes,dwelling_types,year,lon,lat
23,Jaén,23006,Arjona,308.0,250.0,386.0,136.0,28,1,2024,-4.074580882188066,37.92881464350003
30,Murcia,30013,Calasparra,307.7586206896552,267.8965517241379,365.82758620689657,97.93103448275866,174,2,2024,-1.6602098679112416,38.232350249000035
32,Ourense,32072,"Rúa, A",307.47457627118644,258.47457627118644,360.52542372881356,102.05084745762713,177,2,2024,-7.121529359167829,42.413837264500046
12,Castellón/Castelló,12100,Sant Mateu,307.1830985915493,242.7887323943662,378.7323943661972,135.94366197183098,71,2,2024,0.17435624753343937,40.456371346000054
23,Jaén,23026,Castillo de Locubín,307.0,250.0,345.0,95.0,13,1,2024,-3.932474060638628,37.54718228050004
46,Valencia/Valéncia,46059,Benifairó de la Valldigna,306.42857142857144,262.7142857142857,442.3809523809524,179.66666666666669,21,2,2024,-0.31065476060143205,39.05936830550007
06,Badajoz,06050,Fregenal de la Sierra,306.37142857142857,276.1714285714286,365.8142857142857,89.64285714285711,70,2,2024,-6.573285429198813,38.201535854500065
14,Córdoba,14052,Peñarroya-Pueblonuevo,306.04545454545456,254.61363636363637,371.04545454545456,116.43181818181819,88,2,2024,-5.254896084257087,38.30617865700003
47,Valladolid,47129,Quintanilla de Onésimo,306.0,299.0,344.0,45.0,17,1,2024,-4.342351965067763,41.60149891650005
34,Palencia,34074,Frómista,306.0,267.0,350.0,83.0,10,1,2024,-4.400434602194105,42.27061474900006
18,Granada,18105,Iznalloz,306.0,250.0,379.0,129.0,16,1,2024,-3.564781536266522,37.42079147900006
16,Cuenca,16066,Casasimarro,306.0,250.0,400.0,150.0,43,1,2024,-2.0396789114685356,39.38484402900005
24,León,24130,Riaño,306.0,258.0,385.0,127.0,21,1,2024,-5.028494649880546,42.97587345650004
05,Ávila,05057,Cebreros,305.88235294117646,245.76470588235293,410.0,164.23529411764707,119,2,2024,-4.425110942031184,40.458251508000075
23,Jaén,23097,Villanueva del Arzobispo,305.48571428571427,243.88571428571427,364.0285714285714,120.14285714285714,70,2,2024,-2.9578953537969666,38.16436696000005
45,Toledo,45045,Cazalegas,305.2432432432432,219.72972972972974,393.18918918918916,173.45945945945942,74,2,2024,-4.687871003181517,40.007433627500035
36,Pontevedra,36052,Silleda,305.20446096654274,253.0,338.8252788104089,85.82527881040892,269,2,2024,-8.275256930052786,42.682772164000056
43,Tarragona,43149,Tivenys,305.17391304347825,259.82608695652175,373.30434782608694,113.47826086956519,23,2,2024,0.5557647208304166,40.916281323500044
25,Lleida,25232,Torres de Segre,305.0,276.0,400.0,124.0,32,1,2024,0.5369923747390741,41.53286433850005
22,Huesca,22245,Velilla de Cinca,305.0,219.0,501.0,282.0,14,1,2024,0.25291568321292607,41.58116866100005
32,Ourense,32060,Petín,305.0,135.0,345.0,210.0,12,1,2024,-7.106456338177627,42.36143474600004
34,Palencia,34017,Astudillo,305.0,261.0,351.0,90.0,14,1,2024,-4.343910791886653,42.16604469950008
25,Lleida,25202,Senterada,305.0,262.0,357.0,95.0,12,1,2024,0.925986171986095,42.31556874900005
06,Badajoz,06108,Puebla de Sancho Pérez,305.0,262.0,381.0,119.0,16,1,2024,-6.363487595037965,38.40446139850005
