COD_PROVINCIA,PROVINCIA,COD_POSTAL,NOMBRE_MUNICIPIO,median_rent_eur,p25_rent_eur,p75_rent_eur,iqr_rent_eur,rental_homes,dwelling_types,year
29,Málaga,29099,Viñuela,612.0,306.0,925.0,619.0,28,1,2024
11,Cádiz,11016,Chipiona,611.9128630705394,418.78008298755185,1097.1701244813278,678.3900414937759,482,2,2024
07,"Balears, Illes",07049,Sant Joan,611.5384615384615,465.9230769230769,812.3076923076923,346.38461538461536,130,2,2024
28,Madrid,28175,Villamantilla,611.3854166666666,463.9791666666667,742.6875,278.7083333333333,96,2,2024
08,Barcelona,08240,Sant Sadurní d'Anoia,610.5477855477856,500.3706293706294,732.011655011655,231.64102564102558,858,2,2024
17,Girona,17169,Sant Julià de Ramis,610.2824427480916,408.2442748091603,769.6641221374045,361.41984732824426,131,2,2024
46,Valencia/Valéncia,46202,"Pobla de Vallbona, la",609.79203539823,481.12831858407077,792.3672566371681,311.23893805309734,1130,2,2024
46,Valencia/Valéncia,46204,Puig,609.7716535433071,473.7834645669291,765.6929133858267,291.9094488188976,508,2,2024
20,Gipuzkoa,20075,Villabona,609.7119113573407,550.0914127423823,703.7811634349031,153.68975069252076,361,2,2024
29,Málaga,29038,Cártama,609.5543278084715,500.0,766.0128913443831,266.0128913443831,543,2,2024
08,Barcelona,08097,Gualba,609.0093457943925,431.3551401869159,810.0467289719626,378.6915887850467,107,2,2024
17,Girona,17121,Palau-sator,609.0,488.0,923.0,435.0,17,1,2024
20,Gipuzkoa,20034,Eskoriatza,608.3583815028902,524.6011560693642,667.7225433526012,143.12138728323703,173,2,2024
25,Lleida,25140,Montferrer i Castellbò,608.2857142857143,453.57142857142856,786.0,332.42857142857144,35,2,2024
19,Guadalajara,19130,Guadalajara,608.0230496453901,502.6743498817967,716.0460992907801,213.37174940898348,6768,2,2024
07,"Balears, Illes",07006,Artà,607.9128440366973,415.41743119266056,914.5642201834862,499.14678899082566,436,2,2024
17,Girona,17049,Celrà,607.3455882352941,492.3529411764706,712.0661764705883,219.71323529411768,408,2,2024
07,"Balears, Illes",07051,Sant Llorenç des Cardassar,607.1901840490798,479.55828220858893,961.7239263803681,482.16564417177915,489,2,2024
31,Navarra,31258,Villava/Atarrabia,606.0,531.0,685.0,154.0,374,1,2024
25,Lleida,25051,Bellver de Cerdanya,605.775956284153,444.60109289617486,738.5245901639345,293.9234972677596,183,2,2024
48,Bizkaia,48096,Zalla,605.0555555555555,547.1666666666666,694.4444444444445,147.27777777777783,216,2,2024
17,Girona,17213,Vidreres,603.5411471321696,482.2219451371571,750.8478802992519,268.6259351620948,401,2,2024
08,Barcelona,08247,Santa Eulàlia de Riuprimer,603.0373831775701,435.98130841121497,711.018691588785,275.03738317757006,107,2,2024
03,Alicante,03901,"Poblets, els",603.0,500.0,798.0,298.0,96,1,2024
20,Gipuzkoa,20027,Zestoa,602.6540540540541,496.9351351351351,654.972972972973,158.0378378378379,185,2,2024
20,Gipuzkoa,20030,Eibar,602.4747663551402,532.9644859813084,654.8186915887851,121.85420560747673,1605,2,2024
38,Santa Cruz de Tenerife,38011,Candelaria,602.2572931611669,495.4854136776662,724.5729316116691,229.0875179340029,2091,2,2024
01,Araba/Álava,01046,Erriberagoitia/Ribera Alta,602.0,500.0,827.0,327.0,11,1,2024
48,Bizkaia,48097,Zaratamo,602.0,589.0,662.0,73.0,29,1,2024
48,Bizkaia,48065,Ugao-Miraballes,602.0,554.0,675.0,121.0,125,1,2024
48,Bizkaia,48055,Lemoa,602.0,532.0,680.0,148.0,127,1,2024
46,Valencia/Valéncia,46205,Puçol,601.5768169273229,465.26402943882243,846.1711131554738,380.90708371665136,1087,2,2024
20,Gipuzkoa,20049,Lazkao,601.0,526.0,652.0,126.0,289,1,2024
46,Valencia/Valéncia,46199,"Pobla de Farnals, la",600.7308781869689,468.43767705382436,756.456090651558,288.0184135977337,706,2,2024
24,León,24175,Valdefresno,600.0,328.0,700.0,372.0,25,1,2024
39,Cantabria,39099,Villaescusa,600.0,400.0,850.0,450.0,35,1,2024
08,Barcelona,08062,Castellnou de Bages,600.0,480.0,836.0,356.0,17,1,2024
17,Girona,17228,Vilanant,600.0,440.0,759.0,319.0,28,1,2024
17,Girona,17057,Corçà,600.0,500.0,700.0,200.0,62,1,2024
18,Granada,18111,Jun,600.0,449.0,700.0,251.0,46,1,2024
41,Sevilla,41028,Castilleja de Guzmán,600.0,500.0,712.0,212.0,41,1,2024
28,Madrid,28158,Valdemanco,600.0,406.0,900.0,494.0,39,1,2024
48,Bizkaia,48001,Abadiño,600.0,546.0,670.0,124.0,171,1,2024
48,Bizkaia,48056,Lemoiz,600.0,536.0,652.0,116.0,21,1,2024
46,Valencia/Valéncia,46182,Olocau,600.0,475.0,816.0,341.0,63,1,2024
03,Alicante,03004,Aigües,600.0,403.0,813.0,410.0,37,1,2024
17,Girona,17094,Llívia,599.8926174496644,494.28859060402687,756.2080536912752,261.9194630872483,149,2,2024
28,Madrid,28164,Valdetorres de Jarama,599.5934959349594,488.2317073170732,743.7317073170732,255.5,246,2,2024
08,Barcelona,08222,Sant Llorenç d'Hortons,599.179104477612,469.34328358208955,758.6119402985074,289.26865671641787,134,2,2024
29,Málaga,29075,Nerja,599.0777917189461,482.3500627352572,757.5332496863238,275.18318695106655,797,2,2024
20,Gipuzkoa,20043,Idiazabal,599.0,524.0,638.0,114.0,68,1,2024
20,Gipuzkoa,20018,Azpeitia,598.5873261205564,524.1962905718701,656.2658423493045,132.0695517774344,647,2,2024
48,Bizkaia,48002,Abanto y Ciérvana-Abanto Zierbena,598.3566878980891,540.3630573248407,662.1210191082803,121.75796178343955,157,2,2024
17,Girona,17034,Calonge,598.1997533908755,462.70160295930947,730.9839704069051,268.2823674475956,811,2,2024
31,Navarra,31109,Galar,598.0,424.0,667.0,243.0,31,1,2024
31,Navarra,31060,Burlada/Burlata,598.0,499.0,684.0,185.0,791,1,2024
07,"Balears, Illes",07041,Petra,598.0,400.0,881.0,481.0,114,1,2024
17,Girona,17137,Porqueres,597.0365853658536,483.7439024390244,692.5121951219512,208.7682926829268,164,2,2024
08,Barcelona,08275,Tavèrnoles,597.0,299.0,799.0,500.0,12,1,2024
38,Santa Cruz de Tenerife,38038,Santa Cruz de Tenerife,596.9219108865411,465.95927116827437,754.772469759608,288.8131985913337,13062,2,2024
35,"Palmas, Las",35028,Tías,596.6360856269113,480.9480122324159,765.4434250764526,284.4954128440367,1308,2,2024
08,Barcelona,08035,Calella,596.4583579444773,476.5180153573538,718.375664500886,241.85764914353223,1693,2,2024
39,Cantabria,39075,Santander,596.3963998763907,489.7393386897404,724.2318448702101,234.49250618046972,12944,2,2024
28,Madrid,28067,Guadalix de la Sierra,596.3783783783783,460.7837837837838,790.5945945945946,329.8108108108108,407,2,2024
17,Girona,17218,Vilademuls,596.0,383.0,800.0,417.0,48,1,2024
17,Girona,17088,Lladó,596.0,450.0,704.0,254.0,23,1,2024
20,Gipuzkoa,20038,Gabiria,596.0,364.0,815.0,451.0,10,1,2024
20,Gipuzkoa,20074,Bergara,595.0930232558139,501.0,657.2713178294574,156.27131782945742,516,2,2024
17,Girona,17118,Palamós,594.7585227272727,490.7400568181818,711.4161931818181,220.67613636363632,1408,2,2024
48,Bizkaia,48083,Ortuella,594.5253164556962,543.3037974683544,673.0,129.69620253164555,158,2,2024
41,Sevilla,41016,Bollullos de la Mitación,594.0944881889764,492.26377952755905,788.1889763779527,295.92519685039366,254,2,2024
17,Girona,17193,Sils,594.0191693290735,496.5495207667732,698.0862619808307,201.53674121405754,313,2,2024
07,"Balears, Illes",07065,Vilafranca de Bonany,593.6551724137931,435.86206896551727,789.096551724138,353.2344827586207,145,2,2024
35,"Palmas, Las",35016,"Palmas de Gran Canaria, Las",593.5985169029444,454.63101417666303,754.372824427481,299.74181025081793,22925,2,2024
28,Madrid,28145,Talamanca de Jarama,593.5584415584416,488.2077922077922,694.8311688311688,206.62337662337666,308,2,2024
07,"Balears, Illes",07052,Sant Lluís,593.5478468899521,470.5956937799043,789.8923444976076,319.2966507177033,418,2,2024
38,Santa Cruz de Tenerife,38044,"Tanque, El",593.0,394.0,700.0,306.0,32,1,2024
28,Madrid,28147,Titulcia,593.0,480.0,708.0,228.0,29,1,2024
20,Gipuzkoa,20013,Aretxabaleta,593.0,503.0,662.0,159.0,217,1,2024
41,Sevilla,41096,Valencina de la Concepción,592.6038961038961,474.45454545454544,791.512987012987,317.05844155844153,154,2,2024
08,Barcelona,08284,Tordera,592.3664122137404,470.58015267175574,708.1145038167939,237.53435114503816,917,2,2024
19,Guadalajara,19326,Yebes,592.2764705882353,514.5176470588235,685.0941176470589,170.57647058823534,510,2,2024
17,Girona,17148,Riudarenes,592.1081081081081,471.97297297297297,787.8108108108108,315.83783783783787,111,2,2024
48,Bizkaia,48024,Zeanuri,591.2,524.6,650.0,125.39999999999998,25,2,2024
46,Valencia/Valéncia,46214,Riba-roja de Túria,590.7331910352187,465.31163287086446,773.4663820704376,308.15474919957313,937,2,2024
48,Bizkaia,48032,Elorrio,590.6649484536083,536.1752577319587,652.5515463917526,116.37628865979389,194,2,2024
08,Barcelona,08273,Subirats,590.1481481481482,441.0,778.8888888888889,337.8888888888889,108,2,2024
43,Tarragona,43140,Santa Oliva,590.0,469.2564102564103,709.2307692307693,239.974358974359,117,2,2024
09,Burgos,09086,Castrillo del Val,590.0,450.0,1150.0,700.0,11,1,2024
07,"Balears, Illes",07028,Lloret de Vistalegre,589.2621359223301,454.50485436893206,959.9029126213592,505.3980582524271,103,2,2024
48,Bizkaia,48045,Güeñes,589.0,501.0,648.0,147.0,166,1,2024
25,Lleida,25252,Vila-sana,589.0,451.0,798.0,347.0,12,1,2024
18,Granada,18087,Granada,588.1322617185393,458.1967743675495,731.150817196181,272.95404282863154,18539,2,2024
45,Toledo,45168,Toledo,588.0135970333745,484.4604449938195,712.8862793572312,228.42583436341164,6472,2,2024
17,Girona,17025,Bordils,587.26,454.17,719.64,265.46999999999997,100,2,2024
38,Santa Cruz de Tenerife,38035,San Miguel de Abona,587.0909090909091,450.0,754.5454545454545,304.5454545454545,836,2,2024
08,Barcelona,08287,Torrelavit,587.0526315789474,394.7368421052632,722.1052631578947,327.3684210526315,57,2,2024
29,Málaga,29076,Ojén,587.0,481.0,842.0,361.0,225,2,2024
48,Bizkaia,48019,Berriz,587.0,500.0,644.0,144.0,95,1,2024
01,Araba/Álava,01036,Laudio/Llodio,587.0,511.0,649.0,138.0,534,1,2024
28,Madrid,28154,Torres de la Alameda,586.9121813031162,463.0311614730878,715.5694050991501,252.5382436260623,353,2,2024
46,Valencia/Valéncia,46082,Canet d'En Berenguer,586.8739903069467,471.5993537964459,726.3117932148626,254.71243941841675,619,2,2024
50,Zaragoza,50089,Cuarte de Huerva,586.4232209737828,499.20973782771534,694.4943820224719,195.28464419475654,1068,2,2024
08,Barcelona,08155,Palafolls,585.6589147286821,495.50387596899225,709.3333333333334,213.82945736434112,516,2,2024
07,"Balears, Illes",07032,Maó,585.2788203753352,450.0,737.9302949061662,287.9302949061662,2611,2,2024
38,Santa Cruz de Tenerife,38028,Puerto de la Cruz,584.6030237580993,462.1244060475162,732.7278617710583,270.60345572354214,2315,2,2024
08,Barcelona,08013,Avinyonet del Penedès,584.2857142857143,465.12857142857143,732.6428571428571,267.5142857142857,70,2,2024
28,Madrid,28051,Chapinería,584.1111111111111,400.0,743.7222222222222,343.7222222222222,144,2,2024
03,Alicante,03047,Calp,584.0690866510539,464.8126463700234,757.4338407494146,292.62119437939117,1708,2,2024
17,Girona,17217,Viladamat,584.0,400.0,694.0,294.0,12,1,2024
09,Burgos,09131,Fresnillo de las Dueñas,584.0,461.0,650.0,189.0,10,1,2024
28,Madrid,28108,Pedrezuela,583.5391849529781,502.66457680250784,705.3291536050157,202.66457680250784,638,2,2024
08,Barcelona,08227,Sant Martí Sarroca,583.3982300884956,488.0973451327434,708.0884955752213,219.99115044247787,226,2,2024
03,Alicante,03122,San Vicente del Raspeig/Sant Vicent del Raspeig,582.9223300970874,470.4757281553398,708.2718446601941,237.7961165048543,2987,2,2024
52,Melilla,52001,Melilla,582.9167984814932,487.06263840556784,726.2625751344511,239.1999367288833,3161,2,2024
31,Navarra,31098,Esteribar,582.5,430.25,670.25,240.0,52,2,2024
43,Tarragona,43038,Cambrils,582.2227378190255,473.54060324825986,726.8700696055685,253.3294663573086,2586,2,2024
17,Girona,17160,Sant Feliu de Guíxols,582.0244328097731,470.78184991274,727.1151832460733,256.33333333333337,1719,2,2024
17,Girona,17149,Riudaura,582.0,475.0,692.0,217.0,13,1,2024
08,Barcelona,08269,Seva,581.8918918918919,467.8162162162162,827.5405405405405,359.7243243243243,185,2,2024
17,Girona,17103,Maçanet de la Selva,581.7916666666666,465.1666666666667,695.9583333333334,230.79166666666669,336,2,2024
08,Barcelona,08298,Vic,581.4346530438485,479.0674755214985,695.4516815666241,216.38420604512555,4698,2,2024
41,Sevilla,41038,Dos Hermanas,581.4181818181818,481.4734848484849,742.9537878787879,261.48030303030305,3960,2,2024
17,Girona,17003,Albanyà,581.0,226.0,856.0,630.0,10,1,2024
08,Barcelona,08100,Gurb,580.8695652173913,501.0869565217391,781.9565217391304,280.86956521739125,46,2,2024
19,Guadalajara,19293,Uceda,580.6349206349206,455.23809523809524,693.531746031746,238.29365079365078,126,2,2024
28,Madrid,28086,"Molar, El",580.3077939233817,471.8097754293263,702.9220607661823,231.11228533685602,757,2,2024
01,Araba/Álava,01001,Alegría-Dulantzi,580.0603448275862,493.5086206896552,653.4827586206897,159.97413793103448,116,2,2024
08,Barcelona,08163,Pineda de Mar,579.7147071217868,491.0198061525495,682.2503160556258,191.23050990307632,2373,2,2024
31,Navarra,31101,Ezcabarte,579.5384615384615,452.5769230769231,688.3846153846154,235.80769230769226,52,2,2024
08,Barcelona,08083,Folgueroles,579.5,459.0,731.0,272.0,112,2,2024
