CODIGO,DESCRIPCION,mode,COD_PROVINCIA,POBLACION,node_weight,source,LATITUD,LONGITUD
17000,MADRID-CHAMARTÍN-CLARA CAMPOAMOR,Larga distancia,28,MADRID,2.0,Renfe Data GTFS alta/larga/media,40.4711789,-3.6829524
18000,MADRID-ATOCHA CERCANÍAS,Larga distancia,28,MADRID,2.0,Renfe Data GTFS alta/larga/media,40.4066191,-3.6894391
35001,LEGANÉS,Larga distancia,28,LEGANÉS,2.0,Renfe Data GTFS alta/larga/media,40.328643,-3.7713161
35105,TORRIJOS,Larga distancia,45,TORRIJOS,2.0,Renfe Data GTFS alta/larga/media,39.979003,-4.283037
35200,TALAVERA DE LA REINA,Larga distancia,45,TALAVERA DE LA REINA,2.0,Renfe Data GTFS alta/larga/media,39.970674,-4.826512
35203,OROPESA DE TOLEDO,Larga distancia,45,OROPESA,2.0,Renfe Data GTFS alta/larga/media,39.921746,-5.186137
35206,NAVALMORAL DE LA MATA,Larga distancia,10,NAVALMORAL DE LA MATA,2.0,Renfe Data GTFS alta/larga/media,39.894913,-5.545607
30000,MONFRAGÜE,Larga distancia,10,MALPARTIDA DE PLASENCIA,2.0,Renfe Data GTFS alta/larga/media,39.937464,-6.10091
35400,CÁCERES,Larga distancia,10,CÁCERES,2.0,Renfe Data GTFS alta/larga/media,39.461131,-6.385679
37500,MÉRIDA,Larga distancia,06,MÉRIDA,2.0,Renfe Data GTFS alta/larga/media,38.921503,-6.343794
37603,MONTIJO,Larga distancia,06,MONTIJO,2.0,Renfe Data GTFS alta/larga/media,38.913539,-6.598577
37606,BADAJOZ,Larga distancia,06,BADAJOZ,2.0,Renfe Data GTFS alta/larga/media,38.890696,-6.981753
30002,PLASENCIA,Larga distancia,10,PLASENCIA,2.0,Renfe Data GTFS alta/larga/media,40.022282,-6.099397
60400,ALCÁZAR DE SAN JUAN,Larga distancia,13,ALCÁZAR DE SAN JUAN,2.0,Renfe Data GTFS alta/larga/media,39.395628,-3.205744
50207,VILCHES,Larga distancia,23,VILCHES,2.0,Renfe Data GTFS alta/larga/media,38.215742,-3.517576
50300,LINARES-BAEZA,Larga distancia,23,LINARES,2.0,Renfe Data GTFS alta/larga/media,38.068864,-3.589396
56004,JÓDAR-ÚBEDA,Larga distancia,23,JÓDAR,2.0,Renfe Data GTFS alta/larga/media,37.913343,-3.34892
56009,CABRA DEL SANTO CRISTO Y ALICÚN,Larga distancia,23,CABRA DEL SANTO CRISTO,2.0,Renfe Data GTFS alta/larga/media,37.6567129,-3.262623
56100,MOREDA,Larga distancia,18,MORELÁBOR,2.0,Renfe Data GTFS alta/larga/media,37.431216,-3.310516
56200,GUADIX,Larga distancia,18,GUADIX,2.0,Renfe Data GTFS alta/larga/media,37.316873,-3.127209
56310,HUERCAL-VIATOR,Larga distancia,04,HUÉRCAL DE ALMERÍA,2.0,Renfe Data GTFS alta/larga/media,36.885155,-2.436718
56312,ALMERÍA,Larga distancia,04,ALMERÍA,2.0,Renfe Data GTFS alta/larga/media,36.834951,-2.455519
11200,MIRANDA DE EBRO,Larga distancia,09,MIRANDA DE EBRO,2.0,Renfe Data GTFS alta/larga/media,42.691024,-2.940366
13106,LLODIO,Larga distancia,01,LAUDIO/LLODIO,2.0,Renfe Data GTFS alta/larga/media,43.1423514,-2.9606511
13200,BILBAO-INTERMOD. ABANDO INDALECIO PRIETO,Larga distancia,48,BILBAO,2.0,Renfe Data GTFS alta/larga/media,43.2601304,-2.9285592
11511,SAN SEBASTIÁN-DONOSTIA,Larga distancia,20,DONOSTIA/SAN SEBASTIÁN,2.0,Renfe Data GTFS alta/larga/media,43.3176961,-1.9767172
11400,ZUMARRAGA,Larga distancia,20,ZUMARRAGA,2.0,Renfe Data GTFS alta/larga/media,43.0870824,-2.3202298
11300,ALTSASU,Larga distancia,31,ALTSASU/ALSASUA,2.0,Renfe Data GTFS alta/larga/media,42.894847,-2.181237
11208,VITORIA-GASTEIZ,Larga distancia,01,VITORIA-GASTEIZ,2.0,Renfe Data GTFS alta/larga/media,42.841517,-2.672601
22308,VIGO-GUIXAR,Media distancia,36,VIGO,2.0,Renfe Data GTFS alta/larga/media,42.2392656,-8.7146089
22402,VALENÇA DO MINHO,Media distancia,36,TUI,2.0,Renfe Data GTFS alta/larga/media,42.024734,-8.639745
81002,HARO,Larga distancia,26,HARO,2.0,Renfe Data GTFS alta/larga/media,42.583635,-2.849396
81100,LOGROÑO,Larga distancia,26,LOGROÑO,2.0,Renfe Data GTFS alta/larga/media,42.457459,-2.442193
81108,CALAHORRA,Larga distancia,26,CALAHORRA,2.0,Renfe Data GTFS alta/larga/media,42.310458,-1.957755
81200,CASTEJÓN DE EBRO,Larga distancia,31,CASTEJÓN,2.0,Renfe Data GTFS alta/larga/media,42.172719,-1.692114
81202,TUDELA DE NAVARRA,Larga distancia,31,TUDELA,2.0,Renfe Data GTFS alta/larga/media,42.059434,-1.597931
04040,ZARAGOZA DELICIAS,Larga distancia,50,ZARAGOZA,2.0,Renfe Data GTFS alta/larga/media,41.6586576,-0.9112693
78400,LLEIDA-PIRINEUS,Larga distancia,25,LLEIDA,2.0,Renfe Data GTFS alta/larga/media,41.62013,0.63365328
04104,CAMP DE TARRAGONA,Larga distancia,43,TARRAGONA,2.0,Renfe Data GTFS alta/larga/media,41.192066,1.272666
71801,BARCELONA-SANTS,Larga distancia,08,BARCELONA,2.0,Renfe Data GTFS alta/larga/media,41.3798632,2.14101688
65000,VALÈNCIA-ESTACIÓ DEL NORD,Larga distancia,46,VALENCIA,2.0,Renfe Data GTFS alta/larga/media,39.4669305,-0.3772239
65300,CASTELLÓ DE LA PLANA,Larga distancia,12,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,2.0,Renfe Data GTFS alta/larga/media,39.9884736,-0.0523456
65311,BENICARLÓ-PEÑÍSCOLA,Larga distancia,12,BENICARLÓ,2.0,Renfe Data GTFS alta/larga/media,40.427639,0.415217
65312,VINARÒS,Larga distancia,12,VINARÒS,2.0,Renfe Data GTFS alta/larga/media,40.471682,0.455727
65402,L'ALDEA-AMPOSTA-TORTOSA,Larga distancia,43,ALDEA (L'),2.0,Renfe Data GTFS alta/larga/media,40.753564,0.61430923
80108,TAFALLA,Larga distancia,31,TAFALLA,2.0,Renfe Data GTFS alta/larga/media,42.525756,-1.671467
80100,PAMPLONA/IRUÑA,Larga distancia,31,PAMPLONA/IRUÑA,2.0,Renfe Data GTFS alta/larga/media,42.824877,-1.661419
20309,LUGO,Larga distancia,27,LUGO,2.0,Renfe Data GTFS alta/larga/media,43.015222,-7.552176
20305,SARRIA,Larga distancia,27,SARRIA,2.0,Renfe Data GTFS alta/larga/media,42.784049,-7.418822
20300,MONFORTE DE LEMOS,Larga distancia,27,MONFORTE DE LEMOS,2.0,Renfe Data GTFS alta/larga/media,42.529682,-7.503589
22100,OURENSE,Larga distancia,32,OURENSE,2.0,Renfe Data GTFS alta/larga/media,42.350389,-7.872777
70600,CALATAYUD,Larga distancia,50,CALATAYUD,2.0,Renfe Data GTFS alta/larga/media,41.346692,-1.63868
04007,GUADALAJARA-YEBES,Larga distancia,19,YEBES,2.0,Renfe Data GTFS alta/larga/media,40.587315,-3.124301
60000,MADRID-PUERTA DE ATOCHA-ALMUDENA GRANDES,Larga distancia,28,MADRID,2.0,Renfe Data GTFS alta/larga/media,40.406442,-3.690886
08223,VIGO URZAIZ,Larga distancia,36,VIGO,2.0,Renfe Data GTFS alta/larga/media,42.234189,-8.713728
23004,PONTEVEDRA,Larga distancia,36,PONTEVEDRA,2.0,Renfe Data GTFS alta/larga/media,42.421969,-8.635546
23008,VILAGARCÍA DE AROUSA,Larga distancia,36,VILAGARCÍA DE AROUSA,2.0,Renfe Data GTFS alta/larga/media,42.602189,-8.762523
31400,SANTIAGO DE COMPOSTELA-DANIEL CASTELAO,Larga distancia,15,SANTIAGO DE COMPOSTELA,2.0,Renfe Data GTFS alta/larga/media,42.870842,-8.544697
20216,SAN CLODIO-QUIROGA,Larga distancia,27,RIBAS DE SIL,2.0,Renfe Data GTFS alta/larga/media,42.465271,-7.287198
20213,A RÚA-PETÍN,Larga distancia,32,RÚA (A),2.0,Renfe Data GTFS alta/larga/media,42.39276,-7.113284
20211,O BARCO DE VALDEORRAS,Larga distancia,32,BARCO DE VALDEORRAS (O),2.0,Renfe Data GTFS alta/larga/media,42.418301,-6.98503
20200,PONFERRADA,Larga distancia,24,PONFERRADA,2.0,Renfe Data GTFS alta/larga/media,42.545429,-6.602376
20111,BEMBIBRE,Larga distancia,24,BEMBIBRE,2.0,Renfe Data GTFS alta/larga/media,42.609558,-6.422048
20100,ASTORGA,Larga distancia,24,ASTORGA,2.0,Renfe Data GTFS alta/larga/media,42.459489,-6.047212
15100,LEÓN,Larga distancia,24,LEÓN,2.0,Renfe Data GTFS alta/larga/media,42.596048,-5.582428
14100,PALENCIA,Larga distancia,34,PALENCIA,2.0,Renfe Data GTFS alta/larga/media,42.015711,-4.534135
11014,BURGOS-ROSA MANZANO,Larga distancia,09,BURGOS,2.0,Renfe Data GTFS alta/larga/media,42.371197,-3.666308
30100,SALAMANCA,Larga distancia,37,SALAMANCA,2.0,Renfe Data GTFS alta/larga/media,40.972235,-5.64899
32004,CANTALAPIEDRA,Larga distancia,37,CANTALAPIEDRA,2.0,Renfe Data GTFS alta/larga/media,41.133585,-5.182961
32003,FRESNO EL VIEJO,Larga distancia,47,FRESNO EL VIEJO,2.0,Renfe Data GTFS alta/larga/media,41.191351,-5.138061
32002,EL CARPIO,Larga distancia,47,CARPIO,2.0,Renfe Data GTFS alta/larga/media,41.215464,-5.114466
10500,MEDINA DEL CAMPO,Larga distancia,47,MEDINA DEL CAMPO,2.0,Renfe Data GTFS alta/larga/media,41.317617,-4.909923
10600,VALLADOLID-CAMPO GRANDE,Larga distancia,47,VALLADOLID,2.0,Renfe Data GTFS alta/larga/media,41.642167,-4.726986
10504,VIANA,Larga distancia,47,VIANA DE CEGA,2.0,Renfe Data GTFS alta/larga/media,41.52407,-4.754489
10503,VALDESTILLAS,Larga distancia,47,VALDESTILLAS,2.0,Renfe Data GTFS alta/larga/media,41.488729,-4.772937
10502,MATAPOZUELOS,Larga distancia,47,MATAPOZUELOS,2.0,Renfe Data GTFS alta/larga/media,41.422794,-4.801025
10501,POZALDEZ,Larga distancia,47,POZALDEZ,2.0,Renfe Data GTFS alta/larga/media,41.36792,-4.836001
50500,CÓRDOBA-JULIO ANGUITA,Larga distancia,14,CÓRDOBA,2.0,Renfe Data GTFS alta/larga/media,37.888291,-4.789453
50102,VALDEPEÑAS,Larga distancia,13,VALDEPEÑAS,2.0,Renfe Data GTFS alta/larga/media,38.762868,-3.39572
50100,MANZANARES,Larga distancia,13,MANZANARES,2.0,Renfe Data GTFS alta/larga/media,39.005837,-3.370507
60406,SOCUÉLLAMOS,Larga distancia,13,SOCUÉLLAMOS,2.0,Renfe Data GTFS alta/larga/media,39.278776,-2.775571
60500,VILLARROBLEDO,Larga distancia,02,VILLARROBLEDO,2.0,Renfe Data GTFS alta/larga/media,39.260868,-2.598621
60600,ALBACETE-LOS LLANOS,Larga distancia,02,ALBACETE,2.0,Renfe Data GTFS alta/larga/media,38.999384,-1.84845
64100,XÀTIVA,Larga distancia,46,XÀTIVA,2.0,Renfe Data GTFS alta/larga/media,38.992148,-0.5245402
65422,CAMBRILS,Larga distancia,43,CAMBRILS,2.0,Renfe Data GTFS alta/larga/media,41.0815642,1.04603752
81109,RINCÓN DE SOTO,Larga distancia,26,RINCÓN DE SOTO,2.0,Renfe Data GTFS alta/larga/media,42.230011,-1.847473
81110,ALFARO,Larga distancia,26,ALFARO,2.0,Renfe Data GTFS alta/larga/media,42.186525,-1.747985
60911,ALICANTE/ALACANT-TERMINAL,Larga distancia,03,ALICANTE/ALACANT,2.0,Renfe Data GTFS alta/larga/media,38.3447127,-0.4955241
04307,FIGUERES-VILAFANT,Larga distancia,17,VILAFANT,2.0,Renfe Data GTFS alta/larga/media,42.264771,2.943547
79300,GIRONA,Larga distancia,17,GIRONA,2.0,Renfe Data GTFS alta/larga/media,41.9793629,2.81693689
71500,TARRAGONA,Larga distancia,43,TARRAGONA,2.0,Renfe Data GTFS alta/larga/media,41.1115636,1.25322776
65304,ORPESA,Larga distancia,12,OROPESA DEL MAR/ORPESA,2.0,Renfe Data GTFS alta/larga/media,40.092258,0.139861
65200,SAGUNT,Larga distancia,46,SAGUNTO/SAGUNT,2.0,Renfe Data GTFS alta/larga/media,39.6758025,-0.271542
65318,BENICÀSSIM,Larga distancia,12,BENICASIM/BENICÀSSIM,2.0,Renfe Data GTFS alta/larga/media,40.0579451,0.0577646
60902,VILLENA,Larga distancia,03,VILLENA,2.0,Renfe Data GTFS alta/larga/media,38.631738,-0.867689
60905,ELDA-PETRER,Larga distancia,03,ELDA,2.0,Renfe Data GTFS alta/larga/media,38.484879,-0.80109
61307,CARTAGENA,Larga distancia,30,CARTAGENA,2.0,Renfe Data GTFS alta/larga/media,37.604967,-0.975122
61304,TORRE-PACHECO,Larga distancia,30,TORRE-PACHECO,2.0,Renfe Data GTFS alta/larga/media,37.746905,-0.967078
61303,BALSICAS-MAR MENOR,Larga distancia,30,TORRE-PACHECO,2.0,Renfe Data GTFS alta/larga/media,37.81884,-0.950891
61200,MURCIA DEL CARMEN,Larga distancia,30,MURCIA,2.0,Renfe Data GTFS alta/larga/media,37.9748243,-1.131508
62002,ORIHUELA-MIGUEL HERNÁNDEZ,Larga distancia,03,ORIHUELA,2.0,Renfe Data GTFS alta/larga/media,38.0779321,-0.944606
62103,ELCHE/ELX-PARC,Larga distancia,03,ELCHE/ELX,2.0,Renfe Data GTFS alta/larga/media,38.2717809,-0.6952193
06006,LORCA-SUTULLENA,Larga distancia,30,LORCA,2.0,Renfe Data GTFS alta/larga/media,37.6721129,-1.6962305
06003,TOTANA,Larga distancia,30,TOTANA,2.0,Renfe Data GTFS alta/larga/media,37.7635424,-1.4956153
06002,ALHAMA DE MURCIA,Larga distancia,30,ALHAMA DE MURCIA,2.0,Renfe Data GTFS alta/larga/media,37.8494024,-1.4145141
51003,SEVILLA-SANTA JUSTA,Alta velocidad,41,SEVILLA,2.0,Renfe Data GTFS alta/larga/media,37.3924955,-5.9749269
50500,CÓRDOBA-JULIO ANGUITA,Alta velocidad,14,CÓRDOBA,2.0,Renfe Data GTFS alta/larga/media,37.888291,-4.789453
37300,PUERTOLLANO,Alta velocidad,13,PUERTOLLANO,2.0,Renfe Data GTFS alta/larga/media,38.69128,-4.111655
37200,CIUDAD REAL,Alta velocidad,13,CIUDAD REAL,2.0,Renfe Data GTFS alta/larga/media,38.9853,-3.913633
60000,MADRID-PUERTA DE ATOCHA-ALMUDENA GRANDES,Alta velocidad,28,MADRID,2.0,Renfe Data GTFS alta/larga/media,40.406442,-3.690886
54413,MÁLAGA MARÍA ZAMBRANO,Alta velocidad,29,MÁLAGA,2.0,Renfe Data GTFS alta/larga/media,36.7113388,-4.4313888
02003,ANTEQUERA-SANTA ANA,Alta velocidad,29,ANTEQUERA,2.0,Renfe Data GTFS alta/larga/media,37.069881,-4.719014
02002,PUENTE GENIL-HERRERA,Alta velocidad,14,PUENTE GENIL,2.0,Renfe Data GTFS alta/larga/media,37.3579,-4.821638
37704,VILLANUEVA DE CÓRDOBA,Alta velocidad,14,VILLANUEVA DE CÓRDOBA,2.0,Renfe Data GTFS alta/larga/media,38.2554049,-4.570952
05000,GRANADA,Alta velocidad,18,GRANADA,2.0,Renfe Data GTFS alta/larga/media,37.184038,-3.609154
05012,LOJA,Alta velocidad,18,LOJA,2.0,Renfe Data GTFS alta/larga/media,37.175372,-4.134841
02030,ANTEQUERA AV,Alta velocidad,29,ANTEQUERA,2.0,Renfe Data GTFS alta/larga/media,37.0334437,-4.5612901
37200,CIUDAD REAL,Larga distancia,13,CIUDAD REAL,2.0,Renfe Data GTFS alta/larga/media,38.9853,-3.913633
37300,PUERTOLLANO,Larga distancia,13,PUERTOLLANO,2.0,Renfe Data GTFS alta/larga/media,38.69128,-4.111655
51003,SEVILLA-SANTA JUSTA,Larga distancia,41,SEVILLA,2.0,Renfe Data GTFS alta/larga/media,37.3924955,-5.9749269
51300,JEREZ DE LA FRONTERA,Larga distancia,11,JEREZ DE LA FRONTERA,2.0,Renfe Data GTFS alta/larga/media,36.680022,-6.1266032
51400,PUERTO DE SANTA MARÍA,Larga distancia,11,PUERTO DE SANTA MARÍA (EL),2.0,Renfe Data GTFS alta/larga/media,36.6040723,-6.2179261
51406,SAN FERNANDO-BAHÍA SUR,Larga distancia,11,SAN FERNANDO,2.0,Renfe Data GTFS alta/larga/media,36.4680834,-6.2067676
51405,CÁDIZ,Larga distancia,11,CÁDIZ,2.0,Renfe Data GTFS alta/larga/media,36.528935,-6.2879716
05000,GRANADA,Larga distancia,18,GRANADA,2.0,Renfe Data GTFS alta/larga/media,37.184038,-3.609154
02030,ANTEQUERA AV,Larga distancia,29,ANTEQUERA,2.0,Renfe Data GTFS alta/larga/media,37.0334437,-4.5612901
43019,HUELVA,Larga distancia,21,HUELVA,2.0,Renfe Data GTFS alta/larga/media,37.253079,-6.950971
43011,LA PALMA DEL CONDADO,Larga distancia,21,PALMA DEL CONDADO (LA),2.0,Renfe Data GTFS alta/larga/media,37.390665,-6.554444
71801,BARCELONA-SANTS,Alta velocidad,08,BARCELONA,2.0,Renfe Data GTFS alta/larga/media,41.3798632,2.14101688
04040,ZARAGOZA DELICIAS,Alta velocidad,50,ZARAGOZA,2.0,Renfe Data GTFS alta/larga/media,41.6586576,-0.9112693
04104,CAMP DE TARRAGONA,Alta velocidad,43,TARRAGONA,2.0,Renfe Data GTFS alta/larga/media,41.192066,1.272666
78400,LLEIDA-PIRINEUS,Alta velocidad,25,LLEIDA,2.0,Renfe Data GTFS alta/larga/media,41.62013,0.63365328
70600,CALATAYUD,Alta velocidad,50,CALATAYUD,2.0,Renfe Data GTFS alta/larga/media,41.346692,-1.63868
04007,GUADALAJARA-YEBES,Alta velocidad,19,YEBES,2.0,Renfe Data GTFS alta/larga/media,40.587315,-3.124301
79300,GIRONA,Alta velocidad,17,GIRONA,2.0,Renfe Data GTFS alta/larga/media,41.9793629,2.81693689
04307,FIGUERES-VILAFANT,Alta velocidad,17,VILAFANT,2.0,Renfe Data GTFS alta/larga/media,42.264771,2.943547
74200,HUESCA,Alta velocidad,22,HUESCA,2.0,Renfe Data GTFS alta/larga/media,42.133594,-0.409745
78200,TARDIENTA,Alta velocidad,22,TARDIENTA,2.0,Renfe Data GTFS alta/larga/media,41.975716,-0.538223
03208,CUENCA-FERNANDO ZÓBEL,Alta velocidad,16,CUENCA,2.0,Renfe Data GTFS alta/larga/media,40.035192,-2.14441
03216,VALÈNCIA-JOAQUÍN SOROLLA,Alta velocidad,46,VALENCIA,2.0,Renfe Data GTFS alta/larga/media,39.459051,-0.382923
11500,TOLOSA,Larga distancia,20,TOLOSA,2.0,Renfe Data GTFS alta/larga/media,43.1354472,-2.0790886
15410,GIJÓN-SANZ CRESPO,Alta velocidad,33,GIJÓN,2.0,Renfe Data GTFS alta/larga/media,43.5377329,-5.6758089
15211,OVIEDO,Alta velocidad,33,OVIEDO,2.0,Renfe Data GTFS alta/larga/media,43.3663577,-5.854838
15100,LEÓN,Alta velocidad,24,LEÓN,2.0,Renfe Data GTFS alta/larga/media,42.596048,-5.582428
10600,VALLADOLID-CAMPO GRANDE,Alta velocidad,47,VALLADOLID,2.0,Renfe Data GTFS alta/larga/media,41.642167,-4.726986
17000,MADRID-CHAMARTÍN-CLARA CAMPOAMOR,Alta velocidad,28,MADRID,2.0,Renfe Data GTFS alta/larga/media,40.4711789,-3.6829524
15122,POLA DE LENA,Larga distancia,33,LENA,2.0,Renfe Data GTFS alta/larga/media,43.15872,-5.8310263
15211,OVIEDO,Larga distancia,33,OVIEDO,2.0,Renfe Data GTFS alta/larga/media,43.3663577,-5.854838
15410,GIJÓN-SANZ CRESPO,Larga distancia,33,GIJÓN,2.0,Renfe Data GTFS alta/larga/media,43.5377329,-5.6758089
14223,SANTANDER,Larga distancia,39,SANTANDER,2.0,Renfe Data GTFS alta/larga/media,43.4583981,-3.8109529
14213,TORRELAVEGA,Larga distancia,39,TORRELAVEGA,2.0,Renfe Data GTFS alta/larga/media,43.3276776,-4.0426871
14202,REINOSA,Larga distancia,39,REINOSA,2.0,Renfe Data GTFS alta/larga/media,42.9944991,-4.1409454
14114,AGUILAR DE CAMPOO,Larga distancia,34,AGUILAR DE CAMPOO,2.0,Renfe Data GTFS alta/larga/media,42.785362,-4.233899
08004,SEGOVIA-GUIOMAR,Larga distancia,40,SEGOVIA,2.0,Renfe Data GTFS alta/larga/media,40.910577,-4.094564
03208,CUENCA-FERNANDO ZÓBEL,Larga distancia,16,CUENCA,2.0,Renfe Data GTFS alta/larga/media,40.035192,-2.14441
03309,VILLENA ALTA VELOCIDAD,Larga distancia,03,VILLENA,2.0,Renfe Data GTFS alta/larga/media,38.585302,-0.873295
15203,MIERES-PUENTE,Larga distancia,33,MIERES,2.0,Renfe Data GTFS alta/larga/media,43.2500266,-5.7822622
11600,IRUN,Larga distancia,20,IRUN,2.0,Renfe Data GTFS alta/larga/media,43.3395365,-1.8012519
20104,BRAÑUELAS,Larga distancia,24,VILLAGATÓN,2.0,Renfe Data GTFS alta/larga/media,42.632631,-6.201002
20005,VEGUELLINA,Larga distancia,24,VILLAREJO DE ÓRBIGO,2.0,Renfe Data GTFS alta/larga/media,42.4335,-5.88756
16403,AVILÉS,Larga distancia,33,AVILÉS,2.0,Renfe Data GTFS alta/larga/media,43.561339,-5.9228329
14100,PALENCIA,Alta velocidad,34,PALENCIA,2.0,Renfe Data GTFS alta/larga/media,42.015711,-4.534135
08004,SEGOVIA-GUIOMAR,Alta velocidad,40,SEGOVIA,2.0,Renfe Data GTFS alta/larga/media,40.910577,-4.094564
08251,A GUDIÑA-PORTA DE GALICIA,Larga distancia,32,GUDIÑA (A),2.0,Renfe Data GTFS alta/larga/media,42.0635401,-7.1355604
08247,SANABRIA AV,Larga distancia,49,PUEBLA DE SANABRIA,2.0,Renfe Data GTFS alta/larga/media,42.0450532,-6.5631319
30200,ZAMORA,Larga distancia,49,ZAMORA,2.0,Renfe Data GTFS alta/larga/media,41.515892,-5.739675
08240,MEDINA DEL CAMPO AV,Larga distancia,47,MEDINA DEL CAMPO,2.0,Renfe Data GTFS alta/larga/media,41.317459,-4.910071
15122,POLA DE LENA,Alta velocidad,33,LENA,2.0,Renfe Data GTFS alta/larga/media,43.15872,-5.8310263
15203,MIERES-PUENTE,Alta velocidad,33,MIERES,2.0,Renfe Data GTFS alta/larga/media,43.2500266,-5.7822622
31412,A CORUÑA,Alta velocidad,15,CORUÑA (A),2.0,Renfe Data GTFS alta/larga/media,43.3496932,-8.4155629
31400,SANTIAGO DE COMPOSTELA-DANIEL CASTELAO,Alta velocidad,15,SANTIAGO DE COMPOSTELA,2.0,Renfe Data GTFS alta/larga/media,42.870842,-8.544697
22100,OURENSE,Alta velocidad,32,OURENSE,2.0,Renfe Data GTFS alta/larga/media,42.350389,-7.872777
30200,ZAMORA,Alta velocidad,49,ZAMORA,2.0,Renfe Data GTFS alta/larga/media,41.515892,-5.739675
20102,VEGA-MAGAZ,Larga distancia,24,MAGAZ DE CEPEDA,2.0,Renfe Data GTFS alta/larga/media,42.55376,-6.068267
20109,TORRE DEL BIERZO,Larga distancia,24,TORRE DEL BIERZO,2.0,Renfe Data GTFS alta/larga/media,42.595578,-6.329083
20113,SAN MIGUEL DE LAS DUEÑAS,Larga distancia,24,CONGOSTO,2.0,Renfe Data GTFS alta/larga/media,42.586392,-6.523776
08223,VIGO URZAIZ,Alta velocidad,36,VIGO,2.0,Renfe Data GTFS alta/larga/media,42.234189,-8.713728
23004,PONTEVEDRA,Alta velocidad,36,PONTEVEDRA,2.0,Renfe Data GTFS alta/larga/media,42.421969,-8.635546
08240,MEDINA DEL CAMPO AV,Alta velocidad,47,MEDINA DEL CAMPO,2.0,Renfe Data GTFS alta/larga/media,41.317459,-4.910071
08247,SANABRIA AV,Alta velocidad,49,PUEBLA DE SANABRIA,2.0,Renfe Data GTFS alta/larga/media,42.0450532,-6.5631319
08251,A GUDIÑA-PORTA DE GALICIA,Alta velocidad,32,GUDIÑA (A),2.0,Renfe Data GTFS alta/larga/media,42.0635401,-7.1355604
23008,VILAGARCÍA DE AROUSA,Alta velocidad,36,VILAGARCÍA DE AROUSA,2.0,Renfe Data GTFS alta/larga/media,42.602189,-8.762523
60911,ALICANTE/ALACANT-TERMINAL,Alta velocidad,03,ALICANTE/ALACANT,2.0,Renfe Data GTFS alta/larga/media,38.3447127,-0.4955241
03309,VILLENA ALTA VELOCIDAD,Alta velocidad,03,VILLENA,2.0,Renfe Data GTFS alta/larga/media,38.585302,-0.873295
60600,ALBACETE-LOS LLANOS,Alta velocidad,02,ALBACETE,2.0,Renfe Data GTFS alta/larga/media,38.999384,-1.84845
03213,REQUENA-UTIEL,Alta velocidad,46,REQUENA,2.0,Renfe Data GTFS alta/larga/media,39.519834,-1.127601
11014,BURGOS-ROSA MANZANO,Alta velocidad,09,BURGOS,2.0,Renfe Data GTFS alta/larga/media,42.371197,-3.666308
03410,ELCHE/ELX AV,Alta velocidad,03,ELCHE/ELX,2.0,Renfe Data GTFS alta/larga/media,38.24551,-0.76675
62002,ORIHUELA-MIGUEL HERNÁNDEZ,Alta velocidad,03,ORIHUELA,2.0,Renfe Data GTFS alta/larga/media,38.0779321,-0.944606
61200,MURCIA DEL CARMEN,Alta velocidad,30,MURCIA,2.0,Renfe Data GTFS alta/larga/media,37.9748243,-1.131508
65300,CASTELLÓ DE LA PLANA,Alta velocidad,12,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,2.0,Renfe Data GTFS alta/larga/media,39.9884736,-0.0523456
65200,SAGUNT,Alta velocidad,46,SAGUNTO/SAGUNT,2.0,Renfe Data GTFS alta/larga/media,39.6758025,-0.271542
92102,TOLEDO,Alta velocidad,45,TOLEDO,2.0,Renfe Data GTFS alta/larga/media,39.862272,-4.011244
62001,BENIEL,Alta velocidad,30,BENIEL,2.0,Renfe Data GTFS alta/larga/media,38.0448608,-0.9994759
03412,CALLOSA DE SEGURA-COX,Alta velocidad,03,CALLOSA DE SEGURA,2.0,Renfe Data GTFS alta/larga/media,38.1227708,-0.8745727
99159,SANTIAGO-TURÍSTICO,Alta velocidad,15,SANTIAGO DE COMPOSTELA,2.0,Renfe Data GTFS alta/larga/media,42.870842,-8.544697
08223,VIGO URZAIZ,Media distancia,36,VIGO,2.0,Renfe Data GTFS alta/larga/media,42.234189,-8.713728
08224,REDONDELA AV,Media distancia,36,REDONDELA,2.0,Renfe Data GTFS alta/larga/media,42.286005,-8.619402
23004,PONTEVEDRA,Media distancia,36,PONTEVEDRA,2.0,Renfe Data GTFS alta/larga/media,42.421969,-8.635546
23008,VILAGARCÍA DE AROUSA,Media distancia,36,VILAGARCÍA DE AROUSA,2.0,Renfe Data GTFS alta/larga/media,42.602189,-8.762523
23021,PADRÓN BARBANZA,Media distancia,15,PADRÓN,2.0,Renfe Data GTFS alta/larga/media,42.738967,-8.652614
31400,SANTIAGO DE COMPOSTELA-DANIEL CASTELAO,Media distancia,15,SANTIAGO DE COMPOSTELA,2.0,Renfe Data GTFS alta/larga/media,42.870842,-8.544697
31416,CERCEDA-MEIRAMA,Media distancia,15,CERCEDA,2.0,Renfe Data GTFS alta/larga/media,43.2078791,-8.4467723
31412,A CORUÑA,Media distancia,15,CORUÑA (A),2.0,Renfe Data GTFS alta/larga/media,43.3496932,-8.4155629
23002,ARCADE,Media distancia,36,SOUTOMAIOR,2.0,Renfe Data GTFS alta/larga/media,42.340549,-8.611178
