COD_PROVINCIA,PROVINCIA,year,rental_homes,municipalities,municipal_rent_q25,municipal_rent_q75,rent_eur_month,municipal_spread_eur,province_name,baseline_year,rent_index
39,Cantabria,2022,27366,66,380.2241379310345,450.6367924528302,490.08342468756854,70.41265452179573,Cantabria,2019,107.50272542940435
39,Cantabria,2023,28728,68,399.0783783783784,475.32824764521195,508.880186577555,76.24986926683357,Cantabria,2019,111.62590738298566
39,Cantabria,2024,29444,69,408.0,493.22033898305085,539.09754109496,85.22033898305085,Cantabria,2019,118.25426452025971
40,Segovia,2019,6703,38,307.24365884591,385.54818866241703,410.23780396837236,78.30452981650706,Segovia,2019,99.99946469587859
40,Segovia,2020,7035,38,323.12845528455284,406.6615853658536,417.3876332622601,83.53313008130078,Segovia,2019,101.7423052998879
40,Segovia,2021,7336,40,324.78092783505156,415.25,431.6503544165758,90.46907216494844,Segovia,2019,105.21898264834628
40,Segovia,2022,7573,44,333.1363636363636,420.32024793388433,446.49610458206786,87.1838842975207,Segovia,2019,108.83777900303917
40,Segovia,2023,8003,42,347.6010638297872,449.75,466.1471948019493,102.14893617021278,Segovia,2019,113.62792384992915
40,Segovia,2024,8456,42,358.5,484.29920212765956,496.3777199621571,125.79920212765956,Segovia,2019,120.99690911714048
41,Sevilla,2019,47896,79,301.07653061224494,424.2280759904402,511.32917153833307,123.15154537819524,Sevilla,2019,99.99983797906108
41,Sevilla,2020,49923,80,300.0,441.8344617612213,524.3106984756525,141.8344617612213,Sevilla,2019,102.5386146863381
41,Sevilla,2021,52645,84,307.46982758620686,450.0,542.2433469465286,142.53017241379314,Sevilla,2019,106.04567440723771
41,Sevilla,2022,55684,86,311.69747899159665,456.4936102236422,549.4943430788018,144.79613123204552,Sevilla,2019,107.46374026143621
41,Sevilla,2023,59187,86,316.2235576923077,480.5148972120529,582.5668981364151,164.29133951974524,Sevilla,2019,113.93168758657133
41,Sevilla,2024,62498,89,340.0,488.4952380952381,606.2342314954078,148.4952380952381,Sevilla,2019,118.56027056801044
42,Soria,2019,3429,13,276.1864406779661,334.0,415.13735783027124,57.81355932203388,Soria,2019,99.99936354730242
42,Soria,2020,3615,14,294.6034518396031,349.91696917750664,418.0752420470263,55.313517337903534,Soria,2019,100.70704871778828
42,Soria,2021,3779,14,295.4175035868006,355.5568181818182,427.3511510981741,60.139314595017595,Soria,2019,102.94145375010217
42,Soria,2022,3920,15,298.768115942029,391.7435897435897,447.181887755102,92.97547380156072,Soria,2019,107.71833303345907
42,Soria,2023,4143,15,300.0,409.433962264151,462.5368090755491,109.43396226415098,Soria,2019,111.4170663090883
42,Soria,2024,4305,15,313.1330128205128,420.55232558139534,493.04970963995356,107.41931276088252,Soria,2019,118.76709294212881
43,Tarragona,2019,42358,96,325.63,456.0945861409739,437.08156664620617,130.4645861409739,Tarragona,2019,100.0003584346587
43,Tarragona,2020,44350,95,350.0,473.40274214949136,450.681916572717,123.40274214949136,Tarragona,2019,103.11199701947402
43,Tarragona,2021,46378,100,350.0,470.67857142857144,459.68526025270603,120.67857142857144,Tarragona,2019,105.17188163556008
43,Tarragona,2022,47489,96,361.5116822429907,490.2613778054863,478.6768514813957,128.74969556249562,Tarragona,2019,109.51698807572888
43,Tarragona,2023,49543,102,352.41666666666663,504.65098201793023,499.3087620854611,152.2343153512636,Tarragona,2019,114.23738493764554
43,Tarragona,2024,50807,105,376.47058823529414,525.0,523.1720432223906,148.52941176470586,Tarragona,2019,119.69709051486927
44,Teruel,2019,4590,24,257.28319579894975,300.0,339.00217864923746,42.71680420105025,Teruel,2019,100.0006426693916
44,Teruel,2020,4862,27,258.73049645390074,300.0,350.2733443027561,41.26950354609926,Teruel,2019,103.32547029579825
44,Teruel,2021,5011,25,261.8536585365854,303.8796296296296,356.12153262821795,42.025971093044234,Teruel,2019,105.05059959534452
44,Teruel,2022,5096,26,270.2631578947368,324.3181818181818,368.7103610675039,54.05502392344499,Teruel,2019,108.76411830899822
44,Teruel,2023,5490,32,282.2957920792079,328.8058608058608,388.16684881602913,46.51006872665289,Teruel,2019,114.5034952259673
44,Teruel,2024,5638,30,289.0072463768116,349.34438775510205,406.38754877616174,60.337141378290426,Teruel,2019,119.87833297231909
45,Toledo,2019,22867,116,275.97587719298247,377.998743718593,397.6636200638475,102.02286652561054,Toledo,2019,100.00091034145939
45,Toledo,2020,24836,123,290.1190476190476,381.5882352941177,412.0805685295539,91.46918767507009,Toledo,2019,103.62635631684198
45,Toledo,2021,26149,126,289.09375,398.0,428.24390990095225,108.90625,Toledo,2019,107.69096964767697
45,Toledo,2022,27507,129,300.0,420.7792207792208,441.93176282400844,120.7792207792208,Toledo,2019,111.13306916059156
45,Toledo,2023,29535,133,300.0,414.7889447236181,466.49686812256647,114.7889447236181,Toledo,2019,117.3104833582876
45,Toledo,2024,31226,137,303.05,446.0,490.07324024851084,142.95,Toledo,2019,123.23925973155731
46,Valencia/Valéncia,2019,112579,180,297.01978260869566,398.87820512820514,446.8910898124872,101.85842251950947,Valencia,2019,100.0002438659373
46,Valencia/Valéncia,2020,119432,186,300.0,404.49264705882354,460.9050338267801,104.49264705882354,Valencia,2019,103.13612607728527
46,Valencia/Valéncia,2021,127483,194,304.2077075971731,420.0,486.5123192896308,115.79229240282689,Valencia,2019,108.86623537998854
46,Valencia/Valéncia,2022,133942,195,311.8252427184466,449.6287061994609,516.1040077048275,137.80346348101432,Valencia,2019,115.48792940205139
46,Valencia/Valéncia,2023,142915,198,325.0806451612903,474.85428674351584,546.0715460238604,149.77364158222554,Valencia,2019,122.19372687324854
46,Valencia/Valéncia,2024,149388,197,350.0,508.24386920980925,590.9759150668059,158.24386920980925,Valencia,2019,132.24191972673498
47,Valladolid,2019,24744,37,310.85714285714283,414.95604395604397,438.1391044293566,104.09890109890114,Valladolid,2019,99.99979559715084
47,Valladolid,2020,25781,36,343.9583333333333,433.38926174496646,446.49338660253676,89.43092841163315,Valladolid,2019,101.90655648937252
47,Valladolid,2021,26730,36,340.8125,441.0173985086992,460.8830527497194,100.20489850869922,Valladolid,2019,105.19081863096713
47,Valladolid,2022,27478,38,339.1733870967742,434.5646514066049,477.3211660237281,95.39126430983072,Valladolid,2019,108.94261332535903
47,Valladolid,2023,28713,40,348.5,443.08670520231215,487.50266429840144,94.58670520231215,Valladolid,2019,111.26641354325135
47,Valladolid,2024,29847,39,362.9759396540512,468.84396809571285,514.6899520889872,105.86802844166164,Valladolid,2019,117.47157348997746
49,Zamora,2019,4434,12,317.6744222955815,362.87285407725324,347.41835814163284,45.19843178167173,Zamora,2019,99.99952741397526
49,Zamora,2020,4713,14,271.60483870967744,364.77500243451163,351.13812858052194,93.1701637248342,Zamora,2019,101.07021143875481
49,Zamora,2021,4851,13,307.02702702702703,370.3448275862069,362.47639661925376,63.31780055917989,Zamora,2019,104.33377370884051
49,Zamora,2022,5033,13,330.0,372.28,369.3699582753825,42.27999999999997,Zamora,2019,106.31798925662959
49,Zamora,2023,5362,14,288.7631578947369,398.42537313432837,385.50671391271914,109.66221523959149,Zamora,2019,110.96272923629012
49,Zamora,2024,5612,16,287.44,385.84195226438186,394.0666429080542,98.40195226438186,Zamora,2019,113.42658537449029
50,Zaragoza,2019,55823,66,284.45496245835614,390.0,437.60908586066677,105.54503754164386,Zaragoza,2019,99.99979110638851
50,Zaragoza,2020,58514,70,298.25,415.4096385542169,443.01315924394163,117.15963855421688,Zaragoza,2019,101.234697388986
50,Zaragoza,2021,60736,72,300.0,400.75,461.40875263435197,100.75,Zaragoza,2019,105.438347531901
50,Zaragoza,2022,62089,74,301.89112903225805,415.7765447443182,484.11179113852694,113.88541571206014,Zaragoza,2019,110.62630907395328
50,Zaragoza,2023,64833,72,316.95755597014926,432.9605263157895,495.38751870189566,116.00297034564022,Zaragoza,2019,113.20297038502221
50,Zaragoza,2024,66802,76,311.9867256637168,445.0473098330241,531.1239783240022,133.06058416930728,Zaragoza,2019,121.3692507767195
51,Ceuta,2019,2261,1,585.0950906678461,585.0950906678461,585.0950906678461,0.0,Ceuta,2019,99.99916094135124
51,Ceuta,2020,2305,1,605.5505422993492,605.5505422993492,605.5505422993492,0.0,Ceuta,2019,103.4952217226712
51,Ceuta,2021,2427,1,624.6868562010712,624.6868562010712,624.6868562010712,0.0,Ceuta,2019,106.76582741430032
51,Ceuta,2022,2465,1,637.0993914807302,637.0993914807302,637.0993914807302,0.0,Ceuta,2019,108.88726567778673
51,Ceuta,2023,2560,1,628.37890625,628.37890625,628.37890625,0.0,Ceuta,2019,107.3968392155187
51,Ceuta,2024,2612,1,649.406584992343,649.406584992343,649.406584992343,0.0,Ceuta,2019,110.99069987905365
52,Melilla,2019,2641,1,531.900795153351,531.900795153351,531.900795153351,0.0,Melilla,2019,100.00014949301581
52,Melilla,2020,2793,1,535.7454350161117,535.7454350161117,535.7454350161117,0.0,Melilla,2019,100.72296202596573
52,Melilla,2021,2861,1,551.3278573925201,551.3278573925201,551.3278573925201,0.0,Melilla,2019,103.65253946089868
52,Melilla,2022,2955,1,573.0504230118444,573.0504230118444,573.0504230118444,0.0,Melilla,2019,107.73649614811889
52,Melilla,2023,3007,1,582.0419022281344,582.0419022281344,582.0419022281344,0.0,Melilla,2019,109.42694157325332
52,Melilla,2024,3161,1,582.9167984814932,582.9167984814932,582.9167984814932,0.0,Melilla,2019,109.5914266744676
