COD_PROVINCIA,PROVINCIA,year,rental_homes,municipalities,municipal_rent_q25,municipal_rent_q75,rent_eur_month,municipal_spread_eur,province_name,baseline_year,rent_index
05,Ávila,2024,7522,33,260.0,354.30555555555554,426.14982717362403,94.30555555555554,Ávila,2019,122.99761225318902
06,Badajoz,2019,14200,55,242.9607843137255,295.3181818181818,355.5667605633803,52.357397504456316,Badajoz,2019,99.9990889454623
06,Badajoz,2020,14950,54,250.0,300.0,364.51163879598664,50.0,Badajoz,2019,102.51473375031264
06,Badajoz,2021,15736,56,250.0,300.0,374.9445221148958,50.0,Badajoz,2019,105.44886298475569
06,Badajoz,2022,16596,58,250.0,300.0,389.39901181007474,50.0,Badajoz,2019,109.51402306439653
06,Badajoz,2023,17707,62,250.0,305.13079896907215,398.63788332297963,55.130798969072146,Badajoz,2019,112.11235012036438
06,Badajoz,2024,18668,63,259.0,322.4673913043478,426.1349367902293,63.467391304347814,Badajoz,2019,119.84558224547325
07,"Balears, Illes",2019,74920,65,458.98107255520506,609.0105263157894,618.6442205018686,150.02945376058437,Balears,2019,100.00068222259613
07,"Balears, Illes",2020,76388,65,473.2142857142857,640.7058823529412,624.2913022987904,167.4915966386555,Balears,2019,100.91350418640734
07,"Balears, Illes",2021,78772,65,500.0,661.2553191489362,649.7535037830701,161.25531914893622,Balears,2019,105.02933916058936
07,"Balears, Illes",2022,81666,66,522.1335227272727,688.2588339222615,682.1293561580095,166.12531119498874,Balears,2019,110.26273053116667
07,"Balears, Illes",2023,85230,66,550.0,737.1592158630014,722.0281942977824,187.15921586300135,Balears,2019,116.71217417201967
07,"Balears, Illes",2024,87703,66,594.7413793103449,774.0345528455284,762.7790383453246,179.29317353518354,Balears,2019,123.29934022134435
08,Barcelona,2019,350561,261,421.4022988505747,627.0547263681592,665.6778306771147,205.6524275175845,Barcelona,2019,99.99967411926372
08,Barcelona,2020,358912,268,431.14889705882354,649.2689808481532,685.3945340361983,218.12008378932967,Barcelona,2019,102.96156321899386
08,Barcelona,2021,368486,267,443.4415479087012,657.8912133891213,695.9109219888951,214.4496654804201,Barcelona,2019,104.54135951040968
08,Barcelona,2022,373881,268,458.0257898957498,683.5591617983237,720.352499859581,225.53337190257383,Barcelona,2019,108.21303026372749
08,Barcelona,2023,387730,267,467.5379746835443,702.9631186346928,750.8674567353571,235.42514395114853,Barcelona,2019,112.79705815637502
08,Barcelona,2024,394862,264,503.9010067114094,732.2148801211329,779.0037962629982,228.31387340972344,Barcelona,2019,117.02376461107413
09,Burgos,2019,13460,31,309.662666397741,450.3682795698925,433.52050520059436,140.70561317215146,Burgos,2019,100.00011653455306
09,Burgos,2020,13991,32,315.71683673469386,462.8575,440.66785790865555,147.14066326530616,Burgos,2019,101.64879542089305
09,Burgos,2021,14552,35,320.60283018867926,466.88881083793274,456.23708081363384,146.28598064925347,Burgos,2019,105.24014597103569
09,Burgos,2022,15069,33,325.33513513513515,470.575,471.73448802176654,145.23986486486484,Burgos,2019,108.8149308040613
09,Burgos,2023,15973,35,335.9772611139499,476.65822784810126,479.7059412759031,140.68096673415135,Burgos,2019,110.65370485234894
09,Burgos,2024,16584,35,347.8653441011236,500.0,503.12445730824885,152.13465589887642,Burgos,2019,116.05565079079369
10,Cáceres,2019,9851,37,212.22222222222223,282.36486486486484,360.7106892701249,70.14264264264261,Cáceres,2019,100.00019108705744
10,Cáceres,2020,10273,39,234.62058823529412,290.69806949806946,362.02696388591454,56.077481262775336,Cáceres,2019,100.36510323692566
10,Cáceres,2021,10750,40,241.1875,300.9166666666667,366.77218604651165,59.729166666666686,Cáceres,2019,101.68062600052998
10,Cáceres,2022,11237,46,250.0,305.4988643339472,381.91892853964583,55.49886433394721,Cáceres,2019,105.87977282017296
10,Cáceres,2023,11999,46,251.9525684931507,314.80054945054945,398.8874072839403,62.84798095739876,Cáceres,2019,110.58396143271337
10,Cáceres,2024,12543,46,263.0,314.86764705882354,418.73507135454037,51.867647058823536,Cáceres,2019,116.08634952026293
11,Cádiz,2019,29486,36,284.4942307692308,442.050366397621,496.804992199688,157.55613562839022,Cádiz,2019,100.00100487111271
11,Cádiz,2020,30787,36,290.7258064516129,458.6726179191155,507.4496053529087,167.94681146750258,Cádiz,2019,102.14364036894297
11,Cádiz,2021,32034,35,299.5,462.4520223786923,520.8695760754199,162.95202237869228,Cádiz,2019,104.84492272049515
11,Cádiz,2022,32791,37,299.17333333333335,475.2093023255814,533.3992253972126,176.03596899224806,Cádiz,2019,107.36699384001864
11,Cádiz,2023,34209,36,300.6678082191781,502.01149425287355,554.3713934929405,201.34368603369546,Cádiz,2019,111.5884447449558
11,Cádiz,2024,35437,37,321.6,520.1421052631579,580.4180658633632,198.54210526315785,Cádiz,2019,116.83133370840643
12,Castellón/Castelló,2019,25929,54,250.0,318.0557917109458,346.9396814377724,68.05579171094581,Castellón/Castelló,2019,99.99990817944669
