COD_PROVINCIA,province_name,jan_c,feb_c,mar_c,apr_c,may_c,jun_c,jul_c,aug_c,sep_c,oct_c,nov_c,dec_c,winter_c,spring_c,summer_c,autumn_c,annual_mean_c,monthly_std_c,monthly_range_c,precipitation_annual_mm,jan_precip_mm,feb_precip_mm,mar_precip_mm,apr_precip_mm,may_precip_mm,jun_precip_mm,jul_precip_mm,aug_precip_mm,sep_precip_mm,oct_precip_mm,nov_precip_mm,dec_precip_mm,seasonal_range_c,annual_anomaly_c,climate_comfort_score,area_km2,latitude,longitude,start_year,end_year
21,Huelva,9.428999999999998,10.625448113207549,13.065666666666669,15.75,19.808,24.71666666666666,27.953666666666667,27.847,23.75466666666666,19.23933333333333,13.339,10.425333333333333,10.145830871491883,16.212865942028994,26.862181159420288,18.78273992673993,18.036039423252408,6.55,18.52,459.8146666666667,53.06166666666666,41.12,51.86300000000001,46.13,28.633666666666667,7.62,1.4466666666666663,2.6246666666666667,21.98,63.93233333333333,66.92,74.48266666666667,16.716350287928407,3.7351581563171177,86.8,10126.528793523514,37.50755725950003,-6.924822497255386,1995,2024
10,Caceres,6.213000000000001,7.639056603773586,10.413000000000002,13.312,17.612666666666662,23.38133333333334,27.440999999999992,27.267000000000003,22.354000000000003,16.713666666666665,10.145666666666669,7.093333333333334,6.961894387001475,13.78430072463768,26.058565217391298,16.407842490842494,15.8434504471619,7.49,21.23,602.2486666666666,63.32266666666667,50.02766666666666,60.367333333333335,59.23,44.123333333333335,19.08,6.623666666666667,8.390666666666666,36.2,90.582,83.35,80.95133333333334,19.096670830389822,1.542569180226609,85.3,19865.794044488102,39.75894009750005,-6.137295340568468,1995,2024
51,Ceuta,13.765,13.89353773584906,14.843,16.16766666666667,18.319,20.968,23.188333333333333,23.880333333333336,22.072,19.90566666666666,16.733999999999998,14.872666666666667,14.185653618906937,16.44621739130435,22.697485507246373,19.5742380952381,18.24137981383465,3.53,10.12,604.76,79.77333333333333,63.85633333333333,77.94433333333333,50.96,28.406333333333333,5.71,0.7853333333333333,2.5420000000000003,25.06,70.29766666666666,91.09,108.33466666666666,8.511831888339437,3.940498546899361,84.2,19.950947073744857,35.894265302000065,-5.3471902688858375,1995,2024
41,Sevilla,8.961333333333334,10.388738207547172,13.02,15.819333333333336,20.048,25.285,28.99533333333333,29.032,24.365666666666662,19.43133333333333,13.102666666666668,10.063666666666668,9.786890694239297,16.30095652173912,27.797797101449262,18.971663003663,18.252244935207163,7.06,20.07,498.0523333333333,56.87466666666667,43.96,58.05266666666667,48.0,33.03566666666667,6.680000000000001,0.8576666666666667,3.368666666666667,28.64,69.905,66.9,81.778,18.010906407209966,3.9513636682718722,84.1,14037.033335527396,37.52041492950005,-5.653307476865858,1995,2024
07,"Balears, Illes",12.209333333333332,12.015129716981132,13.368,15.44666666666667,18.721666666666668,22.90233333333333,26.079666666666657,26.604,23.929333333333336,20.793666666666667,16.40533333333333,13.605666666666668,12.628057607090096,15.849778985507246,25.22025724637681,20.38069963369964,18.5425615988319,5.19,14.59,516.447,46.221,38.11966666666667,36.35266666666666,40.97,35.41233333333333,16.77,9.103666666666667,26.918333333333333,67.23,66.97033333333334,80.02,52.359,12.592199639286715,4.2416803318966085,80.4,4991.832846169903,39.61265576450003,2.882312571261856,1995,2024
13,Ciudad Real,5.183000000000002,6.714599056603776,9.690333333333331,12.701666666666664,17.514666666666663,23.50133333333333,27.303,26.83,21.427333333333333,16.010666666666665,9.326999999999996,6.221666666666668,6.019320531757753,13.30875,25.903945652173903,15.592974358974354,15.2487844497171,7.74,22.12,394.5303333333333,36.80733333333333,29.21066666666667,43.617,46.68,34.596000000000004,14.06,3.647666666666667,8.018666666666666,30.74,51.75966666666667,44.76,50.63333333333333,19.88462512041615,0.9479031827818094,77.7,19811.296677117432,38.96144028050006,-3.885563972559142,1995,2024
02,Albacete,5.807666666666668,7.153148584905662,10.065333333333331,13.107333333333331,17.614,22.938666666666663,26.46566666666667,25.917666666666666,20.793,15.999000000000002,9.702666666666666,6.748,6.551935007385522,13.600862318840578,25.13090579710145,15.503725274725277,15.237040518342752,7.22,20.66,305.49233333333336,23.53933333333333,17.312666666666665,34.441,33.9,29.14,18.43,5.156333333333333,12.730666666666668,37.82,31.69233333333333,31.88,29.45,18.578970789715925,0.9361592514074619,77.6,14923.999955491765,38.72452034850005,-1.9543626415771804,1995,2024
45,Toledo,5.015000000000001,6.6175000000000015,9.678999999999997,12.864333333333333,17.572000000000003,23.467999999999996,27.151666666666664,26.673666666666666,21.350666666666665,15.750999999999998,9.158666666666669,5.910333333333333,5.824298375184637,13.37729347826087,25.78940579710145,15.423747252747248,15.146844314655953,7.76,22.14,393.34066666666666,34.833666666666666,28.188,37.79933333333334,43.64,37.42733333333333,17.490000000000002,6.448,11.573333333333332,29.23,56.34766666666667,46.24,44.123333333333335,19.965107421916812,0.8459630477206623,76.4,15365.574065403816,39.78830737850007,-4.102631052231721,1995,2024
52,Melilla,14.55,14.553702830188682,15.358000000000002,16.589666666666666,18.659,21.285,23.68533333333333,24.692,22.99833333333333,20.753,17.594,15.543,14.892182422452,16.871923913043478,23.241818840579704,20.45179120879121,18.87893319948897,3.55,10.14,425.82233333333335,53.73333333333333,45.28966666666667,48.453,40.93,27.869,6.38,3.1206666666666667,8.080666666666666,28.92,50.736666666666665,58.7,53.60933333333333,8.349636418127703,4.578051932553679,76.1,13.48940398561773,35.29265108100003,-2.951647995916824,1995,2024
30,Murcia,5.999666666666667,7.180011792452831,9.815666666666669,12.744999999999996,17.1,22.267333333333337,25.68433333333334,25.19333333333333,20.338,15.78166666666667,9.758,6.955000000000001,6.697374446085674,13.225387681159424,24.40464855072464,15.2979304029304,14.944217922978648,6.9,19.68,277.816,24.862,15.837333333333332,33.45933333333333,29.540000000000003,24.552,14.08,3.1103333333333336,10.147333333333334,32.92,28.148000000000003,29.86,31.299666666666667,17.707274104638966,0.643336656043358,73.8,11316.142192480524,38.06419952400006,-1.6719232640515669,1995,2024
22,Huesca,4.850666666666666,6.248832547169813,9.369,12.406666666666666,16.791000000000004,21.858,24.820666666666664,24.471000000000007,19.690000000000005,15.09533333333333,8.747666666666667,5.5906666666666665,5.5426329394387,12.860434782608694,23.73675724637681,14.517421245421252,14.20425807629129,7.05,19.97,466.552,39.19433333333333,26.39466666666667,39.38033333333333,52.14,49.33133333333333,38.03,24.686333333333334,24.924,41.11,48.897333333333336,47.32000000000001,35.14366666666667,18.19412430693811,-0.09662319064400116,64.4,15633.17102890885,42.13716720950006,-0.0289571521186292,1995,2024
36,Pontevedra,8.986,9.325955188679249,10.880333333333336,12.42666666666667,14.76033333333333,17.616000000000003,20.023000000000003,20.447333333333336,18.570333333333338,15.53133333333333,11.659999999999997,9.669333333333332,9.32713072378139,12.691963768115942,19.38109057971014,15.25693772893773,14.184243475086692,4.06,11.46,1329.6626666666666,162.38833333333332,112.679,123.61766666666668,113.4,87.18233333333333,51.61,30.15266666666667,37.64433333333333,68.82,175.212,181.07,185.8863333333333,10.053959855928749,-0.11663779184859813,64.1,4492.85223498659,42.36343819450008,-8.533924750728751,1995,2024
33,Asturias,9.088333333333331,9.312959905660378,10.781333333333333,12.099333333333332,14.592333333333327,17.482666666666663,19.369333333333334,20.093333333333334,18.519666666666662,16.12666666666667,11.882,9.853666666666667,9.42151033973412,12.495257246376807,18.99807246376812,15.51622710622711,14.126148932286908,3.93,11.01,904.18,107.40466666666666,81.52199999999999,73.60433333333334,72.33,60.656666666666666,51.59,33.345666666666666,39.68,56.440000000000005,89.39366666666666,128.07,110.143,9.576562124034002,-0.17473233464838245,63.4,10603.913756185826,43.27191501000004,-5.851969998063956,1995,2024
12,Castellon/Castello,5.807666666666666,6.67810141509434,9.306666666666668,11.935,15.984333333333332,20.878,23.797000000000004,23.476666666666667,19.09433333333333,15.101999999999997,9.325333333333331,6.595333333333333,6.350745937961594,12.413815217391306,22.737213768115943,14.513758241758245,14.038804526373424,6.38,17.99,430.24233333333336,31.38233333333333,19.89966666666667,39.824666666666666,43.04,46.458666666666666,26.35,16.884666666666668,26.215666666666667,51.32,48.78366666666667,50.54,29.543,16.38646783015435,-0.2620767405618665,62.3,6633.967085661144,40.25283130850005,-0.0602019030153027,1995,2024
50,Zaragoza,5.228333333333333,6.466674528301885,9.508000000000004,12.359333333333328,16.48966666666667,21.132,23.778,23.699,19.417333333333332,15.081666666666663,8.99,5.824999999999999,5.821026587887739,12.790300724637682,22.8885543478261,14.502765567765564,14.03810275597736,6.62,18.55,454.0803333333333,39.318333333333335,29.258,38.54333333333333,46.29,46.861666666666665,43.16,23.973333333333336,22.867666666666665,36.31,44.051,48.51,34.937,17.06752775993836,-0.26277851095793103,62.3,17276.668076915124,41.84402038850007,-1.170849419808773,1995,2024
18,Granada,4.688666666666666,5.85811320754717,8.506666666666666,11.383333333333333,15.988666666666663,21.732333333333333,25.585666666666672,25.026,19.572333333333336,14.668666666666669,8.295333333333334,5.726333333333333,5.411237075332349,11.965818840579711,24.140561594202907,14.184161172161174,13.96513962401898,7.31,20.9,326.0296666666667,35.050666666666665,28.515,40.12433333333333,32.45,27.04233333333333,9.0,1.3743333333333334,4.732666666666668,24.48,34.89566666666667,41.72,46.644666666666666,18.72932451887056,-0.3357416429163109,61.4,12648.238147634775,37.38960480700007,-3.2393785030417845,1995,2024
38,Santa Cruz de Tenerife,17.99866666666666,17.621497641509432,17.845000000000002,18.430666666666664,19.453,20.894666666666662,21.94400000000001,22.850666666666665,23.08300000000001,22.526,20.81833333333334,19.273666666666667,18.31842688330872,18.577804347826085,21.907333333333334,22.146659340659333,20.24143639350247,1.96,5.46,250.925,37.778666666666666,32.471,25.58533333333333,16.16,8.659333333333333,4.95,3.0690000000000004,6.355,11.53,24.583,36.89,42.89366666666667,3.588906450024613,5.940555126567181,58.7,3380.096948244059,28.295099332000035,-16.620662869507697,1995,2024
35,"Palmas, Las",17.971000000000004,17.678443396226417,18.03633333333333,18.657,19.624666666666663,20.943,21.788666666666664,22.675666666666668,22.977,22.565666666666665,20.85333333333333,19.219,18.307983751846383,18.773923913043483,21.811786231884053,22.136765567765572,20.261722029567427,1.88,5.3,164.38233333333335,23.529,19.499,17.039666666666665,10.1,6.995666666666667,4.23,2.366333333333334,5.135666666666666,11.33,15.696333333333332,20.540000000000003,27.920666666666666,3.5038024800376704,5.960840762632136,58.5,4068.2737904965843,27.956567100000058,-15.60531161349521,1995,2024
28,Madrid,3.722666666666667,5.154752358490566,8.112333333333334,11.189000000000002,15.738333333333332,21.52533333333333,25.243,24.843666666666664,19.653333333333336,14.203000000000005,7.696333333333333,4.5840000000000005,4.466923929098965,11.68522463768116,23.89615942028985,13.854758241758244,13.517479467056049,7.57,21.52,464.7893333333333,42.17033333333333,33.531666666666666,43.348333333333336,50.190000000000005,44.90866666666667,25.27,9.496333333333332,14.621666666666666,32.43,63.99433333333333,54.98,49.848,19.429235491190887,-0.7834017998792415,55.7,8030.398031672199,40.52170160700007,-3.767642378426471,1995,2024
15,"Coruna, A",8.601666666666668,8.85566037735849,10.26866666666667,11.727,14.034000000000004,16.700333333333333,18.832,19.44533333333333,17.862666666666666,14.978999999999996,11.248333333333337,9.275,8.912444608567204,12.012963768115949,18.343557971014494,14.699769230769231,13.510610512867322,3.85,10.84,1298.0866666666666,157.68666666666667,112.027,119.939,109.11,85.95266666666666,53.330000000000005,33.18033333333333,39.96933333333333,66.02,165.168,179.82000000000002,175.88366666666667,9.43111336244729,-0.7902707540679685,55.6,7947.0024889272445,43.15384420700005,-8.579850103766056,1995,2024
08,Barcelona,4.016666666666668,5.1857429245283,7.922333333333334,10.814666666666668,15.118999999999996,19.89933333333333,22.710666666666665,22.274,17.829333333333334,13.714999999999996,7.769666666666668,4.824000000000001,4.660018463810932,11.290449275362322,21.646789855072463,13.111373626373624,12.714013506114252,6.59,18.69,550.0243333333333,41.92233333333333,30.249,42.718,54.49,54.54966666666667,41.72,31.155,42.14966666666667,53.99,62.78533333333333,54.45,39.84533333333333,16.98677139126153,-1.586867760821038,45.4,7729.729647136022,41.760116315500056,2.0307008309731724,1995,2024
37,Salamanca,4.118,5.218856132075471,7.754333333333335,10.344333333333331,14.25,19.36733333333333,22.94033333333333,22.968333333333334,18.633333333333333,13.694333333333333,7.725333333333333,4.9606666666666674,4.752123338257017,10.787655797101454,21.784659420289856,13.354772893772896,12.70550009125752,6.69,18.85,581.8676666666667,64.76933333333334,46.24933333333333,53.971,58.12,45.51833333333333,26.44,11.036,13.371333333333332,35.57,79.484,72.68,74.65833333333333,17.032536082032838,-1.5953811756777707,45.3,12351.308023789938,40.763790924000034,-6.022417740995879,1995,2024
31,Navarra,4.575000000000001,5.641332547169811,8.396666666666668,10.938666666666665,14.712666666666667,18.802333333333333,21.026,21.238,17.785,13.980666666666668,8.236666666666668,5.293666666666667,5.155727474150664,11.353797101449278,20.37232608695652,13.341216117216112,12.58873243292572,5.94,16.66,652.8566666666667,63.72566666666667,51.835,54.89066666666667,58.330000000000005,57.391333333333336,54.87,33.542,32.16766666666667,47.63,58.807,78.68,60.98733333333334,15.216598612805855,-1.7121488340095699,43.8,10390.675334382388,42.61276003500004,-1.830042410109936,1995,2024
47,Valladolid,3.846333333333333,5.131096698113209,7.906999999999999,10.661,14.734333333333332,19.60333333333334,22.43533333333333,22.371,18.124,13.438999999999998,7.542666666666666,4.569333333333334,4.496949778434269,11.105557971014491,21.49017753623189,13.039659340659345,12.569833911297678,6.62,18.59,428.0943333333333,41.17833333333333,27.109,34.441,45.98,42.315000000000005,29.77,13.288666666666668,13.495333333333331,29.71,56.84366666666666,49.53,44.43333333333333,16.99322775779762,-1.731047355637612,43.6,8109.416091319087,41.70412361100006,-4.697091012250786,1995,2024
49,Zamora,3.993333333333333,5.154622641509435,7.736,10.362333333333336,14.273666666666667,19.25466666666667,22.618999999999996,22.595333333333333,18.329,13.498666666666669,7.640666666666668,4.709,4.602765878877402,10.795322463768118,21.513960144927537,13.159875457875458,12.5537844497171,6.62,18.63,549.622,62.02066666666666,42.98633333333333,49.166,53.23,44.19566666666667,27.85,13.330000000000002,14.580333333333334,34.03,72.49866666666667,64.61,71.12433333333334,16.911194266050135,-1.7470968172181909,43.4,10557.899131022821,41.686580826500034,-5.9425946080037,1995,2024
25,Lleida,3.450999999999999,4.749799528301887,7.665333333333335,10.676999999999998,15.070333333333338,20.016,22.85033333333333,22.39166666666667,17.75466666666667,13.426333333333334,7.262333333333332,4.328,4.158899556868536,11.142561594202895,21.77154347826087,12.8211684981685,12.512047818945057,6.83,19.4,519.425,40.248333333333335,28.107333333333333,41.013,54.13,53.21666666666667,40.03,29.27433333333333,35.433,50.39,58.300666666666665,52.34,36.94166666666667,17.612643921392333,-1.7888334479902337,42.9,12169.106743573244,42.06625917800005,1.1781995144377118,1995,2024
19,Guadalajara,3.070666666666665,4.49816037735849,7.479333333333334,10.466,14.845999999999997,20.267333333333333,23.681333333333328,23.16,18.108333333333334,13.191666666666665,6.789666666666666,3.932666666666666,3.813714918759231,10.935492753623189,22.392405797101446,12.701996336996338,12.501276692827163,7.22,20.61,410.7146666666667,32.426,26.088666666666665,38.595,47.2,42.129,31.18,12.234666666666667,17.701,33.13,50.42666666666666,42.91,36.693666666666665,18.578690878342215,-1.7996045741081268,42.7,12212.892736848722,40.74142346900004,-2.5050392600436364,1995,2024
27,Lugo,5.847333333333332,6.419799528301888,8.38,10.323,13.270333333333337,17.011666666666667,19.723333333333333,20.014333333333337,17.41433333333333,13.563333333333333,8.761333333333333,6.459666666666667,6.236890694239291,10.661416666666664,18.93714855072464,13.249816849816852,12.297275050191647,5.06,14.17,971.8993333333332,113.15,82.58633333333334,87.47166666666666,83.76,67.43533333333333,46.2,26.918333333333333,30.783,52.09,121.365,131.19,128.94966666666667,12.700257856485349,-2.003606216743643,40.1,9858.92772980283,43.04075275650007,-7.447991749594156,1995,2024
01,Araba/Alava,5.259666666666668,5.957830188679245,8.165666666666668,10.196666666666664,13.442000000000004,16.857666666666667,18.766,19.273000000000003,16.905666666666665,13.704666666666666,8.65466666666667,6.065666666666667,5.755096011816842,10.60584420289855,18.314554347826085,13.095106227106225,11.968857455740098,4.98,14.01,918.8103333333332,101.463,81.81066666666668,74.66866666666667,72.32,68.45833333333333,61.48,44.516,44.051,62.42999999999999,82.40833333333333,126.8,98.40433333333334,12.559458336009243,-2.3320238111951923,35.9,3039.8155502621407,42.84685163200004,-2.681504930102382,1995,2024
20,Gipuzkoa,5.259666666666668,5.957830188679245,8.165666666666668,10.196666666666664,13.442000000000004,16.857666666666667,18.766,19.273000000000003,16.905666666666665,13.704666666666666,8.65466666666667,6.065666666666667,5.755096011816842,10.60584420289855,18.314554347826085,13.095106227106225,11.968857455740098,4.98,14.01,918.8103333333332,101.463,81.81066666666668,74.66866666666667,72.32,68.45833333333333,61.48,44.516,44.051,62.42999999999999,82.40833333333333,126.8,98.40433333333334,12.559458336009243,-2.3320238111951923,35.9,1978.7550067353454,43.143589420500064,-2.205139585800379,1995,2024
16,Cuenca,2.929666666666668,4.139103773584906,6.926333333333333,9.813,14.15466666666667,19.49466666666666,22.87066666666667,22.303666666666665,17.329333333333334,12.673000000000002,6.508666666666666,3.790333333333333,3.60397341211226,10.30327173913043,21.5787427536232,12.175857142857144,11.954189633144736,6.99,19.94,400.35333333333335,28.478666666666665,23.905666666666665,38.657,45.74,43.327666666666666,31.860000000000003,13.681333333333331,20.832,38.41,45.198,37.93,32.333,17.97476934151094,-2.346691633790554,35.7,17140.40618811931,39.93968445450005,-2.1524468968601638,1995,2024
26,"Rioja, La",4.219666666666666,5.174327830188678,7.770000000000001,10.178666666666668,13.86866666666667,17.950333333333333,20.198,20.47233333333333,17.081666666666667,13.359333333333336,7.656666666666669,5.025999999999998,4.795531757754801,10.610420289855073,19.5575036231884,12.706476190476184,11.949119364847602,5.78,16.25,624.316,62.465,50.179,52.297,56.05,55.25233333333333,51.25,32.291666666666664,28.695666666666668,42.26,57.04,75.61,60.92533333333333,14.761971865433598,-2.351761902087688,35.7,5046.828733862302,42.28327214700005,-2.4828031135403053,1995,2024
48,Bizkaia,5.273333333333333,5.990200471698114,8.148333333333335,10.120666666666668,13.279333333333334,16.676666666666666,18.546000000000006,19.045,16.73933333333333,13.609666666666664,8.586666666666666,6.072333333333334,5.772215657311669,10.520409420289855,18.104576086956524,12.985490842490842,11.87137342580762,4.89,13.77,891.0596666666667,99.65466666666666,80.243,73.38733333333333,71.02,64.87266666666667,57.18,40.68233333333333,40.83733333333334,59.24,80.259,125.93,97.75333333333332,12.332360429644854,-2.42950784112767,34.7,2212.1243508020907,43.23917273750004,-2.8511295597341766,1995,2024
32,Ourense,4.357666666666667,5.2118396226415085,7.437333333333335,9.725333333333332,13.006333333333334,17.412000000000003,20.801333333333336,20.99966666666667,17.48,12.809666666666669,7.495999999999999,5.012333333333333,4.849977843426881,10.059931159420293,19.762945652173908,12.597578754578754,11.8485371418142,5.91,16.64,980.4443333333332,119.42233333333334,82.46366666666667,91.77033333333334,85.66,66.03,40.470000000000006,20.119000000000003,25.058333333333334,53.53,127.038,128.37,140.51266666666666,14.912967808747027,-2.4523441251210905,34.4,7274.005064288531,42.19269801600004,-7.536621236336593,1995,2024
40,Segovia,2.820333333333334,3.9414268867924527,6.6610000000000005,9.425333333333333,13.529999999999996,18.703,21.944,22.00500000000001,17.422,12.504,6.449333333333334,3.697,3.4724704579025114,9.876967391304351,20.907706521739133,12.129274725274728,11.63369866764008,6.82,19.18,496.682,48.38066666666667,35.059666666666665,43.57566666666666,51.15,48.81466666666667,30.51,12.978666666666667,15.107333333333331,33.4,66.309,58.81,52.58633333333333,17.435236063836623,-2.6671825992952094,31.7,6925.051537684477,41.10883397450005,-4.183805510118308,1995,2024
05,Avila,2.3543333333333334,3.409233490566038,6.016333333333333,8.839666666666666,13.111,18.56266666666667,22.07466666666667,21.89466666666666,16.99833333333334,11.938666666666668,5.88,3.274,3.0005096011816823,9.327579710144928,20.868797101449267,11.609326007326008,11.239353896696477,7.0,19.72,412.2706666666666,38.316,29.229,36.43533333333333,43.16,41.20933333333333,23.160000000000004,9.227666666666666,11.852333333333332,29.27,57.381,49.32,43.71,17.868287500267584,-3.0615273702388137,26.6,8051.924472669341,40.62552329400006,-4.835890534161348,1995,2024
44,Teruel,2.591333333333333,3.470129716981132,6.183,9.000000000000002,13.269666666666668,18.464333333333336,21.702333333333325,21.124333333333325,16.249999999999996,11.969666666666663,6.027333333333334,3.4233333333333333,3.152256277695717,9.489485507246377,20.451702898550725,11.421754578754584,11.16584960759262,6.73,19.11,395.0806666666667,25.895333333333333,17.515666666666668,34.58566666666666,41.56,44.83633333333333,33.19,18.662,26.732333333333333,43.54,42.129,41.81,24.624333333333333,17.299446620855008,-3.135031659342671,25.7,14808.680723282137,40.59881203300006,-0.9214764144525668,1995,2024
42,Soria,2.266,3.437900943396226,6.204999999999998,9.039333333333332,13.125666666666667,18.04133333333333,21.09933333333333,20.868,16.303,11.769000000000002,5.770666666666667,3.0596666666666663,2.9055428360413584,9.461202898550724,20.024210144927544,11.286252747252744,10.956325971892689,6.66,18.83,464.7023333333333,39.308,28.761000000000003,38.626,48.97,49.71366666666667,45.2,20.749333333333333,21.927333333333333,32.33,50.35433333333334,49.62,39.14266666666666,17.118667308886184,-3.3445552950426016,23.0,10304.321207640402,41.60141172000005,-2.72147948535578,1995,2024
